areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00070774,53.4,26,2.1,18.5
E00070775,39,12.2,37.2,11.6
E00070776,49.3,28.1,2.7,19.9
E00070778,56.6,17.1,1.3,25
E00070780,48.5,15.7,21.6,14.2
E00070781,51.4,25.4,2.9,20.3
E00070782,39.7,22.7,21.3,16.3
E00070784,54.8,27.4,1.4,16.4
E00070785,64.3,19.8,0.8,15.1
E00070786,49.4,27.3,0,23.4
E00070787,63.6,20,3.6,12.7
E00070788,51.5,22.1,1.5,25
E00070789,64.8,15.5,8.5,11.3
E00070790,56.6,20.5,1.2,21.7
E00071099,55.7,25.7,7.1,11.5
E00071100,19.4,17.2,55.2,8.2
E00071101,53,35.4,0.6,11
E00071102,55.4,20.7,2.2,21.7
E00071197,32.5,14.3,7.8,45.5
E00071198,39.6,22.6,5.7,32.1
E00071199,31.9,38.9,8.3,20.8
E00071201,10.1,5,80.7,4.2
E00071202,38.6,41.6,7.2,12.7
E00071203,47.5,28.3,10.8,13.3
E00071204,32.3,46.8,16.1,4.8
E00187155,72,17,0,11
W00002320,57.7,6.5,5.7,30.1
W00002321,59.1,23.5,6.8,10.6
W00002323,52.2,22.6,11.3,13.8
W00002324,28.1,17.6,51.6,2.6
W00002325,48.6,25.9,2.2,23.2
W00002376,67.3,13.3,0,19.4
W00002465,63.4,25.6,1.8,9.1
W00002466,57.7,26.8,0.7,14.8
W00002467,43,15.6,31.3,10.2
W00008075,67.7,19.5,0,12.8
W00008076,53.9,31.2,2.1,12.8
W00008077,56.7,28.4,5.2,9.7
W00008078,53.1,25.8,11.7,9.4
W00008079,46.8,24.6,15.8,12.9
W00008080,65.3,20.7,1,13
W00008153,62.5,23.4,3.1,10.9
W00008168,50,23.6,4.7,21.6
W00008172,46.3,28.2,0.7,24.8
W00008178,49,31.3,7.1,12.6
W00008179,53.2,26.1,5.4,15.3
W00008180,29.1,30.4,31.7,8.7
W00008181,61.8,19.1,4.4,14.7
W00008182,48,38.8,7.1,6.1
W00009787,53.7,21.7,17.1,7.4
W00009788,48,22.3,27,2.7
W00009789,64,14.7,4,17.3
W00009790,64.5,16.1,7.3,12.1
