areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00070774,29.3,40.8,14.3,15.6
E00070775,30,35.3,12.9,21.8
E00070776,39.7,30.8,15.1,14.4
E00070778,26.5,37.7,20.5,15.2
E00070780,38.3,41.4,8.3,12
E00070781,30.7,40.9,14.6,13.9
E00070782,32.4,36.7,14.4,16.5
E00070784,29.2,36.8,15.3,18.8
E00070785,27.3,34.4,15.6,22.7
E00070786,23.4,44.2,10.4,22.1
E00070787,24.1,29.6,24.1,22.2
E00070788,30,38.6,7.1,24.3
E00070789,22.9,44.3,17.1,15.7
E00070790,26.8,41.5,13.4,18.3
E00071099,24.3,44.3,10.3,21.1
E00071100,27.3,31.1,18.9,22.7
E00071101,18.8,46.7,13.3,21.2
E00071102,21.6,42.2,14.6,21.6
E00071197,30.4,40.5,16.5,12.7
E00071198,27.5,49,13.7,9.8
E00071199,31.9,41.7,12.5,13.9
E00071201,19,22.3,27.3,31.4
E00071202,20,42.9,17.1,20
E00071203,26.4,43.8,9.1,20.7
E00071204,20.9,32.6,25.1,21.4
E00187155,25.5,35.3,16.7,22.5
W00002320,41,36.9,10.7,11.5
W00002321,22.4,44,21.6,11.9
W00002323,24.5,45.3,15.1,15.1
W00002324,45.8,34,9.2,11.1
W00002325,24.3,44.3,15.7,15.7
W00002376,24.2,42.4,15.2,18.2
W00002465,31.1,42.1,10.4,16.5
W00002466,25.5,45.4,14.2,14.9
W00002467,40.3,34.1,14.7,10.9
W00008075,24.6,47,17.2,11.2
W00008076,24.1,46.8,9.9,19.1
W00008077,27.6,41,14.2,17.2
W00008078,19.8,48.4,16.7,15.1
W00008079,24.1,47.1,12.4,16.5
W00008080,23.3,43,11.4,22.3
W00008153,27.9,45.9,9.8,16.4
W00008168,28.1,38.4,15.8,17.8
W00008172,14.1,49.7,14.1,22.1
W00008178,26,40,18,16
W00008179,27.7,43.8,11.6,17
W00008180,35.2,31.3,17.2,16.3
W00008181,32.6,39.7,14.9,12.8
W00008182,23.5,42.3,18.9,15.3
W00009787,24.1,50.6,13.8,11.5
W00009788,24,37.3,16.7,22
W00009789,30.7,42.7,13.3,13.3
W00009790,25.4,46.7,14.8,13.1
