areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00070774,98.8,0.9,0.3
E00070775,100,0,0
E00070776,99,1,0
E00070778,100,0,0
E00070780,100,0,0
E00070781,99.3,0.7,0
E00070782,100,0,0
E00070784,99.4,0.6,0
E00070785,99.7,0.3,0
E00070786,98.4,0.5,1.1
E00070787,99.3,0.7,0
E00070788,98.4,1.6,0
E00070789,100,0,0
E00070790,97.4,1,1.5
E00071099,98.1,1.9,0
E00071100,99.1,0.9,0
E00071101,96.7,1.3,2
E00071102,98.9,1.1,0
E00071197,97.7,2.3,0
E00071198,100,0,0
E00071199,100,0,0
E00071201,98.2,0.9,0.9
E00071202,98.2,1.8,0
E00071203,97.1,1.4,1.4
E00071204,98.2,1.8,0
E00187155,99.2,0.8,0
W00002320,93.1,5.7,1.2
W00002321,99.3,0.7,0
W00002323,98.3,1.4,0.3
W00002324,99.3,0.7,0
W00002325,98.1,1.9,0
W00002376,99.1,0.9,0
W00002465,97.8,1.9,0.3
W00002466,99,1,0
W00002467,100,0,0
W00008075,99.7,0.3,0
W00008076,99.7,0.3,0
W00008077,99.7,0.3,0
W00008078,100,0,0
W00008079,99.7,0.3,0
W00008080,98.7,1.1,0.2
W00008153,100,0,0
W00008168,98.8,1.2,0
W00008172,99.2,0.8,0
W00008178,99.4,0.4,0.2
W00008179,99.2,0.4,0.4
W00008180,96,3.8,0.2
W00008181,97.5,1.4,1.1
W00008182,99.5,0.5,0
W00009787,98.9,0.8,0.3
W00009788,99.2,0.3,0.6
W00009789,100,0,0
W00009790,98.9,1.1,0
