areacd,in_full_time_education-001,in_full_time_education-002
E00104757,12.7,87.3
E00105850,12.6,87.4
E00105851,20.9,79.1
E00105852,13.4,86.6
E00105853,12.7,87.3
E00105854,12.2,87.8
E00105855,14.9,85.1
E00105859,16.2,83.8
E00105866,16.9,83.1
E00105869,14,86
E00105870,13,87
E00105871,19.2,80.8
E00105872,12.7,87.3
E00105873,16.7,83.3
E00105874,20.5,79.5
E00105875,15.1,84.9
E00105876,17.9,82.1
E00105886,14.4,85.6
E00105887,15.2,84.8
E00105891,13.3,86.7
E00105892,12.2,87.8
E00105893,18.5,81.5
E00105894,16.1,83.9
E00105895,11.5,88.5
E00105897,17.6,82.4
E00105898,7.1,92.9
E00105899,19.1,80.9
E00105900,9.9,90.1
E00105901,19.6,80.4
E00105903,13.3,86.7
E00105905,12.3,87.7
E00105906,9.2,90.8
E00105907,22.8,77.2
E00105908,13.1,86.9
E00105909,14.4,85.6
E00105910,20.8,79.2
E00105911,13.1,86.9
E00105912,19.7,80.3
E00105960,19.1,80.9
E00105961,23.8,76.2
E00105966,15.9,84.1
E00105968,7.1,92.9
E00105977,11.8,88.2
E00106032,14.1,85.9
E00106033,13.8,86.2
E00106034,10.9,89.1
E00106035,9.1,90.9
E00106036,11.5,88.5
E00106038,9.5,90.5
E00106039,14,86
E00106040,14.9,85.1
E00106041,18.6,81.4
E00106042,17.3,82.7
E00106044,16.7,83.3
E00106049,20.2,79.8
E00106050,12.2,87.8
E00106051,13.6,86.4
E00106052,20.9,79.1
E00106053,20.5,79.5
E00106054,22.1,77.9
E00106055,15.4,84.6
E00106056,14.9,85.1
E00106105,14.6,85.4
E00106106,14.2,85.8
E00106107,19,81
E00106108,15.6,84.4
E00106109,19.9,80.1
E00106110,17.5,82.5
E00106111,12.9,87.1
E00106112,12.5,87.5
E00106113,15.4,84.6
E00106115,15.1,84.9
E00171802,9.7,90.3
E00171831,17.4,82.6
