areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00104757,1.4,29.6,69
E00105850,3.4,33.8,62.8
E00105851,3.6,29.9,66.4
E00105852,0.7,41.8,57.5
E00105853,5,49.6,45.4
E00105854,1.4,31.5,67.1
E00105855,0.7,38.1,61.2
E00105859,4.2,33.7,62.1
E00105866,2.9,27.3,69.8
E00105869,4.8,37.2,57.9
E00105870,3.5,31.7,64.8
E00105871,0.9,45.5,53.6
E00105872,0,36.4,63.6
E00105873,3.2,36.5,60.3
E00105874,2.6,32.2,65.2
E00105875,1.6,33.1,65.3
E00105876,2.4,35.2,62.4
E00105886,3,26.9,70.1
E00105887,8.2,19.2,72.6
E00105891,6.1,28.2,65.6
E00105892,0.8,35.6,63.6
E00105893,5.1,26.3,68.6
E00105894,2.1,32.1,65.7
E00105895,1.8,37.7,60.5
E00105897,0,21.8,78.2
E00105898,1.9,42.5,55.7
E00105899,2.5,48.3,49.2
E00105900,2.9,41.3,55.8
E00105901,1.6,35,63.4
E00105903,6.4,25.5,68.1
E00105905,3.7,32.1,64.2
E00105906,6.4,32.1,61.5
E00105907,1.7,20.3,78
E00105908,4.4,21.9,73.7
E00105909,1.8,39.5,58.8
E00105910,4.3,43.6,52.1
E00105911,3.2,33.1,63.7
E00105912,3,31.1,65.9
E00105960,3,29.7,67.3
E00105961,1,40.2,58.8
E00105966,5.7,15.6,78.7
E00105968,3.8,47.7,48.5
E00105977,0.6,21.9,77.4
E00106032,1.6,33.3,65
E00106033,0.7,40.4,58.9
E00106034,4.5,26.1,69.4
E00106035,6.6,24.5,68.9
E00106036,0,43.7,56.3
E00106038,0.8,51.6,47.7
E00106039,5.7,35.5,58.9
E00106040,0,37,63
E00106041,0.9,33,66.1
E00106042,0.8,28.2,71
E00106044,4.3,33.3,62.3
E00106049,4.4,33.3,62.3
E00106050,0.8,25.8,73.5
E00106051,5.6,46.3,48.1
E00106052,5.3,33.6,61.2
E00106053,6.3,28.6,65.1
E00106054,3.4,33.1,63.4
E00106055,4.8,38.4,56.8
E00106056,10.8,8.1,81.1
E00106105,4.3,28.4,67.4
E00106106,4.8,33.8,61.4
E00106107,0.8,33.8,65.4
E00106108,5.2,24.7,70.1
E00106109,3.6,25.9,70.5
E00106110,0.7,43.7,55.6
E00106111,2.3,31.8,65.9
E00106112,0,37.4,62.6
E00106113,3.1,29.7,67.2
E00106115,4.5,22.6,72.9
E00171802,0.7,41.7,57.6
E00171831,1,29,70
