areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00104757,64.3,0,35.7
E00105850,55.4,2.6,41.9
E00105851,43.4,2.6,54
E00105852,48.5,1.8,49.8
E00105853,27.6,2.8,69.6
E00105854,64,0,36
E00105855,55.6,4.9,39.6
E00105859,51.6,2,46.4
E00105866,63.3,0,36.7
E00105869,50,4.1,45.9
E00105870,53,0.7,46.3
E00105871,38,6,56
E00105872,56.3,4.1,39.6
E00105873,45.8,2.8,51.4
E00105874,56.6,5.5,37.9
E00105875,50.7,0.5,48.9
E00105876,45.6,6.1,48.2
E00105886,53.4,1.8,44.8
E00105887,55.5,1.3,43.2
E00105891,61,3.1,36
E00105892,52.7,1.2,46.1
E00105893,54.4,2.7,43
E00105894,56.9,0.4,42.7
E00105895,53.5,3,43.6
E00105897,57.4,0.6,42
E00105898,43.8,2.8,53.4
E00105899,45.4,4.6,50
E00105900,41.1,1.8,57.1
E00105901,49.5,2,48.5
E00105903,62.1,1.1,36.8
E00105905,44.3,1.7,53.9
E00105906,46.7,1.3,52
E00105907,74.8,0.8,24.4
E00105908,53.4,1.1,45.5
E00105909,53.4,1.6,45.1
E00105910,52.6,0,47.4
E00105911,53.2,3.2,43.7
E00105912,50.8,0.8,48.4
E00105960,51,2.6,46.4
E00105961,46.5,2.3,51.2
E00105966,53.4,0.3,46.3
E00105968,48,0.5,51.5
E00105977,46.7,1.7,51.5
E00106032,51.1,1.4,47.5
E00106033,47.7,1.5,50.8
E00106034,53.5,1,45.5
E00106035,53.3,3.6,43.1
E00106036,43.5,1.2,55.3
E00106038,36.5,0,63.5
E00106039,48,0.4,51.6
E00106040,49.8,1,49.3
E00106041,48.7,3,48.2
E00106042,52.1,1.7,46.3
E00106044,55.3,3.7,41
E00106049,42.7,8.3,49.1
E00106050,53.2,1.1,45.7
E00106051,40.2,3.9,55.9
E00106052,50.5,3.4,46.1
E00106053,54.7,3.4,41.8
E00106054,51,5.5,43.5
E00106055,57.5,6.2,36.3
E00106056,55.5,2.1,42.4
E00106105,51.4,1.2,47.5
E00106106,57.1,3.2,39.7
E00106107,55.3,2.7,42
E00106108,58.3,0.3,41.4
E00106109,51.9,3.1,45
E00106110,44.4,0.4,55.2
E00106111,54.8,1.7,43.5
E00106112,44.9,2.1,53.1
E00106113,53,3.5,43.5
E00106115,50.6,1.6,47.8
E00171802,47.5,1.2,51.2
E00171831,55.3,2.6,42.1
