areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00104757,4,42.7,33.3,20
E00105850,1.4,46.9,45.6,6.1
E00105851,2.3,33.8,48.1,15.8
E00105852,11.3,36.8,37.6,14.3
E00105853,9.5,50.9,39.7,0
E00105854,1.4,43.2,41.9,13.5
E00105855,0.8,40.6,45.1,13.5
E00105859,5.2,23.7,41.8,29.4
E00105866,2.1,41.4,31.4,25
E00105869,1.4,57.5,26.7,14.4
E00105870,1.4,42.4,29.9,26.4
E00105871,6.2,48.7,42.5,2.7
E00105872,5.4,47.3,41.9,5.4
E00105873,10.2,24.4,63.8,1.6
E00105874,0.8,40.3,47.1,11.8
E00105875,4.9,43.9,37.4,13.8
E00105876,2.4,44.1,48,5.5
E00105886,2.5,21.2,36.9,39.4
E00105887,2.7,17.8,39.7,39.7
E00105891,3.1,32.7,41.5,22.6
E00105892,10.5,36.1,41.4,12
E00105893,2.2,28.5,43.8,25.5
E00105894,5,42.9,36.4,15.7
E00105895,10.5,33.3,36.8,19.3
E00105897,1.1,23.9,44.3,30.7
E00105898,3.8,32.4,41.9,21.9
E00105899,9.1,26.4,42.1,22.3
E00105900,3.8,55.8,29.8,10.6
E00105901,0,28,60,12
E00105903,0,8.5,34,57.4
E00105905,3.2,31.6,33.7,31.6
E00105906,5,15,48.8,31.3
E00105907,1.7,15.5,39.7,43.1
E00105908,11.7,16.1,48.9,23.4
E00105909,3.5,32.5,44.7,19.3
E00105910,10.3,46.2,35.9,7.7
E00105911,4.1,29.5,49.2,17.2
E00105912,1.5,24.8,34.6,39.1
E00105960,2.9,28.8,53.8,14.4
E00105961,4.8,21.2,64.4,9.6
E00105966,0.7,15.4,44.8,39.2
E00105968,4.7,49.2,40.6,5.5
E00105977,0,20.6,40,39.4
E00106032,2.5,32.8,42.6,22.1
E00106033,0.7,36.4,39.1,23.8
E00106034,0.6,25.3,37.3,36.7
E00106035,1.9,30.6,31.5,36.1
E00106036,8.1,38.3,41.6,12.1
E00106038,10.9,44.2,38,7
E00106039,2.9,32.1,45,20
E00106040,5.1,36.4,42.4,16.1
E00106041,2.6,40.9,47,9.6
E00106042,2.3,29.5,58.9,9.3
E00106044,3.6,48.2,30.7,17.5
E00106049,4.4,44.7,39.5,11.4
E00106050,0.8,35.4,45.4,18.5
E00106051,28,29.9,34.6,7.5
E00106052,3.9,19.4,68.4,8.4
E00106053,0.8,30.9,53.7,14.6
E00106054,8.5,31.7,38.7,21.1
E00106055,9.7,33.1,46.9,10.3
E00106056,1.4,20.5,47.9,30.1
E00106105,0.7,28.4,44.7,26.2
E00106106,2.1,40.6,45.5,11.9
E00106107,0,53.4,39.7,6.9
E00106108,0.6,20.8,39.6,39
E00106109,3,21.6,31.7,43.7
E00106110,13.2,26.5,51.5,8.8
E00106111,3.9,37.2,47.3,11.6
E00106112,5.7,30,43.6,20.7
E00106113,3.8,30,47.7,18.5
E00106115,3.8,15.8,38.3,42.1
E00171802,6.3,39.6,38.2,16
E00171831,5,33.7,28.7,32.7
