areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00090971,9.9,31.7,47.9,10.6
E00090972,22.6,23.8,40.2,13.4
E00090973,24.4,25.8,31.5,18.3
E00090974,22.1,24.5,31.9,21.5
E00090975,20.6,34,29.8,15.6
E00090976,18.9,32.2,36.1,12.8
E00090977,25.2,19.5,35,20.3
E00090978,26.6,27.3,23,23
E00090979,18.5,25.5,44,12
E00090980,24.7,29.6,28.4,17.3
E00090981,27.1,32.6,18.8,21.5
E00090982,15.9,32.4,34.1,17.6
E00090983,18.7,39.3,29,13.1
E00091003,18.8,37.5,25.8,18
E00091004,20,34.7,29.4,15.9
E00091005,14.1,28.2,41.2,16.5
E00091006,14,32.4,40.2,13.4
E00091007,24.7,35.8,26.8,12.6
E00091008,15.4,33.3,35.2,16
E00091009,22.6,28.4,28.9,20
E00091010,12.9,31,31,25
E00091018,15,39.3,28,17.8
E00091050,27.7,35.1,15.5,21.6
E00091063,30.5,39,14.1,16.4
E00134626,27.2,37.3,15.2,20.3
E00134627,17.1,43.1,11.4,28.5
E00134628,16.5,49.4,19.6,14.6
E00134629,16.5,48.2,17.7,17.7
E00134630,25.4,38.9,11.1,24.6
E00134631,19.6,37.3,15.2,27.8
E00135430,20.5,43.5,17.4,18.6
E00135431,18.1,40.9,28.1,12.9
E00135432,26.1,33.3,23.2,17.4
E00135433,20.9,41.2,19.6,18.3
E00152509,27.1,39.6,13.5,19.8
E00152510,38.3,31.8,19.6,10.3
E00152511,25.3,35.6,18.5,20.5
E00152512,33.6,31.1,18.9,16.4
E00152513,27.1,28.1,17.7,27.1
E00152514,38.1,34.1,11.1,16.7
E00152515,25.3,32.5,19.3,22.9
E00152516,40.8,32.2,10.9,16.1
E00152517,30.6,38.1,17,14.3
E00152518,32,37.8,12.2,18
E00152519,29.5,41.5,15.9,13
E00152520,28.4,41.8,16.5,13.4
E00152521,26.5,39.7,16.2,17.6
E00152522,36.4,36,9.8,17.8
E00152523,27.3,40.6,18.9,13.3
E00152524,29.1,31.2,20.1,19.6
E00152525,33.3,37,9.3,20.4
E00152526,31.3,42.2,11.7,14.8
E00152527,37.3,28.6,15.9,18.3
E00152528,18.8,26,27.1,28.1
E00152529,25.2,39,17.6,18.2
E00152530,31.1,45.4,5.9,17.6
E00152531,32.8,36.6,10.8,19.9
E00152532,25,40.5,19,15.5
E00152533,31.4,34.3,16.7,17.6
E00152534,20.9,42.9,16.5,19.8
E00152535,30,35,14.4,20.6
E00152536,28.5,36.4,18.5,16.6
E00152537,33.7,43.5,15.2,7.6
E00152538,29.5,35.2,14.8,20.5
E00152539,28.4,34,15.6,22
E00152540,32.7,40,13.6,13.6
E00152541,34.4,32.3,20.4,12.9
E00152550,33,30,15.5,21.5
E00152552,19.8,24.7,33,22.5
E00152556,23.3,27.6,33.7,15.3
E00152557,50.5,23.1,11.8,14.6
E00152558,23.5,26.2,32.2,18.1
E00152562,35.5,25.8,25.8,12.9
E00152563,35.9,22.4,13.5,28.1
E00152564,33.2,30,19.7,17
E00152568,26,26,28.5,19.5
E00152575,42.5,22.4,23.1,11.9
E00152576,34.1,38.6,7.6,19.7
E00152577,43.9,29.5,12.1,14.4
E00152579,37,39.4,13.4,10.2
E00152580,27.9,38.8,14.8,18.6
E00152581,34.4,41.7,7.3,16.6
E00152582,32.8,34.4,21.6,11.2
E00152583,40.9,26.8,17.1,15.2
E00152584,31.4,38,16.5,14
E00152585,32.3,39.5,10.5,17.7
E00152586,32.3,41.7,8.9,17.2
E00152587,39.1,32.2,14.9,13.8
E00152588,40.9,21.5,21,16.7
E00152589,13.3,32,34.7,20
E00152593,23.5,36.3,23,17.2
E00152594,15.6,34.7,36.9,12.9
E00152595,30.5,26,18.5,25
E00152596,40.4,26.7,18.5,14.4
E00152597,24.1,33.3,20.7,21.8
E00152598,21.8,29.1,25,24.1
E00152599,29.3,33.8,19.7,17.2
E00152600,34.3,35.1,15.7,14.9
E00152601,33.1,33.1,15.2,18.5
E00152602,40.2,22.5,17.7,19.6
E00152603,34.4,24.8,18.4,22.4
E00152604,29.7,29.7,18.9,21.6
E00152605,38.5,20.5,19.7,21.4
E00152606,31.5,24.8,15.8,27.9
E00152607,37,32.4,16,14.6
E00152608,33.3,31.3,14.3,21.1
E00152609,31.5,33.6,10.7,24.2
E00152610,24.5,33.7,22.3,19.6
E00152611,19.5,23.3,35.8,21.4
E00152613,25.4,25.4,32,17.3
E00152614,12.4,36.1,36.1,15.5
E00152615,18.1,46.1,24.8,11
E00152616,30.4,31.1,22.3,16.2
E00152617,36.2,32.1,17.3,14.3
E00152618,29.9,28.6,26,15.6
E00152619,36.6,26.2,17.2,20
E00152620,41.6,33.6,10.9,13.9
E00152621,27.6,34.5,17.9,20
E00152623,32,28.1,21.1,18.8
E00152624,34.4,29.5,16.4,19.7
E00152625,32.3,26.4,22.7,18.6
E00152626,34.5,38.1,15.1,12.2
E00152627,27.8,35.7,17.5,19
E00152628,31,30.2,17.5,21.4
E00152629,22.2,30.2,29,18.5
E00152631,22.1,32.9,19.5,25.5
E00152632,30.8,40,15.7,13.4
E00152634,27.6,26.9,23.1,22.4
E00152635,28.1,33.1,17.4,21.5
E00153459,27.2,25.8,27.2,19.7
E00153625,30.4,28.3,33.3,7.9
E00153626,14.9,38.8,31.3,14.9
E00153627,20.4,30.6,38.8,10.2
E00153629,19.9,28.8,35.9,15.4
E00153632,29.4,32.4,24.5,13.7
E00165733,35.5,25.2,20,19.3
E00165735,24.7,34.3,21.9,19.1
E00165736,34.5,32.3,14.1,19.2
E00165738,35.8,27,18.9,18.2
E00173918,29.1,39,19.7,12.2
E00173920,38.8,29.7,14.5,17
E00173921,41.8,22,20.6,15.6
E00173930,27.2,34.7,26.2,11.9
E00173931,30.1,37.9,20.4,11.7
E00173932,29.2,30.2,26.2,14.4
E00173933,29.2,31.6,14.6,24.6
E00173934,29.3,37.5,25,8.2
E00173935,23.4,42.6,23.1,10.8
E00183316,38.2,15.8,27.6,18.4
E00183317,27,18,30,25
