areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00090971,6.5,29,38.3,26.2
E00090972,3.1,34.6,44.6,17.7
E00090973,4.2,37.6,41.8,16.4
E00090974,7.3,31.4,40.9,20.4
E00090975,5.3,38.1,48.7,8
E00090976,6.2,36.2,41.8,15.8
E00090977,4.9,41.8,39.3,13.9
E00090978,5.8,26,46.2,22.1
E00090979,4.7,24.2,45.3,25.8
E00090980,20.3,52.8,20.3,6.5
E00090981,10.7,40.2,33.9,15.2
E00090982,7.1,36.5,37.2,19.2
E00090983,5.9,37.6,30.6,25.9
E00091003,10.9,46.9,30.5,11.7
E00091004,6.8,25.8,46.2,21.2
E00091005,0,44.8,40.6,14.7
E00091006,5.1,23.9,47.8,23.2
E00091007,12.1,37.9,27.9,22.1
E00091008,8.8,32.1,42.3,16.8
E00091009,6.4,31.2,48.9,13.5
E00091010,4.5,33.7,34.8,27
E00091018,4.6,28.7,35.6,31
E00091050,13,41.3,36.2,9.4
E00091063,12.7,41.3,34.7,11.3
E00134626,13.4,47.8,26.1,12.7
E00134627,8.9,48.1,31.1,11.9
E00134628,10.1,37.2,33.1,19.6
E00134629,9,36.6,42.1,12.4
E00134630,16.3,45,26.4,12.4
E00134631,4.7,33.3,41.3,20.7
E00135430,8.1,33.8,34.5,23.6
E00135431,5.9,36.8,35.5,21.7
E00135432,4.8,35.2,42.1,17.9
E00135433,10.8,40,32.3,16.9
E00152509,20.5,44.6,19.6,15.2
E00152510,23.8,45.1,22.1,9
E00152511,24.2,46.3,22.1,7.4
E00152512,36.7,39.6,20.9,2.9
E00152513,7.6,50,31.4,11
E00152514,14,40.3,31.8,14
E00152515,17.3,49,24,9.6
E00152516,29.7,44.8,20,5.5
E00152517,20.1,48.2,24.5,7.2
E00152518,11.5,42.6,39.3,6.6
E00152519,6.9,53.4,29.1,10.6
E00152520,2.9,50,36,11
E00152521,10.9,53.5,26.4,9.3
E00152522,12.2,57.4,22.8,7.6
E00152523,27.9,49.4,20.3,2.3
E00152524,11.7,40.5,35.1,12.7
E00152525,35.7,51.2,10.9,2.3
E00152526,10.8,43.1,33.1,13.1
E00152527,10.3,34.6,36.4,18.7
E00152528,10.4,33.3,31.3,25
E00152529,12,44.4,29.3,14.3
E00152530,12.7,39.8,35.6,11.9
E00152531,8.7,38.9,31.7,20.6
E00152532,13,48.9,23.7,14.5
E00152533,5.2,62.2,23.8,8.7
E00152534,19,54,24.6,2.4
E00152535,16.1,41.6,29.2,13.1
E00152536,11.1,43.2,34.6,11.1
E00152537,34.4,33.6,21.9,10.2
E00152538,18.5,49.2,22.6,9.7
E00152539,24.3,35.4,32.6,7.6
E00152540,12.2,49.6,32.5,5.7
E00152541,18.4,55.3,20.2,6.1
E00152550,2.8,43.3,45.4,8.5
E00152552,5.9,40.1,36,18
E00152556,6.4,32.9,41.4,19.3
E00152557,5.3,43.8,43.2,7.7
E00152558,2.8,34,32.1,31.1
E00152562,20.9,38.8,26.9,13.4
E00152563,13.2,45.5,28.7,12.6
E00152564,5.5,37.8,44.5,12.2
E00152568,26.1,35.9,26.1,11.8
E00152575,14.7,43.4,30.1,11.8
E00152576,20.6,52.9,19.9,6.6
E00152577,19.7,48.8,22,9.4
E00152579,18.5,51.3,21,9.2
E00152580,18.1,41,31.3,9.7
E00152581,21.2,36.4,33.1,9.3
E00152582,5.8,53.7,33.1,7.4
E00152583,8.1,30.9,50.4,10.6
E00152584,12.9,33.9,38.7,14.5
E00152585,22.2,43.5,25,9.3
E00152586,15.7,48.4,28.9,6.9
E00152587,19.5,46.9,27.4,6.2
E00152588,5.6,42.2,36,16.1
E00152589,3.6,21.8,40,34.5
E00152593,6.7,37.6,36,19.7
E00152594,2.8,36.1,40.6,20.6
E00152595,5.9,46.5,32.6,15
E00152596,6,41.6,33.6,18.8
E00152597,4,21.8,36.3,37.9
E00152598,8.2,40.1,34.5,17.2
E00152599,17.7,38.1,32.7,11.6
E00152600,5,43.9,37.4,13.7
E00152601,9.2,38.7,35.2,16.9
E00152602,20.2,44.8,24.6,10.4
E00152603,4.2,42.9,37,16
E00152604,9.6,43.2,30.4,16.8
E00152605,11.1,38.9,33.3,16.7
E00152606,3.7,42.6,44.1,9.6
E00152607,5.4,48.4,37.6,8.6
E00152608,6.2,54.8,30.8,8.2
E00152609,11.8,40.9,33.1,14.2
E00152610,7.9,30.2,39.6,22.3
E00152611,3.9,35.2,43,18
E00152613,6.4,32.7,35.9,25
E00152614,10.8,25.5,48,15.7
E00152615,4.2,29.5,44.2,22.1
E00152616,7.2,50,36.2,6.5
E00152617,5.9,45.1,34,15
E00152618,18.2,48.3,23.3,10.2
E00152619,18.1,40.6,34.2,7.1
E00152620,38.5,48.4,11.3,1.8
E00152621,7.6,38.1,34.3,20
E00152623,12.2,42.7,29,16
E00152624,20.2,34.9,30.2,14.7
E00152625,17.6,52.3,23.1,7
E00152626,23.6,46.3,24.4,5.7
E00152627,30.2,35.2,27.7,6.9
E00152628,12,56.3,24.6,7
E00152629,5.4,52.4,25.2,17
E00152631,11.4,33.3,39.5,15.8
E00152632,8.3,44.3,36.8,10.5
E00152634,4.5,34.2,50.5,10.8
E00152635,13.1,40.2,31.8,15
E00153459,41.9,19.7,28.4,10
E00153625,9.1,25,42.6,23.3
E00153626,6,35.8,34.3,23.9
E00153627,3.6,34.5,45.2,16.7
E00153629,5.1,23.2,39.4,32.3
E00153632,2.5,35,31.3,31.3
E00165733,7.5,33.8,40.4,18.3
E00165735,12.8,40.1,39.5,7.6
E00165736,3.4,41.5,41.5,13.7
E00165738,9.2,46.9,29.2,14.6
E00173918,5,36,48.2,10.8
E00173920,12.7,40.5,34.9,11.9
E00173921,17.9,43.6,32.9,5.7
E00173930,3.8,44.3,41.1,10.8
E00173931,2,46.3,43,8.7
E00173932,3.7,32.8,44,19.4
E00173933,4.6,29.2,50,16.2
E00173934,8.9,53.3,32.6,5.2
E00173935,2.6,40.9,50.4,6
E00183316,23,43,25,9
E00183317,18.8,35,37.6,8.5
E00183318,6.7,33.3,53.3,6.7
E00183321,3.5,34.5,46.9,15
E00183322,3.4,29.9,50.6,16.1
E00183324,4.2,36.6,52.4,6.8
E00183326,12,41.7,40.7,5.6
E00183327,12.4,63.6,20.2,3.9
E00183330,14.6,35.4,39.6,10.4
E00183333,16,66.4,12.2,5.3
E00183336,4.3,27.8,63.5,4.3
E00183340,5,34.2,49.5,11.3
E00183341,2.3,29.5,59.1,9.1
E00183342,4.8,37.4,51.7,6.1
E00183346,4.1,29.7,46.6,19.6
E00183353,7.7,32.7,48.1,11.5
E00183355,12.5,37.5,33,17
E00183356,0,28.6,57.1,14.3
E00183357,4.7,46.5,39.5,9.3
E00183363,14.3,57.1,22.9,5.7
E00183364,5.1,45.8,45.8,3.4
E00183366,2.4,40.5,47.6,9.5
E00183367,11.9,31.3,52.2,4.5
E00183369,4.4,42.5,38.9,14.2
E00183371,2.5,34.6,48.8,14.2
E00183375,4.7,41.9,43.7,9.8
E00183381,4.8,40,45.7,9.5
E00183383,5.8,28.8,44.6,20.9
E00183387,7.8,51.3,36.5,4.3
E00183388,4.9,46.3,45.1,3.7
E00183389,1.2,34.6,50.6,13.6
E00183391,3.5,42.1,45.6,8.8
E00183394,5.1,45.8,45.8,3.4
E00183401,11.3,30.2,50.9,7.5
E00183403,4.4,38.9,36.7,20
E00183404,11.5,32.1,38.5,17.9
E00183405,6.3,29.7,56.9,7.1
E00183412,4.9,32.8,51.9,10.4
E00183420,14.3,36.3,30.8,18.7
E00183421,10.8,33.5,33,22.7
E00187843,12.4,33.3,38.1,16.2
