areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00090971,92.5,7.5,0
E00090972,95.5,4.5,0
E00090973,100,0,0
E00090974,94.9,5.1,0
E00090975,99.1,0.9,0
E00090976,84.1,6.8,9.1
E00090977,99.2,0,0.8
E00090978,100,0,0
E00090979,96,4,0
E00090980,99.2,0.8,0
E00090981,99.1,0.9,0
E00090982,92.3,7.7,0
E00090983,94,6,0
E00091003,99.2,0.8,0
E00091004,100,0,0
E00091005,95.1,2.8,2.1
E00091006,97.9,2.1,0
E00091007,95,5,0
E00091008,99.3,0,0.7
E00091009,93.5,6.5,0
E00091010,77.6,1.2,21.2
E00091018,97.7,0,2.3
E00091050,100,0,0
E00091063,99.3,0,0.7
E00134626,91.1,8.3,0.6
E00134627,97.8,2.2,0
E00134628,93.2,6.8,0
E00134629,94.5,5.5,0
E00134630,100,0,0
E00134631,100,0,0
E00135430,99.3,0.7,0
E00135431,94,2.6,3.3
E00135432,98,1.4,0.7
E00135433,96.2,3.8,0
E00152509,99.1,0.9,0
E00152510,82,18,0
E00152511,68,32,0
E00152512,56.4,43.6,0
E00152513,100,0,0
E00152514,100,0,0
E00152515,99,1,0
E00152516,86.1,13.9,0
E00152517,100,0,0
E00152518,99.2,0.8,0
E00152519,97.9,2.1,0
E00152520,97.8,2.2,0
E00152521,99.2,0,0.8
E00152522,91.9,8.1,0
E00152523,70.9,28.5,0.6
E00152524,99.5,0.5,0
E00152525,34.1,65.9,0
E00152526,99.2,0.8,0
E00152527,85.3,14.7,0
E00152528,99,1,0
E00152529,97.7,2.3,0
E00152530,100,0,0
E00152531,95.3,4.7,0
E00152532,98.5,1.5,0
E00152533,72,15.4,12.6
E00152534,98.4,1.6,0
E00152535,96.4,3.6,0
E00152536,99.4,0.6,0
E00152537,99.2,0.8,0
E00152538,99.2,0.8,0
E00152539,97.2,0,2.8
E00152540,77.7,22.3,0
E00152541,100,0,0
E00152550,92.2,7.8,0
E00152552,76.9,0.4,22.7
E00152556,99.3,0,0.7
E00152557,89.9,10.1,0
E00152558,94.3,5.7,0
E00152562,81.2,0,18.8
E00152563,95.2,4.8,0
E00152564,99.4,0.6,0
E00152568,77,23,0
E00152575,94.8,5.2,0
E00152576,99.3,0.7,0
E00152577,100,0,0
E00152579,98.3,1.7,0
E00152580,99.3,0.7,0
E00152581,99.1,0.9,0
E00152582,100,0,0
E00152583,98.4,1.6,0
E00152584,100,0,0
E00152585,71.3,28.7,0
E00152586,98.7,1.3,0
E00152587,100,0,0
E00152588,99.4,0.6,0
E00152589,100,0,0
E00152593,98.9,1.1,0
E00152594,100,0,0
E00152595,94.2,5.8,0
E00152596,99.3,0.7,0
E00152597,94.4,1.6,4
E00152598,98.3,1.7,0
E00152599,99.3,0,0.7
E00152600,100,0,0
E00152601,95.8,3.5,0.7
E00152602,94.1,5.4,0.5
E00152603,99.2,0,0.8
E00152604,100,0,0
E00152605,100,0,0
E00152606,94.1,5.2,0.7
E00152607,94.6,5.4,0
E00152608,97.9,2.1,0
E00152609,98.4,1.6,0
E00152610,97.2,2.8,0
E00152611,96.2,3.8,0
E00152613,97.4,1.9,0.6
E00152614,98,2,0
E00152615,97.8,1.6,0.5
E00152616,92.8,7.2,0
E00152617,96.8,3.2,0
E00152618,94.8,4.6,0.6
E00152619,98.7,1.3,0
E00152620,29.6,70.4,0
E00152621,92.4,7.6,0
E00152623,83.2,16.8,0
E00152624,90.1,9.9,0
E00152625,61.8,38.2,0
E00152626,99.2,0.8,0
E00152627,94.4,5.6,0
E00152628,80.7,19.3,0
E00152629,72.4,22.8,4.8
E00152631,99.1,0.9,0
E00152632,85,15,0
E00152634,99.1,0,0.9
E00152635,99.1,0.9,0
E00153459,99.6,0.4,0
E00153625,96.6,1.7,1.7
E00153626,98.5,1.5,0
E00153627,90.4,9.6,0
E00153629,99,1,0
E00153632,98.7,1.3,0
E00165733,97.2,2.8,0
E00165735,92.4,1.2,6.5
E00165736,96.2,2.6,1.3
E00165738,90.8,9.2,0
E00173918,92.8,7.2,0
E00173920,79.5,20.5,0
E00173921,93.6,6.4,0
E00173930,91.1,8.9,0
E00173931,85.4,14.6,0
E00173932,91,9,0
E00173933,97.7,2.3,0
E00173934,78.3,21.7,0
E00173935,89.4,10.6,0
E00183316,79.4,20.6,0
E00183317,98.3,1.7,0
E00183318,88.9,11.1,0
E00183321,87.6,11.5,0.9
E00183322,98.9,1.1,0
E00183324,95.8,4.2,0
E00183326,70.4,29.6,0
E00183327,100,0,0
E00183330,84.1,15.9,0
E00183333,98.5,1.5,0
E00183336,91.3,8.7,0
E00183340,95.9,4.1,0
E00183341,93.3,6.7,0
E00183342,93.2,6.8,0
E00183346,99.3,0.7,0
E00183353,98.1,1.9,0
E00183355,57.6,36.5,5.9
E00183356,84,16,0
E00183357,86.4,13.6,0
E00183363,52.3,1.2,46.5
E00183364,72.4,27.6,0
E00183366,97.6,2.4,0
E00183367,93.9,6.1,0
E00183369,96.5,3.5,0
E00183371,86.2,13.8,0
E00183375,87.4,12.6,0
E00183381,93.3,6.7,0
E00183383,95,5,0
E00183387,94.2,5.8,0
E00183388,80,20,0
E00183389,92.1,6.6,1.2
E00183391,98.2,1.8,0
E00183394,91.7,8.3,0
E00183401,96.2,1.9,1.9
E00183403,98.9,1.1,0
E00183404,100,0,0
E00183405,93.2,6.8,0
E00183412,80.4,19.6,0
E00183420,95.7,2.2,2.2
E00183421,97.8,0.6,1.7
E00187843,93.3,6.7,0
