areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00090971,31.7,68.3
E00090972,24.2,75.8
E00090973,28.5,71.5
E00090974,34.9,65.1
E00090975,24.8,75.2
E00090976,27.6,72.4
E00090977,28.7,71.3
E00090978,34.6,65.4
E00090979,30.9,69.1
E00090980,41.7,58.3
E00090981,27.4,72.6
E00090982,29.9,70.1
E00090983,24.3,75.7
E00091003,25.2,74.8
E00091004,25.6,74.4
E00091005,29.7,70.3
E00091006,33.5,66.5
E00091007,27.7,72.3
E00091008,30.1,69.9
E00091009,37.1,62.9
E00091010,33.6,66.4
E00091018,24.8,75.2
E00091050,20.3,79.7
E00091063,19.2,80.8
E00134626,30.8,69.2
E00134627,30.6,69.4
E00134628,25.3,74.7
E00134629,31.9,68.1
E00134630,32.8,67.2
E00134631,31.8,68.2
E00135430,25.6,74.4
E00135431,27.2,72.8
E00135432,30.7,69.3
E00135433,25.2,74.8
E00152509,35.5,64.5
E00152510,34.6,65.4
E00152511,25.5,74.5
E00152512,21.3,78.7
E00152513,29.5,70.5
E00152514,29.5,70.5
E00152515,32.5,67.5
E00152516,31.1,68.9
E00152517,30.1,69.9
E00152518,28.2,71.8
E00152519,23,77
E00152520,19,81
E00152521,28.4,71.6
E00152522,25.4,74.6
E00152523,26.6,73.4
E00152524,24.6,75.4
E00152525,29.6,70.4
E00152526,29.1,70.9
E00152527,23.8,76.2
E00152528,30.6,69.4
E00152529,32.7,67.3
E00152530,25.4,74.6
E00152531,22.2,77.8
E00152532,20.7,79.3
E00152533,23.1,76.9
E00152534,32.3,67.7
E00152535,36.3,63.7
E00152536,34,66
E00152537,24.7,75.3
E00152538,26,74
E00152539,28.4,71.6
E00152540,25.7,74.3
E00152541,31.9,68.1
E00152550,23.2,76.8
E00152552,30.2,69.8
E00152556,25.5,74.5
E00152557,9,91
E00152558,30.8,69.2
E00152562,28.1,71.9
E00152563,28.9,71.1
E00152564,29.7,70.3
E00152568,23.4,76.6
E00152575,35.8,64.2
E00152576,29.8,70.2
E00152577,27.6,72.4
E00152579,29,71
E00152580,30.5,69.5
E00152581,28.8,71.2
E00152582,26.6,73.4
E00152583,32.1,67.9
E00152584,26.8,73.2
E00152585,26.2,73.8
E00152586,31.3,68.8
E00152587,35.2,64.8
E00152588,27.6,72.4
E00152589,24.7,75.3
E00152593,28.7,71.3
E00152594,26.2,73.8
E00152595,21.2,78.8
E00152596,27.1,72.9
E00152597,28.7,71.3
E00152598,29,71
E00152599,35.5,64.5
E00152600,29.9,70.1
E00152601,20.5,79.5
E00152602,26.2,73.8
E00152603,25.6,74.4
E00152604,33.3,66.7
E00152605,24.6,75.4
E00152606,20.6,79.4
E00152607,22,78
E00152608,19.7,80.3
E00152609,21.2,78.8
E00152610,27.3,72.7
E00152611,36.8,63.2
E00152613,35.2,64.8
E00152614,32.3,67.7
E00152615,18.1,81.9
E00152616,26.4,73.6
E00152617,27,73
E00152618,24.5,75.5
E00152619,23.8,76.2
E00152620,16.7,83.3
E00152621,30.1,69.9
E00152623,26.2,73.8
E00152624,31.5,68.5
E00152625,19.7,80.3
E00152626,26.6,73.4
E00152627,27.4,72.6
E00152628,30.9,69.1
E00152629,22.5,77.5
E00152631,29.7,70.3
E00152632,19,81
E00152634,21.8,78.2
E00152635,24.6,75.4
E00153459,20.3,79.7
E00153625,24.4,75.6
E00153626,36.5,63.5
E00153627,43.6,56.4
E00153629,32.3,67.7
E00153632,27.5,72.5
E00165733,31.4,68.6
E00165735,24,76
E00165736,19.9,80.1
E00165738,20.9,79.1
E00173918,28.8,71.2
E00173920,15.6,84.4
E00173921,16.5,83.5
E00173930,17.4,82.6
E00173931,16.7,83.3
E00173932,20.3,79.7
E00173933,21.2,78.8
E00173934,19.1,80.9
E00173935,25.8,74.2
E00183316,33.8,66.2
E00183317,28.9,71.1
E00183318,16.4,83.6
E00183321,19.9,80.1
E00183322,19.2,80.8
E00183324,20.9,79.1
E00183326,16.9,83.1
E00183327,19.2,80.8
E00183330,14.3,85.7
E00183333,14,86
E00183336,10,90
E00183340,20.7,79.3
E00183341,17.5,82.5
E00183342,15.7,84.3
E00183346,24.3,75.7
E00183353,9.8,90.2
E00183355,9.5,90.5
E00183356,20.8,79.2
E00183357,20.3,79.7
E00183363,28.2,71.8
E00183364,18.5,81.5
E00183366,23.2,76.8
E00183367,16.8,83.2
E00183369,20.6,79.4
E00183371,25.6,74.4
E00183375,10.3,89.7
E00183381,23.3,76.7
E00183383,21.7,78.3
E00183387,22.3,77.7
E00183388,13.8,86.2
E00183389,23.5,76.5
E00183391,19.1,80.9
E00183394,19.4,80.6
E00183401,5.3,94.7
E00183403,33.3,66.7
E00183404,29.7,70.3
E00183405,11.7,88.3
E00183412,19.8,80.2
E00183420,21.5,78.5
E00183421,29.7,70.3
E00187843,31,69
