geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00053547,70.5,19.2,10.3
E00053548,67.3,21.8,10.9
E00053550,79.3,13,7.7
E00053552,72.6,16.1,11.3
E00053553,74.7,16.9,8.4
E00053555,71.7,19.3,9
E00053556,85.3,9.2,5.6
E00053557,82,8.6,9.4
E00053558,72.2,20,7.8
E00053559,78.9,14.8,6.4
E00053560,68.3,16.1,15.7
E00053561,79.2,15.5,5.4
E00053562,77.4,16.3,6.3
E00053563,70.8,16.8,12.4
E00053564,78.9,14.8,6.3
E00053565,64.2,18.3,17.4
E00053566,81.9,13.6,4.5
E00053567,71.7,17.2,11.1
E00053568,77.1,16,6.9
E00053569,82,10.2,7.8
E00053570,74.3,20.1,5.6
E00053571,78,13.9,8.1
E00053572,68.4,21.2,10.4
E00053573,76.8,16.4,6.8
E00053574,70.1,19.5,10.4
E00053575,80.8,12.6,6.7
E00053576,77.5,14.3,8.2
E00053577,80.3,11.4,8.3
E00053578,80.6,12.8,6.6
E00053579,83.6,11.1,5.3
E00053580,76,15.1,8.9
E00053581,78.6,14.8,6.6
E00053582,77.1,11.7,11.2
E00053583,79.4,14.3,6.3
E00053584,77.7,13.9,8.3
E00053585,67.6,20.6,11.7
E00053586,82.5,9.9,7.7
E00053587,77,12.8,10.2
E00053588,78.2,12.2,9.6
E00053589,74.9,13,12.2
E00053590,76.5,13.4,10.1
E00053591,76.4,14.4,9.1
E00053592,86.7,9.2,4.1
E00053593,81.7,10.3,8
E00053594,63.9,21.4,14.7
E00053595,78.5,13.2,8.2
E00053596,80.6,13.2,6.2
E00053597,73.2,17.4,9.4
E00053598,81,12.5,6.5
E00053599,81.6,12.6,5.8
E00053600,75.9,15.7,8.3
E00053602,76.2,17.4,6.4
E00053604,83.3,10.6,6.1
E00053605,85,9.6,5.4
E00053616,81.1,13.4,5.5
E00053617,80.2,13.2,6.6
E00053618,83,11.9,5.2
E00053621,84.3,12.1,3.6
E00053622,78.4,14.9,6.7
E00053623,81.1,13.5,5.5
E00053624,81.2,12.3,6.5
E00053625,86.3,9.3,4.5
E00053626,82.4,11.8,5.8
E00053627,79.5,13.8,6.7
E00053629,73.4,11.1,15.4
E00053630,80.7,11.4,7.9
E00053631,80.5,12.1,7.4
E00053632,77.9,16.4,5.7
E00053633,80.7,13.5,5.7
E00053634,81.7,11.6,6.7
E00053635,78.1,12.7,9.2
E00053637,73.7,16.8,9.5
E00053638,66.6,18.8,14.6
E00053639,67,19.5,13.5
E00053640,76.8,13.9,9.3
E00054128,71.3,22.7,6
E00054129,80.1,13.3,6.5
E00054132,79.2,10.8,9.9
E00054133,80.7,12.7,6.5
E00054137,85.6,8.5,5.9
E00054140,85.1,10.5,4.5
E00054142,79,15.2,5.9
E00054145,86.1,9.7,4.2
E00054149,81.9,11.5,6.5
E00054156,63.8,25.9,10.3
E00054158,78,10.7,11.3
E00054160,71.8,16.9,11.3
E00054161,62.1,22.2,15.8
E00054163,86.2,10.6,3.1
E00054165,67.5,17.7,14.8
E00054166,83,12.4,4.7
E00054170,81.9,12.8,5.3
E00054171,76.7,15.4,8
E00054173,76,11.8,12.1
E00054180,70.8,15.4,13.9
E00054185,77.3,18.3,4.3
E00054195,77.3,16.9,5.8
E00054201,82.2,15,2.8
E00054204,87.4,9.3,3.3
E00054207,86.1,8.9,5
E00054212,85.2,9.8,5
E00054213,81.4,12,6.6
E00054215,67.9,19.2,12.8
E00054217,79.6,11.3,9.1
E00054219,82.3,11.5,6.2
E00054223,81.9,15.1,3.1
E00054524,75.3,15.5,9.2
E00054525,83.3,12.3,4.4
E00054526,81.8,10.6,7.5
E00054527,87.5,10.1,2.4
E00054528,75.9,17.1,7
E00054529,69.1,22.7,8.3
E00054530,82.6,12,5.3
E00054531,86.4,10.6,2.9
