areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00070654,100,0,0
E00070656,93.4,6,0.5
E00070707,97,3,0
E00070708,98.9,0.7,0.4
E00070711,100,0,0
E00070715,100,0,0
E00070716,98.3,1.7,0
E00070717,99.1,0.9,0
E00070718,91.6,7.5,0.9
E00070719,98.5,0.7,0.7
E00070756,98.5,1.1,0.4
E00070757,99.5,0.5,0
E00070758,99.6,0.4,0
E00070759,100,0,0
E00070760,99.2,0.4,0.4
E00070762,97.4,1.9,0.6
E00070763,97.7,1.9,0.4
E00070764,98.3,0.8,0.8
E00070765,97.4,2.6,0
E00070766,99.3,0.3,0.3
E00070767,100,0,0
E00070768,99.5,0.5,0
E00070769,99.1,0.9,0
E00070770,99.3,0.3,0.3
E00070771,98.4,0.8,0.8
E00070772,99,1,0
E00070773,99,0,1
E00070777,98.9,1.1,0
E00070850,85,13.2,1.8
E00070851,97.3,2.3,0.4
E00070852,97.4,1.9,0.8
E00070853,94.3,4.5,1.1
E00070854,97.7,2.3,0
E00070855,96.2,3.8,0
E00070856,92.5,7.2,0.4
E00070857,96.9,2.4,0.7
E00070858,95.8,2.8,1.4
E00070859,94.2,3.8,2.1
E00070860,99.3,0.7,0
E00070943,100,0,0
E00070944,99.7,0.3,0
E00070945,99.5,0.5,0
E00070946,100,0,0
E00070947,99.3,0.7,0
E00070948,98.2,1.8,0
E00070949,99.7,0.3,0
E00070950,99.2,0.8,0
E00070951,94.1,4.2,1.7
E00070952,98.8,1.3,0
E00070953,98.4,1.6,0
E00070954,98,2,0
E00070955,95.7,3.7,0.6
E00070956,100,0,0
E00070969,98.7,0.9,0.4
E00070970,98,2,0
E00070971,98,2,0
E00070972,97.3,2.7,0
E00070973,96.7,2.5,0.8
E00070974,98.9,0.4,0.7
E00070975,99.7,0.3,0
E00070976,99.6,0.4,0
E00070977,98.6,1.4,0
E00070978,99.5,0.5,0
E00070979,98.1,1.2,0.8
E00071209,94.1,5.3,0.5
E00071210,100,0,0
E00071211,96.2,2.7,1.1
E00071214,98,2,0
E00071215,99.2,0.8,0
E00071219,98.2,0.9,0.9
E00147654,99.6,0.4,0
E00147655,100,0,0
E00147656,97.5,2.5,0
E00147657,99.4,0.6,0
E00147704,100,0,0
E00147705,98.6,0.7,0.7
E00147706,100,0,0
E00147707,99.6,0.4,0
E00147708,100,0,0
E00147709,100,0,0
E00147710,99.5,0.5,0
E00147711,100,0,0
E00147712,98.2,1.8,0
E00147716,98.5,0.8,0.8
E00147717,99,1,0
E00147718,99,1,0
E00147719,100,0,0
E00147755,95.8,2.8,1.4
E00147756,97.4,1.6,1
E00147757,92.2,5,2.8
E00147758,96.2,3.1,0.7
E00147759,96.2,2.8,0.9
E00147760,95.3,4.3,0.4
E00147761,77.9,9.9,12.2
E00147762,99.3,0.7,0
E00147769,98.4,1.6,0
E00147770,100,0,0
E00147771,99.8,0.2,0
E00147772,97.3,2.4,0.3
E00168506,98.4,1.6,0
E00168508,99.6,0,0.4
E00168511,99.6,0.4,0
E00168513,99,1,0
E00168533,99.3,0.7,0
E00168538,98.9,1.1,0
W00002276,100,0,0
W00002277,99.7,0,0.3
W00002278,100,0,0
W00002279,99.7,0.3,0
W00002294,98.5,1.3,0.3
W00002295,100,0,0
W00002296,96.9,2.2,0.9
W00002297,98,2,0
W00002298,98.5,1.5,0
W00002299,97.5,1.2,1.2
W00002300,99.4,0.6,0
W00002301,97.9,1.2,0.9
W00002302,99.4,0.6,0
W00002335,98.9,1.1,0
W00002336,100,0,0
W00002337,99.4,0.6,0
W00002338,100,0,0
W00002359,99.2,0.8,0
W00002360,99.2,0.8,0
W00002362,100,0,0
W00002364,99.8,0.2,0
W00002377,98.9,0.4,0.8
W00002378,98.9,1.1,0
W00002379,98.8,1.2,0
W00002380,98.6,0.9,0.5
W00002381,97.8,2.2,0
W00002382,99.6,0.4,0
W00002383,98.4,1.6,0
W00002387,98.5,1.5,0
W00002390,98.6,0.7,0.7
W00002391,99.5,0.5,0
W00002392,99.6,0.4,0
W00002393,100,0,0
W00002394,94.7,4.8,0.4
W00002395,97.2,2,0.8
W00002396,100,0,0
W00002397,100,0,0
W00002398,99.5,0.5,0
W00002399,99.3,0.7,0
W00002400,98.9,1.1,0
W00002401,99.3,0,0.7
W00002402,99.7,0,0.3
W00002403,99.7,0,0.3
W00002404,100,0,0
W00002405,99.4,0.6,0
W00002406,99,1,0
W00002407,98.8,0,1.2
W00002408,99.1,0.7,0.2
W00002413,99.4,0.6,0
W00002417,92.5,5.4,2.1
W00002418,98.2,1.8,0
W00002419,92,4.5,3.5
W00002420,97.3,2.7,0
W00002421,96.3,1.6,2
W00002422,95.3,3.9,0.8
W00002424,99.5,0,0.5
W00002425,99,0.7,0.3
W00002426,99.7,0.3,0
W00002427,99,1,0
W00002429,100,0,0
W00002430,92.9,5.1,1.9
W00002431,99,1,0
W00002432,95.5,2.8,1.6
