areacd,heating_type_3a-001,heating_type_3a-002
E00070654,2.5,97.5
E00070656,1.5,98.5
E00070707,2.4,97.6
E00070708,2.2,97.8
E00070711,5.6,94.4
E00070715,2.9,97.1
E00070716,0.9,99.1
E00070717,1,99
E00070718,3.8,96.2
E00070719,0.9,99.1
E00070756,1.8,98.2
E00070757,4.3,95.7
E00070758,2.8,97.2
E00070759,4.4,95.6
E00070760,5.6,94.4
E00070762,0,100
E00070763,0.8,99.2
E00070764,6.6,93.4
E00070765,0,100
E00070766,1.9,98.1
E00070767,0,100
E00070768,3.4,96.6
E00070769,2,98
E00070770,3.3,96.7
E00070771,1.6,98.4
E00070772,0.6,99.4
E00070773,0,100
E00070777,4.7,95.3
E00070850,5.3,94.7
E00070851,1.4,98.6
E00070852,2.4,97.6
E00070853,3.3,96.7
E00070854,2.7,97.3
E00070855,3.8,96.2
E00070856,0,100
E00070857,2,98
E00070858,0.7,99.3
E00070859,6.8,93.2
E00070860,3.2,96.8
E00070943,1.7,98.3
E00070944,3.1,96.9
E00070945,2.5,97.5
E00070946,2.5,97.5
E00070947,0,100
E00070948,2.4,97.6
E00070949,1.2,98.8
E00070950,3.1,96.9
E00070951,4.7,95.3
E00070952,3.9,96.1
E00070953,1.9,98.1
E00070954,4.3,95.7
E00070955,2.6,97.4
E00070956,3.4,96.6
E00070969,3.5,96.5
E00070970,0,100
E00070971,2.7,97.3
E00070972,4.5,95.5
E00070973,2.6,97.4
E00070974,3.3,96.7
E00070975,0.7,99.3
E00070976,0.5,99.5
E00070977,1.4,98.6
E00070978,3.2,96.8
E00070979,6.6,93.4
E00071209,2.2,97.8
E00071210,2,98
E00071211,2.5,97.5
E00071214,2.6,97.4
E00071215,0,100
E00071219,2.1,97.9
E00147654,3.1,96.9
E00147655,5,95
E00147656,0.7,99.3
E00147657,4.7,95.3
E00147704,3.9,96.1
E00147705,1.2,98.8
E00147706,4.7,95.3
E00147707,2.6,97.4
E00147708,3.4,96.6
E00147709,7.8,92.2
E00147710,5.4,94.6
E00147711,6.9,93.1
E00147712,5.3,94.7
E00147716,4.2,95.8
E00147717,2.5,97.5
E00147718,2.2,97.8
E00147719,6.9,93.1
E00147755,0.5,99.5
E00147756,0,100
E00147757,2.5,97.5
E00147758,0,100
E00147759,4.1,95.9
E00147760,0,100
E00147761,2.2,97.8
E00147762,1.5,98.5
E00147769,1.2,98.8
E00147770,2.3,97.7
E00147771,2.5,97.5
E00147772,0.6,99.4
E00168506,4.8,95.2
E00168508,2.7,97.3
E00168511,0.8,99.2
E00168513,6.4,93.6
E00168533,1.5,98.5
E00168538,2.2,97.8
W00002276,0.6,99.4
W00002277,3.2,96.8
W00002278,1.7,98.3
W00002279,2.4,97.6
W00002294,4.1,95.9
W00002295,0.7,99.3
W00002296,0,100
W00002297,1.4,98.6
W00002298,0,100
W00002299,2.9,97.1
W00002300,0.6,99.4
W00002301,0.6,99.4
W00002302,0,100
W00002335,4.1,95.9
W00002336,0.6,99.4
W00002337,2.6,97.4
W00002338,1,99
W00002359,5.2,94.8
W00002360,2.9,97.1
W00002362,2.9,97.1
W00002364,2.7,97.3
W00002377,0,100
W00002378,2.5,97.5
W00002379,1.3,98.7
W00002380,2.4,97.6
W00002381,0.8,99.2
W00002382,0,100
W00002383,0,100
W00002387,0.6,99.4
W00002390,1.6,98.4
W00002391,4.1,95.9
W00002392,2.3,97.7
W00002393,1.4,98.6
W00002394,0,100
W00002395,1,99
W00002396,2,98
W00002397,0,100
W00002398,0,100
W00002399,2.2,97.8
W00002400,1,99
W00002401,0,100
W00002402,2.9,97.1
W00002403,1.5,98.5
W00002404,3.6,96.4
W00002405,2.6,97.4
W00002406,0.6,99.4
W00002407,2.1,97.9
W00002408,1.6,98.4
W00002413,5,95
W00002417,3.2,96.8
W00002418,3.2,96.8
W00002419,2.3,97.7
W00002420,0,100
W00002421,0,100
W00002422,0,100
W00002424,0,100
W00002425,1.5,98.5
W00002426,0.7,99.3
W00002427,2.9,97.1
W00002429,0,100
W00002430,0.9,99.1
W00002431,0,100
W00002432,1.4,98.6
W00002433,4.7,95.3
W00002447,0,100
W00002448,1.4,98.6
W00002449,0,100
W00002450,3.9,96.1
W00002451,1.7,98.3
W00002471,4.5,95.5
W00002472,0,100
W00002473,3.8,96.2
W00002474,1.3,98.7
W00002512,0.7,99.3
W00002513,3.1,96.9
W00002514,0.8,99.2
W00002515,2.3,97.7
W00002540,1.9,98.1
W00002541,1.8,98.2
W00002542,3.8,96.2
W00002543,2.2,97.8
W00002544,2.5,97.5
W00002583,2.2,97.8
W00002584,4.8,95.2
W00002585,2.6,97.4
W00002586,4.8,95.2
W00002587,2,98
W00002588,3.3,96.7
W00002589,2.3,97.7
W00002590,0,100
W00002591,5.5,94.5
W00002592,0.8,99.2
W00002593,3.8,96.2
W00002594,4.4,95.6
W00002595,1.9,98.1
W00002596,3.3,96.7
W00002597,2.4,97.6
W00002599,1,99
W00002600,0,100
W00002601,1.4,98.6
W00002602,0.8,99.2
W00002603,4.6,95.4
W00002604,0,100
W00009779,3.5,96.5
W00009780,1.2,98.8
W00009781,0.6,99.4
W00010318,1.6,98.4
W00010355,0,100
