areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00070654,52.5,16.9,6.8,23.7
E00070656,50,27.3,4.5,18.2
E00070707,45.2,16.7,20.6,17.5
E00070708,73.1,18.7,0,8.2
E00070711,58.8,26.8,0,14.4
E00070715,53.2,29.4,7.3,10.1
E00070716,50.9,28.7,0,20.4
E00070717,45.5,15.8,21.8,16.8
E00070718,44.2,17.3,11.5,26.9
E00070719,49.6,28.3,6.2,15.9
E00070756,60.6,22.9,0,16.5
E00070757,49.5,24.7,5.4,20.4
E00070758,50.5,15.6,0,33.9
E00070759,53.6,26.8,5.4,14.3
E00070760,63.9,13.9,0,22.2
E00070762,55,21.4,7.1,16.4
E00070763,45.5,15.4,24.4,14.6
E00070764,18,5.7,70.5,5.7
E00070765,36.9,23.1,7.7,32.3
E00070766,68.2,20.4,0,11.5
E00070767,50,27.8,0,22.2
E00070768,47.2,32.6,10.1,10.1
E00070769,48.1,24,1,26.9
E00070770,64.8,17.2,3.3,14.8
E00070771,53.9,20,7.8,18.3
E00070772,59.8,23.8,1.2,15.2
E00070773,46,22,14,18
E00070777,47.1,27.6,13.8,11.5
E00070850,22.6,15.8,18,43.6
E00070851,33.6,17.9,17.1,31.4
E00070852,30.5,14.8,39.1,15.6
E00070853,21.2,16.8,6,56
E00070854,52.8,21.3,1.9,24.1
E00070855,36.2,10,21.5,32.3
E00070856,44,15.6,27.5,12.8
E00070857,48.3,24.4,9.8,17.6
E00070858,35,25.5,16.1,23.4
E00070859,50,16.7,12.5,20.8
E00070860,61.9,20.6,0,17.5
E00070943,50,35,6.7,8.3
E00070944,56.5,19.3,0,24.2
E00070945,35.1,7.8,5.2,51.9
E00070946,49.4,26.6,0,24.1
E00070947,48.3,12.1,6.9,32.8
E00070948,56.6,27.7,1.2,14.5
E00070949,51.5,19.6,13.5,15.3
E00070950,47.7,18.8,26.6,7
E00070951,49.2,12.7,3.2,34.9
E00070952,63.2,21.1,5.3,10.5
E00070953,64.9,17.5,0,17.5
E00070954,38,16.9,1.4,43.7
E00070955,23.7,33.2,22.6,20.5
E00070956,52.9,29.8,0,17.4
E00070969,52.6,24.9,7.5,15
E00070970,53.4,19.5,6.8,20.3
E00070971,52.7,23.2,0.9,23.2
E00070972,56,19.4,2.2,22.4
E00070973,44.5,20.2,26.9,8.4
E00070974,58.7,22.2,0.8,18.3
E00070975,41.4,28.6,0,30
E00070976,31,31.6,32.1,5.3
E00070977,58,26.1,0,15.9
E00070978,64.6,19.8,1,14.6
E00070979,48.8,11.6,0.8,38.8
E00071209,55.1,15.7,12.4,16.9
E00071210,57.7,21.2,1.9,19.2
E00071211,35.8,27.2,0,37
E00071214,35.4,19.5,3.5,41.6
E00071215,37.7,16.4,1.6,44.3
E00071219,42.6,23.4,2.1,31.9
E00147654,46.7,16.9,24.9,11.6
E00147655,68,19.7,1.6,10.7
E00147656,58.2,15.6,9.2,17
E00147657,50.8,10.8,4.6,33.8
E00147704,69,20.9,0,10.1
E00147705,51.5,8.4,22.2,18
E00147706,72.6,10.1,3.6,13.7
E00147707,67.8,15.3,0,16.9
E00147708,71.9,16.9,1.1,10.1
E00147709,63,19.8,1.2,16
E00147710,62.1,18.9,3.2,15.8
E00147711,69.2,16.9,2.3,11.5
E00147712,46.4,25,1.8,26.8
E00147716,60.8,20.8,0,18.3
E00147717,54.1,18,4.9,23
E00147718,54.7,13.9,13.9,17.5
E00147719,55,13.1,0.6,31.3
E00147755,48.4,23.7,13.7,14.2
E00147756,56.5,26.8,1.4,15.2
E00147757,29.5,31.1,9.8,29.5
E00147758,22.4,10.4,49.6,17.6
E00147759,65.8,19.2,0,15.1
