areacd,disability_3a-001,disability_3a-002
E00070654,21.6,78.4
E00070656,10.9,89.1
E00070707,18.9,81.1
E00070708,19.7,80.3
E00070711,12.9,87.1
E00070715,14.9,85.1
E00070716,21.1,78.9
E00070717,20.2,79.8
E00070718,19.4,80.6
E00070719,16,84
E00070756,13.2,86.8
E00070757,16,84
E00070758,14.4,85.6
E00070759,17.2,82.8
E00070760,15.7,84.3
E00070762,18.2,81.8
E00070763,19,81
E00070764,33.6,66.4
E00070765,18.4,81.6
E00070766,19.1,80.9
E00070767,16.2,83.8
E00070768,12.2,87.8
E00070769,12,88
E00070770,12.7,87.3
E00070771,16.5,83.5
E00070772,16.7,83.3
E00070773,25.2,74.8
E00070777,15.9,84.1
E00070850,21.6,78.4
E00070851,19.6,80.4
E00070852,26.8,73.2
E00070853,18.3,81.7
E00070854,25.5,74.5
E00070855,34.6,65.4
E00070856,17.4,82.6
E00070857,22.6,77.4
E00070858,27.9,72.1
E00070859,15.4,84.6
E00070860,17.2,82.8
E00070943,15.6,84.4
E00070944,15,85
E00070945,15.4,84.6
E00070946,18.1,81.9
E00070947,16.5,83.5
E00070948,14,86
E00070949,18.6,81.4
E00070950,25.1,74.9
E00070951,13.5,86.5
E00070952,18,82
E00070953,16.3,83.7
E00070954,12.8,87.2
E00070955,20.7,79.3
E00070956,17.1,82.9
E00070969,26.6,73.4
E00070970,14.4,85.6
E00070971,17.5,82.5
E00070972,13.4,86.6
E00070973,19,81
E00070974,13.8,86.2
E00070975,16.4,83.6
E00070976,19.8,80.2
E00070977,20.9,79.1
E00070978,15.8,84.2
E00070979,15.5,84.5
E00071209,23.1,76.9
E00071210,13.9,86.1
E00071211,12.3,87.7
E00071214,12.7,87.3
E00071215,22.2,77.8
E00071219,26.8,73.2
E00147654,20.2,79.8
E00147655,15.6,84.4
E00147656,18.4,81.6
E00147657,18.3,81.7
E00147704,16.6,83.4
E00147705,22.4,77.6
E00147706,19.7,80.3
E00147707,14.8,85.2
E00147708,18.3,81.7
E00147709,18.7,81.3
E00147710,19.7,80.3
E00147711,14.1,85.9
E00147712,15.7,84.3
E00147716,17,83
E00147717,18.1,81.9
E00147718,18,82
E00147719,20.4,79.6
E00147755,26.3,73.7
E00147756,19.7,80.3
E00147757,12.4,87.6
E00147758,28.4,71.6
E00147759,18.9,81.1
E00147760,33,67
E00147761,17.5,82.5
E00147762,18.9,81.1
E00147769,19,81
E00147770,15.3,84.7
E00147771,14.1,85.9
E00147772,15,85
E00168506,18.5,81.5
E00168508,17.7,82.3
E00168511,18.7,81.3
E00168513,19.9,80.1
E00168533,14.2,85.8
E00168538,13,87
W00002276,25.7,74.3
W00002277,19.1,80.9
W00002278,14.9,85.1
W00002279,17.3,82.7
W00002294,20.4,79.6
W00002295,18,82
W00002296,34.3,65.7
W00002297,22,78
W00002298,16.1,83.9
W00002299,19.5,80.5
W00002300,17.6,82.4
W00002301,20.4,79.6
W00002302,14.9,85.1
W00002335,24.5,75.5
W00002336,27.9,72.1
W00002337,27.6,72.4
W00002338,28.4,71.6
W00002359,14.4,85.6
W00002360,19.6,80.4
W00002362,15.2,84.8
W00002364,15.6,84.4
W00002377,20.8,79.2
W00002378,23,77
W00002379,19.2,80.8
W00002380,24.2,75.8
W00002381,28.1,71.9
W00002382,16.6,83.4
W00002383,31.1,68.9
W00002387,14.3,85.7
W00002390,15.3,84.7
W00002391,27.6,72.4
W00002392,21.1,78.9
W00002393,19.5,80.5
W00002394,25.7,74.3
W00002395,24.5,75.5
W00002396,16,84
W00002397,13.5,86.5
W00002398,13.5,86.5
W00002399,20.6,79.4
W00002400,20.2,79.8
W00002401,19.2,80.8
W00002402,19.7,80.3
W00002403,12.7,87.3
W00002404,14.4,85.6
W00002405,21.5,78.5
W00002406,14.8,85.2
W00002407,24.4,75.6
W00002408,18.4,81.6
W00002413,17.4,82.6
W00002417,29.5,70.5
W00002418,32.2,67.8
W00002419,39.2,60.8
W00002420,20.4,79.6
W00002421,38.9,61.1
W00002422,20.9,79.1
W00002424,29.5,70.5
W00002425,28,72
W00002426,22.5,77.5
W00002427,22.6,77.4
W00002429,18.3,81.7
W00002430,28,72
W00002431,22,78
W00002432,45.9,54.1
W00002433,31.5,68.5
W00002447,18,82
W00002448,19.4,80.6
W00002449,15.4,84.6
W00002450,18.2,81.8
W00002451,14.4,85.6
W00002471,19.9,80.1
W00002472,19.6,80.4
W00002473,16.6,83.4
W00002474,18.4,81.6
W00002512,23,77
W00002513,20.8,79.2
W00002514,18.9,81.1
W00002515,18,82
W00002540,17.2,82.8
W00002541,20.9,79.1
W00002542,19.6,80.4
W00002543,15.8,84.2
W00002544,13.6,86.4
W00002583,16,84
W00002584,21.3,78.7
W00002585,19.1,80.9
W00002586,17.4,82.6
W00002587,21.1,78.9
W00002588,23.7,76.3
W00002589,17.8,82.2
W00002590,23.1,76.9
W00002591,16.5,83.5
W00002592,18.8,81.2
W00002593,20.3,79.7
W00002594,20.2,79.8
W00002595,24.5,75.5
W00002596,26.3,73.7
W00002597,25.4,74.6
W00002599,22.6,77.4
W00002600,21,79
W00002601,26.9,73.1
W00002602,27.6,72.4
W00002603,18.9,81.1
W00002604,20.9,79.1
W00009779,25.5,74.5
W00009780,23.4,76.6
W00009781,17.1,82.9
W00010318,15.3,84.7
W00010355,16,84
