areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00070654,75.6,1.2,23.2
E00070656,75,9.6,15.4
E00070707,65.7,5.3,29.1
E00070708,74.7,2.5,22.8
E00070711,79.1,1.3,19.6
E00070715,77.9,1.2,20.9
E00070716,80.6,2.4,17
E00070717,76.3,0.9,22.8
E00070718,77.8,7.4,14.8
E00070719,85.1,2.8,12.1
E00070756,79.3,2.9,17.9
E00070757,80.3,0.5,19.1
E00070758,85.6,0.4,14.1
E00070759,84.7,1.7,13.6
E00070760,83.7,1.6,14.7
E00070762,74.4,4.2,21.4
E00070763,68.8,3.8,27.4
E00070764,62.5,2.1,35.4
E00070765,79.1,4.6,16.3
E00070766,86.1,0.3,13.6
E00070767,81.7,2.2,16.1
E00070768,81.2,1.5,17.3
E00070769,78.8,1.3,20
E00070770,81.4,2.5,16.1
E00070771,79.9,2.3,17.8
E00070772,80.9,2.8,16.3
E00070773,80.4,2.8,16.8
E00070777,80,2.6,17.4
E00070850,63.6,16,20.3
E00070851,68.9,4,27.1
E00070852,65,3.2,31.8
E00070853,61.6,6.7,31.7
E00070854,72.4,3.2,24.4
E00070855,60.4,5.3,34.3
E00070856,63.3,10,26.7
E00070857,68.5,3.2,28.2
E00070858,61.3,4.7,34
E00070859,59.7,8.3,32
E00070860,74.9,0.7,24.4
E00070943,80.1,1.5,18.4
E00070944,81.2,2.5,16.2
E00070945,78.3,3.2,18.5
E00070946,85.5,0.5,14
E00070947,85.6,3.6,10.8
E00070948,88.3,3.5,8.2
E00070949,75,1.1,23.9
E00070950,74.4,1.6,24
E00070951,79.1,6.8,14.2
E00070952,84.5,1.9,13.7
E00070953,87.1,1.6,11.3
E00070954,82.4,2,15.5
E00070955,62.6,6.8,30.6
E00070956,84.5,1.1,14.4
E00070969,69.2,2.4,28.4
E00070970,80.4,4.4,15.2
E00070971,82.5,2,15.5
E00070972,83.3,2.7,14
E00070973,72.5,4.5,23.1
E00070974,82.7,3.1,14.2
E00070975,82.2,1.7,16.1
E00070976,68.5,0.2,31.3
E00070977,83,0,17
E00070978,82.9,1.4,15.6
E00070979,78.1,3,18.9
E00071209,73.7,5.8,20.5
E00071210,86.1,1.6,12.3
E00071211,80.9,6.4,12.8
E00071214,78.8,3.5,17.7
E00071215,82.4,2.9,14.7
E00071219,91.2,0.9,8
E00147654,72,1.2,26.7
E00147655,76,1.2,22.8
E00147656,78.2,4.1,17.7
E00147657,79.4,4,16.6
E00147704,83.1,2,14.9
E00147705,73.9,3.3,22.7
E00147706,77.3,1.1,21.6
E00147707,82.4,0.4,17.3
E00147708,79.2,0.5,20.3
E00147709,83.1,0,16.9
E00147710,84.5,0.9,14.6
E00147711,80,1.5,18.5
E00147712,82.6,3.5,13.9
E00147716,75.3,3,21.8
E00147717,78.9,0.3,20.7
E00147718,79.4,4.7,15.9
E00147719,76.6,2,21.3
E00147755,65.1,5.8,29.1
E00147756,73.9,3.9,22.3
E00147757,60.9,11.4,27.6
E00147758,60.1,5.4,34.6
E00147759,76.8,4,19.2
E00147760,56.6,6.8,36.6
E00147761,57.6,24.7,17.8
E00147762,60.1,1.5,38.4
E00147769,76.4,2.4,21.2
E00147770,84.7,0.7,14.7
E00147771,88.1,0.5,11.4
E00147772,79.3,3.1,17.6
E00168506,81.5,1.3,17.2
E00168508,80.6,0.4,19
E00168511,89.6,0.4,10.1
E00168513,78.8,3.7,17.5
E00168533,82.6,1,16.5
E00168538,84.4,2.6,13
W00002276,65.2,0.6,34.2
W00002277,76.9,0.9,22.2
W00002278,67.7,1.1,31.2
W00002279,75.4,1.6,23
W00002294,70.3,2,27.8
W00002295,77.8,0.9,21.3
W00002296,67.4,4.3,28.3
W00002297,70.2,4.3,25.4
W00002298,86,2.2,11.8
W00002299,77.8,2,20.2
W00002300,71.9,1.3,26.7
W00002301,78.4,2.4,19.2
W00002302,81.3,1.6,17.1
W00002335,72.8,1.9,25.3
W00002336,70.3,1.5,28.2
W00002337,70.2,0.3,29.5
W00002338,60.3,1,38.8
W00002359,81.8,1.6,16.6
W00002360,88,1.6,10.4
W00002362,77.6,0.3,22.1
W00002364,78.6,0.9,20.5
W00002377,84,3,13.1
W00002378,82.6,4.7,12.6
W00002379,82.7,4.6,12.7
W00002380,74.8,0.9,24.3
W00002381,75.2,7.1,17.7
