areacd,disability_3a-001,disability_3a-002
E00088611,21.5,78.5
E00088612,13.1,86.9
E00088613,15.2,84.8
E00088615,24.4,75.6
E00088616,19.8,80.2
E00088617,13.2,86.8
E00088618,11.1,88.9
E00088619,22.1,77.9
E00088620,13.1,86.9
E00088621,25.8,74.2
E00088622,28.1,71.9
E00088623,12,88
E00088624,12.2,87.8
E00088625,24.8,75.2
E00088626,11.3,88.7
E00088627,13,87
E00088663,15.8,84.2
E00088664,13.9,86.1
E00088665,14.9,85.1
E00088666,14.7,85.3
E00088668,16.5,83.5
E00088669,11,89
E00088670,14.4,85.6
E00088673,12.5,87.5
E00088674,20.6,79.4
E00088675,17.7,82.3
E00088679,15.3,84.7
E00088680,37.2,62.8
E00088682,18.2,81.8
E00088688,15.7,84.3
E00088690,14.5,85.5
E00088692,20.9,79.1
E00088693,18,82
E00088694,19,81
E00088695,18.5,81.5
E00088696,12.4,87.6
E00088697,13.8,86.2
E00088698,21.7,78.3
E00088699,19,81
E00088700,11.3,88.7
E00088701,18.9,81.1
E00088702,12.9,87.1
E00088704,15.7,84.3
E00088705,14.4,85.6
E00088706,14.2,85.8
E00088707,17.7,82.3
E00088708,10.2,89.8
E00088709,13.6,86.4
E00088710,12.8,87.2
E00088711,21,79
E00088712,17.8,82.2
E00088713,15.1,84.9
E00088714,16.2,83.8
E00088715,15.3,84.7
E00088717,9.3,90.7
E00088718,14.5,85.5
E00088719,32.4,67.6
E00088720,14.1,85.9
E00088723,12.8,87.2
E00088725,14.5,85.5
E00088726,17.5,82.5
E00088734,11.2,88.8
E00088738,11.9,88.1
E00088777,18.5,81.5
E00088778,14.7,85.3
E00088779,20.6,79.4
E00088780,19.4,80.6
E00088781,14.1,85.9
E00088783,31.1,68.9
E00088785,9.7,90.3
E00088786,18.7,81.3
E00088787,24,76
E00088788,16.8,83.2
E00088789,23.6,76.4
E00088790,11.2,88.8
E00088791,19.9,80.1
E00088792,16.2,83.8
E00088793,14.1,85.9
E00088794,14.7,85.3
E00088795,10.6,89.4
E00088796,18.4,81.6
E00088797,13,87
E00088798,22.4,77.6
E00088816,16,84
E00088817,13.5,86.5
E00088818,21.7,78.3
E00088819,13.6,86.4
E00088820,14.1,85.9
E00088821,17.8,82.2
E00088822,20.2,79.8
E00088823,15.8,84.2
E00088824,16,84
E00088825,15,85
