areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00088611,6.4,84.4,9.2
E00088612,14.5,61.8,23.7
E00088613,18,54.1,27.9
E00088615,14,50,36
E00088616,7.5,76.2,16.3
E00088617,14.7,60.3,25
E00088618,14.9,71.6,13.4
E00088619,16.9,61.8,21.3
E00088620,17.7,61.3,21
E00088621,2.6,84.6,12.8
E00088622,12.2,61,26.8
E00088623,12.1,69,19
E00088624,16.7,66.7,16.7
E00088625,15.5,64.7,19.8
E00088626,10.5,67.5,21.9
E00088627,12.6,71.3,16.1
E00088663,12.1,67.3,20.6
E00088664,23.3,55.2,21.6
E00088665,12.9,69.4,17.6
E00088666,6.9,68.8,24.3
E00088668,4.9,78.9,16.2
E00088669,9.1,77.3,13.6
E00088670,12.5,80.5,7
E00088673,7.5,83.8,8.8
E00088674,17.7,56.6,25.7
E00088675,7.1,79.4,13.5
E00088679,16.3,68.8,15
E00088680,5.3,69.3,25.4
E00088682,15.6,68.8,15.6
E00088688,20.8,54.5,24.7
E00088690,17.1,44.7,38.2
E00088692,14.7,53.3,32
E00088693,10.9,58.7,30.4
E00088694,6.3,82.4,11.3
E00088695,6,82,12
E00088696,14.8,70.4,14.8
E00088697,18.8,60.9,20.3
E00088698,9.4,57.3,33.3
E00088699,10.4,68.7,20.9
E00088700,10,73.3,16.7
E00088701,12,67,21
E00088702,15.2,76.8,8
E00088704,12,70.7,17.4
E00088705,12.4,74.2,13.4
E00088706,11.9,73.8,14.3
E00088707,11.5,71.2,17.3
E00088708,22.1,67.6,10.3
E00088709,10.2,76.1,13.6
E00088710,17,67,16
E00088711,12.1,75.7,12.1
E00088712,11.9,67.2,20.9
E00088713,11.6,76.8,11.6
E00088714,9.6,72.8,17.5
E00088715,11.7,68,20.4
E00088717,12.7,70.9,16.4
E00088718,12.6,79,8.4
E00088719,13.1,59,27.9
E00088720,8.5,73.2,18.3
E00088723,13.7,74.1,12.2
E00088725,17.7,65.3,16.9
E00088726,13.9,62.8,23.4
E00088734,15.2,68.5,16.3
E00088738,16.4,60,23.6
E00088777,8.1,79.4,12.5
E00088778,8.1,79.1,12.8
E00088779,8.5,76.3,15.3
E00088780,10.2,63.8,26
E00088781,13.4,74.6,11.9
E00088783,5.8,84.3,9.9
E00088785,10.3,70.5,19.2
E00088786,9.1,78.5,12.4
E00088787,7.4,82.4,10.2
E00088788,20.9,67,12.1
E00088789,7.5,79.4,13.1
E00088790,14.2,73.5,12.4
E00088791,12.1,60.4,27.5
E00088792,14.3,75,10.7
E00088793,19.8,70.3,9.9
E00088794,19.3,57.8,22.9
E00088795,13.2,71.4,15.4
E00088796,14.1,64.1,21.9
E00088797,4.5,82.7,12.7
E00088798,14.4,54.4,31.2
E00088816,12.2,60.2,27.6
E00088817,7.8,80.9,11.3
E00088818,14.9,65.3,19.8
E00088819,15.3,65.8,18.9
E00088820,14.3,66.7,19
E00088821,17.3,59.3,23.5
E00088822,13.9,57,29.1
E00088823,8.3,64.8,26.9
E00088824,27.8,41.8,30.4
E00088825,10,75,15
E00088828,17.5,56.3,26.2
E00088829,17,59,24
E00088830,13.7,54.9,31.4
E00088831,12,67.6,20.4
E00088832,13.8,68.1,18.1
E00088833,11.2,57.3,31.5
E00088834,14,55.8,30.2
E00088835,12.9,74.2,12.9
E00088836,18.2,58,23.9
E00088837,8.1,63.6,28.3
E00088854,9.2,70.6,20.2
E00088855,16.3,64.1,19.6
E00088856,20.4,66.7,13
E00088857,16.4,67.1,16.4
E00088858,14.7,62.1,23.2
E00088859,16.2,60.4,23.4
E00088860,16.7,62.5,20.8
E00088861,12.8,64.9,22.3
E00088862,13.2,73.6,13.2
E00088863,19.2,64.4,16.4
E00088864,4.5,53.6,41.8
E00088865,19.5,51.7,28.7
E00088866,13.6,55.3,31.1
E00088867,5.5,79.8,14.7
E00088868,7.5,77.4,15.1
E00088869,9.1,80.7,10.2
E00088870,16,58,26
E00088871,7.7,80.3,12
E00088872,12.4,79.6,8
E00088873,7.4,79.9,12.8
E00088874,7,78.3,14.8
E00088876,15.3,55,29.7
E00088877,14.9,69.1,16
E00088878,18.1,49.4,32.5
E00088879,4,56,40
E00088880,14.7,63.7,21.6
E00088881,15.1,62.4,22.6
E00088882,8.7,75.2,16.1
E00088883,13.6,76.8,9.6
E00088884,9.4,77.6,12.9
E00088885,10.9,76.6,12.4
E00088886,13.6,77.2,9.3
E00088887,11,82.9,6.1
E00088888,6.4,78.4,15.2
E00088889,12,74.4,13.5
E00088890,14.1,73.7,12.1
E00088891,17.1,71.4,11.4
E00088892,17.2,71.9,10.9
E00088893,9.3,82.6,8.1
E00088894,11.6,72.5,15.9
E00088895,9.8,73.5,16.7
E00088896,9,73,18
E00088897,12.5,67.9,19.6
E00088898,11.5,72.9,15.6
E00088899,4.4,84.1,11.5
E00088900,19.1,69.1,11.8
E00088901,10.1,73.1,16.8
E00088902,19.8,58,22.2
E00088903,8,83.2,8.8
E00088904,4.2,82.5,13.3
E00088905,18,62,20
E00088906,15.9,68.2,15.9
E00088907,18.1,69.9,12
E00088908,10.1,63.1,26.8
E00088909,7.5,73.1,19.4
E00088910,8.9,80,11.1
E00088912,6.9,78.5,14.6
E00088913,9.3,75.8,14.9
E00088914,6.5,79,14.5
E00088938,17,60.4,22.6
E00088939,7.7,58.7,33.7
E00088940,20,65.7,14.3
E00088950,12.1,79.3,8.6
E00088951,13.1,59.6,27.3
E00089093,8.9,79.2,11.9
E00089094,16.9,70.4,12.7
E00089095,12.3,70.4,17.3
E00089096,9.7,61.3,29
E00089097,24.3,67.6,8.1
E00089098,8.6,75.3,16
E00089099,11.7,73.3,15
E00089102,13.6,74.8,11.7
E00089103,16,61.7,22.3
E00089126,8.2,84.5,7.3
E00089127,8.9,79.7,11.4
E00089128,7.8,82.4,9.8
E00089129,14.7,66.9,18.4
E00089130,10.9,78.2,10.9
E00089131,10.2,80.6,9.2
E00089132,20.3,66.2,13.5
E00089133,13.3,75.2,11.5
E00089134,11.5,62.3,26.2
E00089135,20,67.8,12.2
E00089329,25.5,63.8,10.6
E00089330,9.4,75,15.6
E00089331,16.1,71.3,12.6
E00089334,12.5,75.9,11.6
E00089481,18.2,63.5,18.2
E00171396,25,55.4,19.6
E00171398,22.2,51.5,26.3
E00171399,34.5,48.3,17.2
E00171400,16.7,65.2,18.2
E00171401,13.8,60.3,25.9
E00171402,20.8,60.4,18.9
E00171403,23.4,51.9,24.7
E00171404,24.3,45.9,29.7
E00171406,17.9,51.8,30.4
E00171407,16.7,62.5,20.8
E00171408,15.1,64.2,20.8
E00171410,14.3,57.1,28.6
E00171411,13.8,62.1,24.1
E00171414,27,39.7,33.3
E00171415,16.2,52.1,31.7
E00177034,24.1,57.4,18.5
E00177050,21.1,57.9,21.1
E00177056,45.2,32.3,22.6
E00177058,15.2,46.5,38.4
E00177062,25.8,58.1,16.1
E00177063,1,83.2,15.8
E00177067,23.3,38.3,38.3
E00177069,22.9,44.1,33.1
E00177071,24.2,46.2,29.7
E00177073,30.6,47.2,22.2
E00177081,1,81.7,17.3
E00177083,19.2,49.3,31.5
E00177116,20.4,61.1,18.5
E00177123,46.2,15.4,38.5
E00177124,40.5,28.6,31
E00177126,8,76.1,15.9
E00177131,9.8,67.1,23.2
E00177141,15.6,53.3,31.1
E00177142,20,51.4,28.6
E00177147,14.8,52.3,33
E00177160,10.1,65.1,24.8
E00177162,28.1,37.5,34.4
E00177163,20,50,30
E00177166,45.5,45.5,9.1
E00177170,33.3,50,16.7
E00177184,12.5,59.4,28.1
E00177188,24.5,44.9,30.6
E00177190,18.6,55.8,25.6
E00177196,12.8,51.1,36.2
E00177201,8.7,82.6,8.7
E00177208,17.9,52.2,29.9
E00177212,25.9,40.7,33.3
E00177232,16.7,66.7,16.7
