areacd,heating_type_3a-001,heating_type_3a-002
E00096526,1.8,98.2
E00096527,0.7,99.3
E00096528,2.6,97.4
E00096529,0.6,99.4
E00096530,3.3,96.7
E00096531,1.4,98.6
E00096532,2.6,97.4
E00096533,0,100
E00096534,0.8,99.2
E00096536,1.6,98.4
E00096537,3.2,96.8
E00096538,0,100
E00096539,1.9,98.1
E00096540,2.1,97.9
E00096570,0.7,99.3
E00096571,0.8,99.2
E00096572,0,100
E00096573,0,100
E00096574,0,100
E00096575,0,100
E00096576,0.9,99.1
E00096577,0.8,99.2
E00096578,1.6,98.4
E00096579,2,98
E00096580,1.6,98.4
E00096581,0.9,99.1
E00096582,0.8,99.2
E00096583,0.8,99.2
E00096584,1.6,98.4
E00096585,3.8,96.2
E00096586,0,100
E00096587,2.9,97.1
E00096588,1.7,98.3
E00096590,0,100
E00096591,3.2,96.8
E00096592,0,100
E00096593,0.6,99.4
E00096594,5.6,94.4
E00096595,0.7,99.3
E00096596,0,100
E00096597,0,100
E00096598,2.1,97.9
E00096599,0.5,99.5
E00096600,1.6,98.4
E00096601,1.6,98.4
E00096602,0.6,99.4
E00096614,2.1,97.9
E00096615,4.1,95.9
E00096616,2.4,97.6
E00096617,1.9,98.1
E00096618,1.5,98.5
E00096619,2.3,97.7
E00096620,0.8,99.2
E00096621,1,99
E00096622,0,100
E00096623,2.3,97.7
E00096624,2,98
E00096625,1.6,98.4
E00096626,1.6,98.4
E00096627,0.8,99.2
E00096628,0.8,99.2
E00096629,0.8,99.2
E00096630,0.8,99.2
E00096631,0,100
E00096632,0,100
E00096633,2.5,97.5
E00096634,0.8,99.2
E00096635,0.7,99.3
E00096636,2.3,97.7
E00096637,3.9,96.1
E00096638,4.2,95.8
E00096639,1.6,98.4
E00096640,2.2,97.8
E00096641,0,100
E00096642,2.3,97.7
E00096643,1.7,98.3
E00096644,2.4,97.6
E00096645,2.3,97.7
E00096646,1.5,98.5
E00096647,6.3,93.7
E00096648,2.7,97.3
E00096649,0,100
E00096650,1.7,98.3
E00096651,0.8,99.2
E00096653,0,100
E00096654,0,100
E00096655,0,100
E00096656,0.9,99.1
E00096657,0,100
E00096658,1.4,98.6
E00096659,0.9,99.1
E00096660,0,100
E00096661,0.7,99.3
E00096662,0,100
E00096663,2.4,97.6
E00096664,0.8,99.2
E00096665,0,100
E00096666,1.8,98.2
E00096667,2.5,97.5
E00096668,0,100
E00096686,0,100
E00096687,0,100
E00096688,0,100
E00096690,0.6,99.4
E00097387,0.8,99.2
E00097388,0.8,99.2
E00097389,7.7,92.3
E00097390,1.6,98.4
E00097392,0,100
E00097393,2.8,97.2
E00097394,2.3,97.7
E00097395,1.1,98.9
E00097396,0.6,99.4
E00097530,0.6,99.4
E00179312,0,100
E00179313,2.3,97.7
E00179315,0,100
E00179317,2.1,97.9
E00179326,0.5,99.5
E00179328,0,100
E00179332,0,100
