areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00096526,99.1,0,0.9,0
E00096527,99.3,0.7,0,0
E00096528,99.1,0.9,0,0
E00096529,98.7,0,1.3,0
E00096530,100,0,0,0
E00096531,100,0,0,0
E00096532,99.4,0.6,0,0
E00096533,100,0,0,0
E00096534,98.3,0.8,0,0.8
E00096536,100,0,0,0
E00096537,100,0,0,0
E00096538,99.2,0,0.8,0
E00096539,99,0.5,0,0.5
E00096540,100,0,0,0
E00096570,100,0,0,0
E00096571,99.2,0,0.8,0
E00096572,99.3,0,0,0.7
E00096573,98.2,0,0,1.8
E00096574,100,0,0,0
E00096575,99.2,0,0,0.8
E00096576,100,0,0,0
E00096577,96.7,0.8,0,2.5
E00096578,100,0,0,0
E00096579,100,0,0,0
E00096580,98.4,0,0.8,0.8
E00096581,100,0,0,0
E00096582,97.6,1.6,0,0.8
E00096583,99.2,0.8,0,0
E00096584,100,0,0,0
E00096585,99.2,0.8,0,0
E00096586,95.8,0.6,1.2,2.4
E00096587,97.9,0,0.7,1.4
E00096588,98.3,0.8,0,0.8
E00096590,98.4,0,0.8,0.8
E00096591,97.6,0.8,0,1.6
E00096592,98.7,0.7,0,0.7
E00096593,97.4,0,0.6,1.9
E00096594,100,0,0,0
E00096595,99.3,0.7,0,0
E00096596,97.7,1.6,0,0.8
E00096597,98.6,0,0.7,0.7
E00096598,99.3,0.7,0,0
E00096599,100,0,0,0
E00096600,96.7,0,0.8,2.4
E00096601,99.2,0,0.8,0
E00096602,100,0,0,0
E00096614,97.2,0.7,0,2.1
E00096615,97.6,0.8,0.8,0.8
E00096616,99.2,0.8,0,0
E00096617,97.2,0,0,2.8
E00096618,97.7,0.8,0,1.5
E00096619,96.2,0,0.8,3.1
E00096620,96.9,0.8,0.8,1.6
E00096621,96.1,0,0,3.9
E00096622,97.6,0,1.6,0.8
E00096623,99.2,0,0.8,0
E00096624,98,0.7,0.7,0.7
E00096625,99.2,0.8,0,0
E00096626,99.2,0.8,0,0
E00096627,99.6,0.4,0,0
E00096628,100,0,0,0
E00096629,100,0,0,0
E00096630,100,0,0,0
E00096631,100,0,0,0
E00096632,99.2,0,0,0.8
E00096633,96.6,0.8,0,2.5
E00096634,96.9,1.6,0,1.6
E00096635,96.7,0.7,0.7,2
E00096636,96,2.3,0,1.7
E00096637,95.4,0,0,4.6
E00096638,95.8,0,0,4.2
E00096639,93,2.3,0.8,3.9
E00096640,98.6,0.7,0,0.7
E00096641,100,0,0,0
E00096642,97.6,0.8,1.6,0
E00096643,100,0,0,0
E00096644,99.2,0.8,0,0
E00096645,99.2,0,0,0.8
E00096646,99.2,0,0,0.8
E00096647,97.6,0.8,0,1.6
E00096648,100,0,0,0
E00096649,100,0,0,0
E00096650,99.2,0,0,0.8
E00096651,96.9,2.3,0.8,0
E00096653,100,0,0,0
E00096654,100,0,0,0
E00096655,99.3,0.7,0,0
E00096656,99.1,0.9,0,0
E00096657,99.2,0.8,0,0
E00096658,100,0,0,0
E00096659,99.1,0,0.5,0.5
E00096660,98.6,0.7,0,0.7
E00096661,99.3,0,0,0.7
E00096662,98.9,0.5,0.5,0
E00096663,100,0,0,0
E00096664,100,0,0,0
E00096665,100,0,0,0
E00096666,99.1,0,0,0.9
E00096667,99.2,0.8,0,0
E00096668,100,0,0,0
E00096686,98.5,1.5,0,0
E00096687,100,0,0,0
E00096688,98.5,1.5,0,0
E00096690,100,0,0,0
E00097387,99.2,0.8,0,0
E00097388,99.2,0,0.8,0
E00097389,97.1,2.9,0,0
E00097390,99.2,0,0,0.8
E00097392,98.5,1.5,0,0
E00097393,100,0,0,0
E00097394,98.4,0.8,0.8,0
E00097395,98.9,0,0,1.1
E00097396,96.5,1.8,0.6,1.2
E00097530,100,0,0,0
E00179312,99.4,0,0,0.6
E00179313,99.5,0.5,0,0
E00179315,98.6,0,0,1.4
E00179317,100,0,0,0
E00179326,98.5,0.5,0,1
E00179328,97.8,1.1,1.1,0
E00179332,100,0,0,0
