areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00096526,4.5,36.4,59.1
E00096527,3.5,31,65.5
E00096528,1.8,34.8,63.4
E00096529,2.6,29.4,68
E00096530,1.6,39.8,58.6
E00096531,4.2,15.3,80.6
E00096532,0.6,34.4,65
E00096533,0,26.7,73.3
E00096534,2.5,50.4,47.1
E00096536,0,21,79
E00096537,1.9,43.6,54.5
E00096538,1.6,23,75.4
E00096539,6.3,34.6,59
E00096540,6.3,24.5,69.2
E00096570,2,56.1,41.9
E00096571,3.9,27.3,68.8
E00096572,1.5,38.7,59.9
E00096573,3.5,46.5,50
E00096574,4.5,25.8,69.7
E00096575,3.1,45.7,51.2
E00096576,0.9,34.5,64.5
E00096577,5.7,25.2,69.1
E00096578,0,44.3,55.7
E00096579,0,35.3,64.7
E00096580,3.4,27.1,69.5
E00096581,4.5,40,55.5
E00096582,4,20.6,75.4
E00096583,5.6,28,66.4
E00096584,4.7,17.2,78.1
E00096585,0.7,27.6,71.6
E00096586,0.6,46.7,52.7
E00096587,2.2,39.1,58.7
E00096588,3.3,38.3,58.3
E00096590,4.1,24,71.9
E00096591,2.4,59.2,38.4
E00096592,0,70.2,29.8
E00096593,1.3,35.5,63.2
E00096594,0.8,32,67.2
E00096595,3.5,30.5,66
E00096596,3.1,24.8,72.1
E00096597,2.1,34.7,63.2
E00096598,6.8,23.3,69.9
E00096599,3.9,37.6,58.6
E00096600,8.3,29.8,62
E00096601,2.3,26.6,71.1
E00096602,4.5,40.1,55.4
E00096614,3.4,53.1,43.4
E00096615,1.7,44.6,53.7
E00096616,3.1,44.1,52.8
E00096617,5.6,43,51.4
E00096618,2.3,50.4,47.4
E00096619,1.6,48.4,50
E00096620,3.2,58.7,38.1
E00096621,1,52.5,46.5
E00096622,5.8,32.2,62
E00096623,0.7,29.9,69.4
E00096624,3.3,46,50.7
E00096625,3.9,29.9,66.1
E00096626,3.3,27.3,69.4
E00096627,1.7,30.5,67.8
E00096628,0.8,33.6,65.6
E00096629,0.8,26.2,73
E00096630,0,35.5,64.5
E00096631,4.3,19.9,75.9
E00096632,0,26.6,73.4
E00096633,0,61.9,38.1
E00096634,4.6,38.5,56.9
E00096635,3.9,47.7,48.4
E00096636,3.4,66.5,30.1
E00096637,5.2,43.8,51
E00096638,8.4,54.6,37
E00096639,0,53.5,46.5
E00096640,0.7,38.2,61.1
E00096641,0,59.3,40.7
E00096642,0.8,40.2,59.1
E00096643,4.3,52.2,43.5
E00096644,0.8,41.1,58.1
E00096645,0.8,37.8,61.4
E00096646,2.2,50,47.8
E00096647,0.8,40.5,58.7
E00096648,4.8,36.1,59.2
E00096649,2.4,29.9,67.7
E00096650,0.8,65.5,33.6
E00096651,3.1,46.6,50.4
E00096653,2.1,18.6,79.3
E00096654,1.5,19.9,78.7
E00096655,2.9,32.4,64.7
E00096656,0,30.4,69.6
E00096657,2.3,25,72.7
E00096658,1.4,27.8,70.8
E00096659,2.3,19.1,78.6
E00096660,0.7,46,53.2
E00096661,2.9,34.5,62.6
E00096662,2.6,18.3,79.1
E00096663,1.6,26.2,72.1
E00096664,0,27.3,72.7
E00096665,0,29.7,70.3
E00096666,0,53.1,46.9
E00096667,4.1,27.6,68.3
E00096668,0.8,22.5,76.7
E00096686,0.8,29.5,69.7
E00096687,3.1,26.7,70.2
E00096688,2.1,25.2,72.7
E00096690,1.1,28.1,70.8
E00097387,2.4,48.8,48.8
E00097388,5.1,33.1,61.9
E00097389,0,35.9,64.1
E00097390,0,37.5,62.5
E00097392,4,27.8,68.3
E00097393,0.7,40.6,58.7
E00097394,0,24,76
E00097395,4.6,28.3,67.1
E00097396,3,27.5,69.5
E00097530,2.6,21.1,76.3
E00179312,2.9,17.8,79.3
E00179313,3.7,29.4,66.8
E00179315,0,58,42
E00179317,2.2,8.9,88.9
E00179326,4.1,25.5,70.4
E00179328,6.6,12.1,81.3
E00179332,0,19.4,80.6
