areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00096526,95.5,0,4.5,0
E00096527,90.8,0,8.5,0.7
E00096528,93.1,0,6.9,0
E00096529,93.8,0,6.3,0
E00096530,90.5,0,8.7,0.8
E00096531,91.1,0,7.9,0.9
E00096532,96,0,4,0
E00096533,97.2,0,2.8,0
E00096534,87.1,0,12.9,0
E00096536,94.8,0,5.2,0
E00096537,87,0,13,0
E00096538,95.2,0,4.1,0.7
E00096539,91.9,0,8.1,0
E00096540,96.2,0,3.5,0.3
E00096570,87.1,0.4,12.5,0
E00096571,93.1,0,6.9,0
E00096572,92.7,0,7.3,0
E00096573,97.8,0,2.2,0
E00096574,98,0.3,1.7,0
E00096575,84.7,0,15.3,0
E00096576,91.5,0,8.5,0
E00096577,92.5,0.3,7.2,0
E00096578,94.2,0,5.8,0
E00096579,90.3,0,9.7,0
E00096580,91.9,0,6.7,1.4
E00096581,97.2,0,2.8,0
E00096582,92.3,0,7.7,0
E00096583,90.1,0,9.2,0.7
E00096584,90.9,0,9.1,0
E00096585,96.8,0.4,2.9,0
E00096586,94.5,0,5.5,0
E00096587,94.1,0,5.9,0
E00096588,90.3,1.2,8.5,0
E00096590,94.3,0,5.7,0
E00096591,92.8,1,6.3,0
E00096592,92.4,0,7.6,0
E00096593,86.1,0,13.9,0
E00096594,92.4,0,7.6,0
E00096595,96.3,0,3.8,0
E00096596,96.5,0,3.5,0
E00096597,95.3,0,4.7,0
E00096598,93.6,0,6.4,0
E00096599,91.7,0,8.3,0
E00096600,92.5,0,7.5,0
E00096601,97.1,0,2.6,0.3
E00096602,94.5,0,5.5,0
E00096614,88.3,0.4,10.6,0.8
E00096615,91.3,0,8.7,0
E00096616,90.2,0,9.8,0
E00096617,95.5,0,4.5,0
E00096618,89.8,0,10.2,0
E00096619,86.6,0,13,0.4
E00096620,90,0,10,0
E00096621,87.4,0,11.4,1.2
E00096622,94.8,0,5.2,0
E00096623,91.4,0,7.2,1.4
E00096624,89,0.7,10.3,0
E00096625,95.3,0,4,0.7
E00096626,95.2,0,4.8,0
E00096627,93.8,0.2,6.1,0
E00096628,93,0.6,5.8,0.6
E00096629,98.5,0.4,1.1,0
E00096630,89.1,0.4,10.5,0
E00096631,93.9,0,5.4,0.6
E00096632,95.9,0.3,3.8,0
E00096633,88.6,0,11.4,0
E00096634,93.1,0,6.9,0
E00096635,90.4,0,9.6,0
E00096636,84.9,0,14.4,0.7
E00096637,87.7,0,11.7,0.6
E00096638,86.6,0,12.4,0.9
E00096639,89.6,0,9.5,0.9
E00096640,92.8,0.4,6.5,0.4
E00096641,95.2,0,4.8,0
E00096642,93.7,0,6.3,0
E00096643,97.2,0,2.8,0
E00096644,90.4,0,9.6,0
E00096645,95.9,0,4.1,0
E00096646,90.7,0.4,8.9,0
E00096647,91.1,0,8,0.8
E00096648,95.8,0,4.2,0
E00096649,95.1,0,4.9,0
E00096650,90.6,0,9.4,0
E00096651,93.5,0,6.5,0
E00096653,95.3,0,4.4,0.3
E00096654,95.6,0,4.4,0
E00096655,96.9,0.3,2.8,0
E00096656,92.3,0.4,7.3,0
E00096657,95.8,0,4.2,0
E00096658,93.6,0,6.4,0
E00096659,85.2,0.2,14.6,0
E00096660,93.3,0,6.7,0
E00096661,94.2,0,5.8,0
E00096662,92.6,0,7.4,0
E00096663,97.6,0,2.4,0
E00096664,94.5,0,5.5,0
E00096665,92.7,0.4,6.9,0
E00096666,94.8,0,5.2,0
E00096667,96.2,0,3,0.8
E00096668,94,0,6,0
E00096686,92.2,0,7.2,0.7
E00096687,93.4,0,6.6,0
E00096688,91.4,0,8.6,0
E00096690,96.3,0,3.7,0
E00097387,91.3,0,8.7,0
E00097388,95.6,0,4.4,0
E00097389,96.1,0,3.4,0.5
E00097390,95.8,0,4.2,0
E00097392,96.2,0,3.5,0.3
E00097393,94.7,0,4.9,0.4
E00097394,92.5,0,7.5,0
E00097395,92.5,0,7,0.5
E00097396,91.4,0,7.9,0.8
E00097530,89.7,0.8,8.6,0.8
E00179312,95.2,0,4.8,0
E00179313,83.9,0,15.9,0.2
E00179315,91.7,0,8.3,0
E00179317,91.7,0.8,7.6,0
E00179326,91.2,0,8.5,0.2
E00179328,90.1,0.4,8.7,0.8
E00179332,99,0,1,0
