areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00096526,30.3,48.6,12.8,8.3
E00096527,19.4,50,23.6,6.9
E00096528,20.9,46.1,26.1,7
E00096529,20.5,44.2,25.6,9.6
E00096530,22.6,52.4,21,4
E00096531,6.9,37.5,36.1,19.4
E00096532,11.5,42,30.6,15.9
E00096533,4.8,43.8,40.4,11
E00096534,12.6,51.3,31.9,4.2
E00096536,2.4,40.5,44.4,12.7
E00096537,30.8,37.8,25,6.4
E00096538,5.7,45.1,36.1,13.1
E00096539,11.8,41.7,33.3,13.2
E00096540,13.1,32.4,36.6,17.9
E00096570,52,35.3,8,4.7
E00096571,19.8,48.4,21.4,10.3
E00096572,21.9,42.3,27.7,8
E00096573,36.6,43.8,13.4,6.3
E00096574,21.1,53.4,20.3,5.3
E00096575,37.2,43.4,17.1,2.3
E00096576,23.4,59.5,14.4,2.7
E00096577,31.7,43.3,20.8,4.2
E00096578,39.8,41.4,14.1,4.7
E00096579,32.7,37.3,27.5,2.6
E00096580,38.5,40.2,16.4,4.9
E00096581,30,50,17.3,2.7
E00096582,15,52,26,7.1
E00096583,34.7,42.7,19.4,3.2
E00096584,31.7,39.7,20.6,7.9
E00096585,9,50,32.8,8.2
E00096586,55.6,33.1,10.1,1.2
E00096587,50,35.7,10.7,3.6
E00096588,47.9,43,6.6,2.5
E00096590,28.7,44.3,19.7,7.4
E00096591,40.5,42.9,11.9,4.8
E00096592,57.6,31.8,7.3,3.3
E00096593,38.3,43.5,14.3,3.9
E00096594,18.1,55.9,22,3.9
E00096595,28.4,40.4,22,9.2
E00096596,30.2,45.7,19.4,4.7
E00096597,39.3,37.1,20.7,2.9
E00096598,29.2,50,17.4,3.5
E00096599,39.1,40.2,15.2,5.4
E00096600,31.2,34.4,23.2,11.2
E00096601,14.2,48.8,30.7,6.3
E00096602,42.7,38.9,14,4.5
E00096614,36.3,37.7,21.9,4.1
E00096615,23.8,49.2,22.1,4.9
E00096616,20.8,57.6,18.4,3.2
E00096617,30.2,39.6,25.5,4.7
E00096618,31.8,50,15.9,2.3
E00096619,36.2,44.6,16.9,2.3
E00096620,38.5,47.7,10.8,3.1
E00096621,38.6,45.5,13.9,2
E00096622,26,43.9,22.8,7.3
E00096623,15,55.6,23.3,6
E00096624,19.9,56.2,21.2,2.7
E00096625,11.6,36.4,40.3,11.6
E00096626,8.3,43,40.5,8.3
E00096627,11.7,45.8,35.4,7.1
E00096628,14.8,46.1,30.5,8.6
E00096629,7.3,50,33.9,8.9
E00096630,16.1,47.6,29.8,6.5
E00096631,4.9,40.8,36.6,17.6
E00096632,15.4,42.3,34.6,7.7
E00096633,36.4,50,11,2.5
E00096634,22.2,54,22.2,1.6
E00096635,37.3,31.4,25.5,5.9
E00096636,58.3,24.6,12.6,4.6
E00096637,30.1,44.4,18.3,7.2
E00096638,47.1,34.5,11.8,6.7
E00096639,43.3,40.9,12.6,3.1
E00096640,23.4,50.4,17.5,8.8
E00096641,50.5,41.1,6.5,1.9
E00096642,40.9,40.9,14.2,3.9
E00096643,57.5,30.1,9.7,2.7
E00096644,24.4,56.7,18.1,0.8
E00096645,21.9,59.4,15.6,3.1
E00096646,33.1,48.1,14.3,4.5
E00096647,22.2,49.2,22.2,6.3
E00096648,29.5,37.7,22.6,10.3
E00096649,28.9,52.3,14.8,3.9
E00096650,65,27.4,6,1.7
E00096651,47.7,36.7,14.1,1.6
E00096653,6.2,37.2,40,16.6
E00096654,3.7,35.8,43.3,17.2
E00096655,9.6,50,36.8,3.7
E00096656,8.6,50,32.8,8.6
E00096657,11.5,43.5,29.8,15.3
E00096658,6.3,38.2,43.8,11.8
E00096659,14,36.3,40,9.8
E00096660,29.7,48.6,13.8,8
E00096661,22.3,41,28.1,8.6
E00096662,7.9,27.4,48.4,16.3
E00096663,25.8,42.5,24.2,7.5
E00096664,13.9,37.7,41,7.4
E00096665,9.2,48.5,29.2,13.1
E00096666,31.9,34.5,23.3,10.3
E00096667,9.2,42.9,31.1,16.8
E00096668,9.9,38.8,43,8.3
E00096686,13.6,41.7,34.8,9.8
E00096687,10.6,40.9,31.1,17.4
E00096688,7.9,37.9,33.6,20.7
E00096690,8.4,39.3,41,11.2
E00097387,34.6,44.1,16.5,4.7
E00097388,25.6,41.9,25.6,6.8
E00097389,10.4,46.2,27.4,16
E00097390,35.2,46.9,14.1,3.9
E00097392,34.6,48,13.4,3.9
E00097393,20.8,43.8,27.8,7.6
E00097394,10.1,43.4,31,15.5
E00097395,16.1,47.1,25.3,11.5
E00097396,15.3,41.8,29.4,13.5
E00097530,7.2,27.5,38.6,26.8
E00179312,6.3,28.2,55.2,10.3
E00179313,8.8,46.1,37.3,7.8
E00179315,34.3,57.1,8.6,0
E00179317,8.5,40.4,46.8,4.3
E00179326,3.6,46.6,43.5,6.2
E00179328,4.5,37.1,49.4,9
E00179332,6.2,35.1,45.4,13.4
