geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00078842,57.4,3.6,38.9
E00078843,64.5,1.7,33.7
E00078844,61.1,1.4,37.5
E00078848,62.5,5.3,32.3
E00078849,17.1,9.9,73
E00078850,58.8,4.7,36.5
E00078851,60.4,5.6,34
E00078852,51,5.8,43.2
E00078853,64.3,5.7,29.9
E00078854,62.8,1.8,35.3
E00078855,52.8,4.3,42.9
E00078856,56.7,3.9,39.4
E00078857,44,3.9,52.2
E00078858,61.3,5.4,33.2
E00078859,36.9,4.8,58.3
E00078860,56.4,2,41.6
E00078861,54.3,3,42.7
E00078862,66.5,3,30.4
E00078863,50,5,45
E00078864,69.2,1.5,29.2
E00078865,60.6,5.5,33.9
E00078866,62,4.3,33.8
E00078867,63,3.1,33.9
E00078868,50.6,2.7,46.7
E00078869,56.9,3.7,39.5
E00078870,58.8,5.5,35.7
E00078871,62.6,5.7,31.7
E00078872,47.3,3.4,49.4
E00078873,66.7,4.7,28.7
E00078874,59.7,8.5,31.7
E00078875,68.4,2.4,29.2
E00078876,51.1,2.6,46.4
E00078877,64.1,2.3,33.6
E00078878,59.8,5.8,34.4
E00078879,57.2,5.1,37.7
E00078880,53.7,2.4,43.9
E00078881,37.1,1.5,61.4
E00078882,62,6.6,31.5
E00078883,56.4,6.6,37.1
E00078884,62.5,3.3,34.2
E00078885,72.1,1.4,26.5
E00078886,57.8,4.1,38.1
E00078887,61.5,4.5,34
E00078888,45.5,2.8,51.6
E00078889,49.2,6.2,44.6
E00078892,65.7,4.9,29.4
E00078893,60.3,6.3,33.4
E00078894,39.2,1.9,58.8
E00078896,52.9,5,42.1
E00078898,63.6,1.7,34.7
E00078899,58.2,5.9,35.9
E00078900,58.9,4.1,37
E00078901,51.9,4.5,43.5
E00078902,56.9,4.4,38.7
E00078903,55.6,5.1,39.3
E00078904,51.6,4,44.3
E00078905,52.9,6.3,40.8
E00078906,46.8,5.2,48.1
E00078907,54.3,4.3,41.4
E00078909,59.1,4.2,36.7
E00078910,54.8,5.8,39.4
E00078911,54.9,4.3,40.8
E00078912,48.5,6.4,45.1
E00078913,64.5,5.6,29.9
E00078914,65.1,5.6,29.2
E00078915,49.6,6.6,43.8
E00078916,58.7,2.2,39.1
E00078917,56.4,5.1,38.5
E00078918,51.2,4.2,44.5
E00078919,64.6,3.8,31.6
E00078920,61.6,5.1,33.3
E00078921,54.5,4.3,41.1
E00078922,43.4,1.8,54.8
E00078923,58.6,5.7,35.7
E00078924,54.2,12.5,33.3
E00078925,56.5,1.7,41.8
E00078926,67,5.2,27.8
