geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00078842,5.6,35.6,38.4,20.3
E00078843,4.3,34.1,40.9,20.7
E00078844,7.7,29.4,44.1,18.9
E00078848,22,50.4,23.6,3.9
E00078849,68.9,30.4,0.7,0
E00078850,32.3,47.1,17.4,3.2
E00078851,28.8,40.2,26.5,4.5
E00078852,40.6,42.2,10.2,7
E00078853,15.1,54,22.2,8.7
E00078854,20.4,49.5,25.2,4.9
E00078855,38.1,42.3,16.5,3.1
E00078856,31.4,35.7,27.1,5.7
E00078857,5.1,45.5,32.3,17.2
E00078858,19.5,57.1,19.5,3.8
E00078859,47.9,43.6,8.5,0
E00078860,19.4,49.1,25.9,5.6
E00078861,17.2,45.1,30.3,7.4
E00078862,18.3,38.3,39.2,4.2
E00078863,38.1,46.6,11,4.2
E00078864,28.3,38.4,25.3,8.1
E00078865,22.9,39.8,30.5,6.8
E00078866,14.2,48.8,30.7,6.3
E00078867,22.3,46.8,24.5,6.5
E00078868,7.5,33.1,40.6,18.8
E00078869,24.3,44.9,27.2,3.7
E00078870,35.8,38,20.4,5.8
E00078871,24.3,46.1,21.7,7.8
E00078872,26.7,53.3,18.3,1.7
E00078873,32.1,47.7,16.1,4.1
E00078874,37.7,50,10.8,1.5
E00078875,25.1,48.4,21.5,4.9
E00078876,31.9,47.9,15.3,4.9
E00078877,23.1,48.3,22.4,6.1
E00078878,32.4,46.8,15.8,5
E00078879,40.3,35.1,20.9,3.7
E00078880,6.1,30.3,46.2,17.4
E00078881,40.3,37.9,13.7,8.1
E00078882,47.1,40.3,12.6,0
E00078883,38,51.8,7.3,2.9
E00078884,2.2,43.2,43.2,11.5
E00078885,13.3,55.8,23.3,7.5
E00078886,29.5,47,18.2,5.3
E00078887,20.6,52.4,20.6,6.3
E00078888,9.1,41.3,39.7,9.9
E00078889,43,38.5,14.8,3.7
E00078892,50.2,38.3,9.5,2
E00078893,61.9,32.8,4.9,0.4
E00078894,54.9,38.9,3.5,2.8
E00078896,47.3,35.5,13.4,3.8
E00078898,51.7,34.2,12.1,2
E00078899,44.8,43.3,9.5,2.5
E00078900,31.8,41.9,19.4,7
E00078901,40,40,16.3,3.8
E00078902,44.6,35.9,13,6.5
E00078903,28.6,45.9,16.5,9
E00078904,32.2,47.6,15.4,4.9
E00078905,44.8,35.7,15.4,4.2
E00078906,34.2,46.2,16.2,3.4
E00078907,31.7,36.5,19,12.7
E00078909,42.3,43.9,10.1,3.7
E00078910,42.9,39.1,14.3,3.8
E00078911,38.4,40.2,11,10.4
E00078912,37.5,37.5,18.3,6.7
E00078913,41.6,42.8,11.4,4.2
E00078914,47.6,34.1,14.3,4
E00078915,30.5,43.7,22.5,3.3
E00078916,21.2,42.3,27,9.5
E00078917,18.5,40,29.2,12.3
E00078918,40.9,40.3,17.4,1.3
E00078919,23.6,50.9,20.8,4.6
E00078920,34.9,38.9,23,3.2
E00078921,37.9,43.2,15.9,3
E00078922,40,43.7,11.1,5.2
E00078923,35.7,45.2,14.3,4.8
E00078924,34.3,43.3,19.4,3
E00078925,25.2,53.4,19.8,1.5
E00078926,25.5,45.3,18.9,10.4
E00078927,17.8,48.8,28.7,4.7
E00078928,43.5,38.9,9.9,7.6
E00078929,35.1,41.8,21.1,2.1
E00078930,30.8,45.2,21.2,2.7
E00078931,32.3,42.5,19.7,5.5
E00078932,25.9,54.1,14.8,5.2
E00078933,33.3,47.3,15.5,3.9
E00078934,21.3,46.3,23.5,8.8
E00078935,27.4,47.6,23.4,1.6
E00078936,25.2,44.1,22,8.7
E00078937,23.8,54.5,18.9,2.8
E00078938,6,43.4,36.7,13.9
E00078939,27.3,41.7,18.9,12.1
E00078940,7.8,42.6,38.8,10.9
E00078941,27.1,47.9,18.6,6.4
E00078942,34.9,36.5,19,9.5
E00078943,38.5,37.7,14.8,9
E00078944,15,45.6,25,14.4
E00078945,19.6,52.3,22.9,5.2
E00078946,24.2,44.5,23.4,7.8
E00078948,28.5,43.8,20.1,7.6
E00078949,10.6,46.8,27,15.6
E00078950,25.6,50.6,19.4,4.4
