geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00078842,88.4,10.3,1.3
E00078843,85.3,11.3,3.4
E00078844,85.7,11.8,2.5
E00078848,80.5,12.8,6.8
E00078849,52.4,34.8,12.8
E00078850,77.7,15.5,6.8
E00078851,85.4,9.6,5
E00078852,75.9,16.8,7.3
E00078853,80.1,15.1,4.7
E00078854,79.7,12.6,7.7
E00078855,74.7,17.6,7.7
E00078856,84.6,11.3,4.2
E00078857,84.7,11.9,3.4
E00078858,82.4,11,6.5
E00078859,63.4,21.8,14.8
E00078860,80.2,15.3,4.5
E00078861,76.5,17.7,5.8
E00078862,81.9,11.7,6.3
E00078863,75.2,17.5,7.3
E00078864,79.8,14.2,5.9
E00078865,79.9,14.5,5.5
E00078866,82.2,13.8,4
E00078867,81.2,14.7,4.1
E00078868,81.7,13.8,4.5
E00078869,83.7,10.4,5.9
E00078870,84.5,10.2,5.4
E00078871,78,16.1,5.9
E00078872,64.5,22.2,13.2
E00078873,81.4,13.6,5
E00078874,78.3,15.4,6.2
E00078875,82.5,13.9,3.6
E00078876,68.8,20.5,10.7
E00078877,77.5,15.6,6.9
E00078878,79.8,14.7,5.5
E00078879,74.8,17,8.2
E00078880,83.4,13.3,3.3
E00078881,68.4,20,11.6
E00078882,80.7,15.7,3.6
E00078883,78.7,15.4,5.9
E00078884,85.8,11.7,2.5
E00078885,86,11.2,2.8
E00078886,83.3,10.4,6.3
E00078887,84.9,11.5,3.6
E00078888,80.6,14.9,4.5
E00078889,83.5,12.1,4.4
E00078892,84.3,10.9,4.8
E00078893,82.5,13,4.5
E00078894,69.4,21,9.7
E00078896,84.1,11.4,4.5
E00078898,77.1,14,8.9
E00078899,82.9,12.2,4.9
E00078900,85.6,10.6,3.8
E00078901,81.3,12.7,6.1
E00078902,81.9,13.4,4.7
E00078903,84,11.7,4.2
E00078904,78.1,15.2,6.6
E00078905,83,11.5,5.5
E00078906,79.1,13,8
E00078907,87.2,9.8,3
E00078909,80.1,14.1,5.8
E00078910,84.1,11.9,4
E00078911,84.3,10.5,5.2
E00078912,78.5,15.8,5.7
E00078913,82.5,12.9,4.6
E00078914,83.8,11,5.2
E00078915,80.2,13.8,6
E00078916,81.8,12.4,5.8
E00078917,80.6,12.7,6.6
E00078918,74.5,18.8,6.7
E00078919,84.2,10.8,5
E00078920,79.8,15.8,4.5
E00078921,78.4,13.4,8.1
E00078922,68.1,23.3,8.6
E00078923,80.2,13.9,5.9
E00078924,82.4,13.7,3.9
E00078925,77.5,17.6,4.9
E00078926,83.2,10.3,6.6
E00078927,80.2,13.8,6.1
E00078928,82.1,14.2,3.8
E00078929,83.2,11,5.8
E00078930,81.4,13.2,5.5
E00078931,73.5,18.5,8
E00078932,83.5,11.7,4.8
E00078933,81.6,13.6,4.8
E00078934,76.3,16.3,7.4
E00078935,82.2,14.1,3.7
E00078936,76.7,15.7,7.6
E00078937,80.3,15.2,4.5
E00078938,86.4,11,2.7
E00078939,80.4,13,6.6
E00078940,80.8,15.2,4
E00078941,85.1,9.9,5
E00078942,76.4,13.8,9.8
E00078943,65.5,23,11.5
E00078944,83.1,12.8,4.1
E00078945,86.6,9,4.4
E00078946,78.8,15.7,5.5
E00078948,77.4,14.6,8
E00078949,83.3,13,3.7
E00078950,85.8,9.8,4.4
E00078951,79.5,13.7,6.8
E00078952,83.8,13.2,3
E00078953,80.1,14.3,5.6
E00078954,78.5,15.5,6
E00078955,76.8,15.8,7.4
E00078956,81.7,14.4,3.9
E00078957,82.4,12.2,5.4
E00078958,82.9,12.3,4.8
E00078959,81.6,12.4,6.1
E00078960,78.7,15.7,5.6
E00078961,82.8,12.6,4.6
E00078962,73.5,15.9,10.6
E00078963,77,16.6,6.4
E00078964,78.8,11.8,9.3
E00078965,76.1,17.7,6.3
E00078967,68.1,22.4,9.5
E00078968,84.9,9.4,5.7
E00078969,69.2,20,10.8
E00078970,80.2,14,5.9
E00078971,78.8,16.4,4.8
E00078972,87.2,10.4,2.4
E00078974,70.5,19.3,10.2
