geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00078842,40.1,44.1,6.2,9.6
E00078843,33.9,52.7,7.9,5.5
E00078844,45.7,35.7,5,13.6
E00078848,16.5,22,27.6,33.9
E00078849,5.9,0,89.7,4.4
E00078850,22.6,23.2,31.6,22.6
E00078851,35.6,21.2,20.5,22.7
E00078852,7.9,13.5,57.9,20.6
E00078853,27.8,19.8,16.7,35.7
E00078854,28.2,30.1,17.5,24.3
E00078855,7.4,8.4,50.5,33.7
E00078856,22,27,25.5,25.5
E00078857,62.6,30.3,1,6.1
E00078858,14.6,21.9,26.3,37.2
E00078859,6.8,13.7,62.4,17.1
E00078860,42.2,32.1,7.3,18.3
E00078861,43.4,28.7,8.2,19.7
E00078862,21.1,35.8,20.3,22.8
E00078863,18.6,5.9,38.1,37.3
E00078864,20.6,19.6,32,27.8
E00078865,33.1,19.5,17.8,29.7
E00078866,42.2,28.1,0,29.7
E00078867,22.9,28.6,17.9,30.7
E00078868,65.2,29.1,0,5.7
E00078869,22.3,24.5,20.1,33.1
E00078870,15.1,23.7,30.9,30.2
E00078871,21.6,25.9,16.4,36.2
E00078872,25,34.2,15.8,25
E00078873,15.5,22.2,19.6,42.8
E00078874,17.7,12.3,13.1,56.9
E00078875,25.1,29.1,17,28.7
E00078876,24.1,20,39.3,16.6
E00078877,24,26,20.7,29.3
E00078878,27,16.1,24.8,32.1
E00078879,15.8,17.3,43.6,23.3
E00078880,58.3,31.8,0,9.8
E00078881,20,14.4,54.4,11.2
E00078882,7.6,8.5,62.7,21.2
E00078883,1.5,3,90.4,5.2
E00078884,52.5,38.1,0,9.4
E00078885,27.5,39.2,3.3,30
E00078886,10.7,23.7,35.9,29.8
E00078887,26.2,24.6,23.8,25.4
E00078888,61.3,31.1,1.7,5.9
E00078889,29.3,15.8,9.8,45.1
E00078892,16.9,10.4,6,66.7
E00078893,2.4,3.3,43.9,50.4
E00078894,54.9,6.3,4.9,34
E00078896,13.4,13.9,28.3,44.4
E00078898,6.7,17.3,30.7,45.3
E00078899,12.5,18,2,67.5
E00078900,20.6,31,3.2,45.2
E00078901,26.1,19.9,6.8,47.2
E00078902,23,11.5,23.5,42.1
E00078903,22.6,33.8,3.8,39.8
E00078904,26.6,25.2,5.8,42.4
E00078905,12,22.5,13.4,52.1
E00078906,15.4,27.4,15.4,41.9
E00078907,28.3,22.8,3.1,45.7
E00078909,15.9,12.7,19.6,51.9
E00078910,21.8,20.3,9,48.9
E00078911,31.9,21.1,5.4,41.6
E00078912,21.3,18,24.6,36.1
E00078913,15.7,16.3,10.2,57.8
E00078914,14.5,12.1,10.5,62.9
E00078915,16.6,23.2,45.7,14.6
E00078916,20.3,37,27.5,15.2
E00078917,23.1,39.2,23.1,14.6
E00078918,8,17.3,60.7,14
E00078919,16.8,40.2,30.4,12.6
E00078920,8.7,22,41.7,27.6
E00078921,3.7,13.4,71.6,11.2
E00078922,12.3,13.8,61.6,12.3
E00078923,7.8,10.1,64.3,17.8
E00078924,17.8,10.4,48.9,23
E00078925,26.4,19.4,32.6,21.7
E00078926,23.1,32.4,19.4,25
E00078927,22.5,29.5,30.2,17.8
E00078928,8.2,11.2,67.9,12.7
E00078929,8.7,34.2,45.4,11.7
E00078930,10.9,12.2,58.5,18.4
E00078931,44.4,14.5,31.5,9.7
E00078932,10.4,15.7,47.8,26.1
E00078933,10.2,16.4,60.2,13.3
E00078934,35.3,25.6,18.8,20.3
E00078935,24.8,28.7,30.2,16.3
E00078936,22.7,32,26.6,18.8
E00078937,15.7,19.3,50,15
E00078938,40,41.2,0.6,18.2
E00078939,21.1,27.1,32.3,19.5
E00078940,46.1,43,0.8,10.2
E00078941,27.9,23.6,25.7,22.9
E00078942,18.8,32,28.9,20.3
E00078943,17.2,11.5,54.1,17.2
E00078944,39,35.6,2.8,22.6
E00078945,9.2,31.4,16.3,43.1
