geography_code,sex-001,sex-002
E00078842,53.1,46.9
E00078843,52.3,47.7
E00078844,48.2,51.8
E00078848,47.4,52.6
E00078849,45.5,54.5
E00078850,51.3,48.7
E00078851,51,49
E00078852,45,55
E00078853,50.7,49.3
E00078854,48.8,51.2
E00078855,46.8,53.2
E00078856,46.6,53.4
E00078857,53.6,46.4
E00078858,50.9,49.1
E00078859,56,44
E00078860,50.2,49.8
E00078861,51.9,48.1
E00078862,46.7,53.3
E00078863,51.5,48.5
E00078864,47.4,52.6
E00078865,49.4,50.6
E00078866,51.8,48.2
E00078867,53.9,46.1
E00078868,51.5,48.5
E00078869,47.4,52.6
E00078870,56.3,43.7
E00078871,46.7,53.3
E00078872,48,52
E00078873,49.6,50.4
E00078874,43.3,56.7
E00078875,50.9,49.1
E00078876,52.2,47.8
E00078877,51.5,48.5
E00078878,53.5,46.5
E00078879,50,50
E00078880,49.1,50.9
E00078881,55.6,44.4
E00078882,53.3,46.7
E00078883,48.9,51.1
E00078884,48.6,51.4
E00078885,52.4,47.6
E00078886,51.8,48.2
E00078887,52.7,47.3
E00078888,50.9,49.1
E00078889,49.4,50.6
E00078892,50.1,49.9
E00078893,51.3,48.7
E00078894,54.2,45.8
E00078896,46.6,53.4
E00078898,52.4,47.6
E00078899,46.7,53.3
E00078900,50.8,49.2
E00078901,50.7,49.3
E00078902,49.9,50.1
E00078903,44.8,55.2
E00078904,47.7,52.3
E00078905,47.6,52.4
E00078906,47.4,52.6
E00078907,47.2,52.8
E00078909,49.9,50.1
E00078910,51.7,48.3
E00078911,54,46
E00078912,49,51
E00078913,46.6,53.4
E00078914,50.3,49.7
E00078915,53.3,46.7
E00078916,50.6,49.4
E00078917,49.3,50.7
E00078918,51.3,48.7
E00078919,51.3,48.7
E00078920,52.2,47.8
E00078921,55.1,44.9
E00078922,50.6,49.4
E00078923,47.4,52.6
E00078924,52.1,47.9
E00078925,54.2,45.8
E00078926,45.6,54.4
E00078927,50.1,49.9
E00078928,47.7,52.3
E00078929,51.8,48.2
E00078930,53.2,46.8
E00078931,54.9,45.1
E00078932,52,48
E00078933,52.2,47.8
E00078934,49.7,50.3
E00078935,49.9,50.1
E00078936,50.3,49.7
E00078937,52.8,47.2
E00078938,50.2,49.8
E00078939,52.7,47.3
E00078940,49.4,50.6
E00078941,52.7,47.3
E00078942,51,49
E00078943,50,50
E00078944,51.7,48.3
E00078945,52.6,47.4
E00078946,46.9,53.1
E00078948,52.8,47.2
E00078949,47,53
E00078950,50.6,49.4
E00078951,53,47
E00078952,49.9,50.1
E00078953,51.9,48.1
E00078954,50.3,49.7
E00078955,45.3,54.7
E00078956,49.9,50.1
E00078957,52.9,47.1
E00078958,47.1,52.9
E00078959,45.1,54.9
E00078960,50.8,49.2
E00078961,47.8,52.2
E00078962,50.8,49.2
E00078963,45.3,54.7
E00078964,49.2,50.8
E00078965,54.2,45.8
E00078967,51.7,48.3
E00078968,49.4,50.6
E00078969,56.7,43.3
E00078970,48.9,51.1
E00078971,50,50
E00078972,52.7,47.3
E00078974,53,47
E00078975,50.3,49.7
E00078976,50.9,49.1
E00078977,49.9,50.1
E00078978,48.7,51.3
E00078979,50.8,49.2
E00078980,50.4,49.6
E00078981,50.3,49.7
E00078982,53,47
E00078983,57.8,42.2
E00078984,55.4,44.6
E00078985,53,47
E00078987,53.3,46.7
E00078988,48.8,51.2
E00078989,50,50
E00078990,51.4,48.6
E00078991,51.5,48.5
E00078992,51.8,48.2
E00078993,54.6,45.4
E00078994,53.2,46.8
E00078995,50.8,49.2
E00078996,47.6,52.4
E00078997,52.5,47.5
E00078998,46.6,53.4
E00078999,49,51
E00079000,54.5,45.5
E00079001,49.1,50.9
E00079003,46.4,53.6
E00079004,48.9,51.1
E00079005,52.1,47.9
E00079006,49.7,50.3
E00079007,47.1,52.9
E00079008,52.5,47.5
E00079009,52.7,47.3
E00079010,49,51
E00079011,48.6,51.4
E00079012,51.2,48.8
E00079013,52.7,47.3
E00079014,48.5,51.5
E00079015,49.5,50.5
E00079017,47.1,52.9
E00079018,52.8,47.2
E00079019,46.9,53.1
E00079020,48.1,51.9
E00079021,49.9,50.1
E00079022,50.3,49.7
E00079026,48.9,51.1
E00079027,51.3,48.7
E00079028,48.6,51.4
E00079029,50.6,49.4
E00079030,51.9,48.1
E00079031,51.4,48.6
E00079032,52.1,47.9
E00079033,54.7,45.3
E00079034,49.3,50.7
E00079045,47.6,52.4
E00079047,49.5,50.5
E00079048,48.5,51.5
E00079049,51.7,48.3
E00079050,50.4,49.6
E00079051,52.2,47.8
E00079052,47.5,52.5
E00079053,51.4,48.6
E00079054,47.6,52.4
E00079055,49.5,50.5
E00079056,51.3,48.7
E00079057,51,49
E00079058,54.8,45.2
E00079059,48.4,51.6
E00079060,48.7,51.3
E00079061,49.3,50.7
E00079062,53.5,46.5
E00079063,48.7,51.3
E00079064,52.5,47.5
E00079065,53.6,46.4
E00079066,51.4,48.6
E00079067,48.7,51.3
E00079068,49,51
E00079069,50.6,49.4
E00079070,48.7,51.3
E00079071,49.2,50.8
E00079072,51.7,48.3
E00079073,50.4,49.6
E00079074,48.9,51.1
E00079075,55.1,44.9
E00079076,48.4,51.6
E00079077,49.7,50.3
E00079078,51.1,48.9
E00079079,50.7,49.3
E00079080,52.1,47.9
E00079081,49.2,50.8
E00079082,53.4,46.6
E00079083,48.6,51.4
E00079084,50.4,49.6
E00079085,52.4,47.6
E00079086,50.3,49.7
E00079087,51,49
E00079088,53.8,46.2
E00079089,54.8,45.2
E00079090,50.6,49.4
E00079091,50.1,49.9
E00079092,42,58
E00079093,52.4,47.6
E00079094,50.2,49.8
E00079095,50.3,49.7
E00079096,43.8,56.2
E00079097,51.8,48.2
E00079098,52,48
E00079099,49.8,50.2
E00079100,48,52
E00079101,53.5,46.5
E00079102,52.4,47.6
E00079103,50.6,49.4
E00079104,51.3,48.7
E00079105,49,51
E00079106,48.7,51.3
E00079107,49.6,50.4
E00079108,50.8,49.2
E00079109,53,47
E00079110,42.4,57.6
E00079111,48.4,51.6
E00079112,49.6,50.4
E00079113,51.3,48.7
E00079114,56.5,43.5
E00079115,53.1,46.9
E00079116,53.5,46.5
E00079117,55,45
E00079118,54.9,45.1
E00079119,46.6,53.4
E00079120,55.8,44.2
E00079121,52.2,47.8
E00079122,50.6,49.4
E00079123,52.3,47.7
E00079125,51.5,48.5
E00079126,51.3,48.7
E00079127,46.4,53.6
E00079128,50.3,49.7
E00079129,49.3,50.7
E00079130,56.8,43.2
E00079131,58.7,41.3
E00079132,51,49
E00079133,50.5,49.5
E00079134,53.1,46.9
E00079135,48.8,51.2
E00079136,51.8,48.2
E00079137,54.3,45.7
E00079138,51.4,48.6
E00079139,45.4,54.6
E00079140,50.3,49.7
E00079141,53.8,46.2
E00079142,50.7,49.3
E00079145,50.4,49.6
E00079146,48.9,51.1
E00079147,53,47
E00079148,50.9,49.1
E00079149,51.1,48.9
E00079151,46.1,53.9
E00079152,50.2,49.8
E00079153,49.4,50.6
E00079154,53.3,46.7
E00079155,44.7,55.3
E00079156,49.2,50.8
E00079157,47.9,52.1
E00079158,49.6,50.4
E00079159,46.1,53.9
E00079160,48.1,51.9
E00079161,50.1,49.9
E00079162,50.3,49.7
E00079163,51.5,48.5
E00079164,49.3,50.7
E00079165,45.3,54.7
E00079166,49.6,50.4
E00079167,50.8,49.2
E00079168,50.2,49.8
E00079169,51.3,48.7
E00079170,50.3,49.7
E00079171,50.9,49.1
E00079172,44.5,55.5
E00079173,52.7,47.3
E00079174,55.4,44.6
E00079175,44.3,55.7
E00079177,51.3,48.7
E00079178,50.8,49.2
E00079179,46.6,53.4
E00079180,52.1,47.9
E00079181,53.4,46.6
E00079182,53.7,46.3
E00079183,45.6,54.4
E00079185,46.7,53.3
E00079186,54.4,45.6
E00079187,51.9,48.1
E00079188,51.4,48.6
E00079189,48.9,51.1
E00079190,56.8,43.2
E00079191,49.9,50.1
E00079192,51.5,48.5
E00079193,49.6,50.4
E00079194,49.8,50.2
E00079195,52.1,47.9
E00079196,49.4,50.6
E00079197,52.8,47.2
E00079198,49.8,50.2
E00079199,48.3,51.7
E00079200,48.3,51.7
E00079201,49.5,50.5
E00079202,57.8,42.2
E00079203,53.9,46.1
E00079204,48.5,51.5
E00079205,51,49
E00079206,47.4,52.6
E00079207,56.4,43.6
E00079208,51.5,48.5
E00079209,50.9,49.1
E00079210,51.6,48.4
E00079211,52.5,47.5
E00079212,54.2,45.8
E00079213,48.9,51.1
E00079214,49.5,50.5
E00079215,51.2,48.8
E00079216,50.7,49.3
E00079217,52.6,47.4
E00079218,54.8,45.2
E00079219,50.8,49.2
E00079220,49.3,50.7
E00079221,50.5,49.5
E00079222,50.7,49.3
E00079223,50.4,49.6
E00079224,51.5,48.5
E00079226,50.5,49.5
E00079227,50.9,49.1
E00079228,51.7,48.3
E00079229,50.6,49.4
E00079230,50.1,49.9
E00079231,53.2,46.8
E00079232,50,50
E00079233,49.5,50.5
E00079234,47.1,52.9
E00079236,50.6,49.4
E00079237,64.1,35.9
E00079238,57.3,42.7
E00079239,50.8,49.2
E00079240,51.3,48.7
E00079241,49.7,50.3
E00079243,49.6,50.4
E00079244,57.1,42.9
E00079245,51.9,48.1
E00079246,49.8,50.2
E00079247,50.8,49.2
E00079248,47.1,52.9
E00079249,49.2,50.8
E00079250,50.4,49.6
E00079251,50.6,49.4
E00079252,55.7,44.3
E00079253,51.1,48.9
E00079254,48.5,51.5
E00079255,54,46
E00079256,51.7,48.3
E00079257,48.6,51.4
E00079258,49.5,50.5
E00079259,49.1,50.9
E00079260,48.2,51.8
E00079261,49.7,50.3
E00079262,52.8,47.2
E00079263,50.9,49.1
E00079264,50.9,49.1
E00079265,48.9,51.1
E00079266,49.9,50.1
E00079267,57.7,42.3
E00079268,54,46
E00079269,52.3,47.7
E00079270,49.8,50.2
E00079271,53.1,46.9
E00079272,52.2,47.8
E00079274,49.6,50.4
E00079275,49.7,50.3
E00079276,53.1,46.9
E00079277,47.7,52.3
E00079278,52.4,47.6
E00079279,52.9,47.1
E00079280,51.7,48.3
E00079281,57.3,42.7
E00079282,55,45
E00079283,49.2,50.8
E00079284,50.4,49.6
E00079285,49.6,50.4
E00079286,56.5,43.5
E00079287,50.5,49.5
E00079288,47.7,52.3
E00079289,49.4,50.6
E00079290,50.3,49.7
E00079291,50.6,49.4
E00079292,49.8,50.2
E00079293,50.4,49.6
E00079294,54.2,45.8
E00079295,48,52
E00079296,51,49
E00079297,50.5,49.5
E00079298,50.8,49.2
E00079299,54,46
E00079300,49.1,50.9
E00079301,46.3,53.7
E00079302,53.9,46.1
E00079303,52,48
E00079304,50.9,49.1
E00079305,54.9,45.1
E00079306,55.2,44.8
E00079307,56.4,43.6
E00079308,49.1,50.9
E00079309,51.1,48.9
E00079310,48.6,51.4
E00079311,48.9,51.1
E00079312,52.7,47.3
E00079313,53.1,46.9
E00079314,54.4,45.6
E00079315,53.2,46.8
E00079316,53.7,46.3
E00079317,49.1,50.9
E00079318,52.7,47.3
E00079319,53.4,46.6
E00079320,52.9,47.1
E00079321,54.5,45.5
E00079322,44.8,55.2
E00079323,51.4,48.6
E00079324,49.3,50.7
E00079325,50.3,49.7
E00079326,53.1,46.9
E00079327,50.4,49.6
E00079328,50,50
E00079329,53.6,46.4
E00079330,59.1,40.9
E00079331,50.9,49.1
E00079332,51.3,48.7
E00079333,50.9,49.1
E00079334,52.3,47.7
E00079335,54,46
E00079336,51.3,48.7
E00079337,54.9,45.1
E00079338,50.5,49.5
E00079339,49.2,50.8
E00079341,46.3,53.7
E00079342,52.4,47.6
E00079343,50,50
E00079344,47.9,52.1
E00079345,50.8,49.2
E00079346,48.4,51.6
E00079347,49.1,50.9
E00079348,53.8,46.2
E00079349,52.7,47.3
E00079350,52.6,47.4
E00079351,50.8,49.2
E00079352,49.4,50.6
E00079353,50.2,49.8
E00079354,51.4,48.6
E00079355,57.8,42.2
E00079356,51.2,48.8
E00079357,48.4,51.6
E00079359,53.1,46.9
E00079360,50.4,49.6
E00079361,50.2,49.8
E00079362,53.2,46.8
E00079363,49.1,50.9
E00079364,46.6,53.4
E00079365,52.7,47.3
E00091097,53.4,46.6
E00091098,49.6,50.4
E00091099,53.8,46.2
E00091100,53.9,46.1
E00091101,51,49
E00091102,52.9,47.1
E00091103,53.9,46.1
E00091104,52.1,47.9
E00091105,49.7,50.3
E00091106,51,49
E00091107,49,51
E00091108,47.9,52.1
E00091109,49.4,50.6
E00091110,51.8,48.2
E00091111,49,51
E00091112,50.3,49.7
E00091113,51.1,48.9
E00091114,47.6,52.4
E00091130,51.5,48.5
E00091131,52.2,47.8
E00091132,53.6,46.4
E00091133,51.3,48.8
E00091135,51.3,48.7
E00091173,49.1,50.9
E00091174,50.7,49.3
E00091175,52.8,47.2
E00091176,51.6,48.4
E00091185,49.8,50.2
E00091186,52.6,47.4
E00091187,50,50
E00091188,52.8,47.2
E00091189,53.9,46.1
E00091190,54.6,45.4
E00091191,55.2,44.8
E00091192,52.7,47.3
E00091316,49.4,50.6
E00091317,50.9,49.1
E00091318,48.5,51.5
E00091319,54.7,45.3
E00091320,48.9,51.1
E00091321,55.8,44.2
E00091322,55.2,44.8
E00091323,48.3,51.7
E00091324,49.3,50.7
E00091325,56.8,43.2
E00091326,48.7,51.3
E00091327,54.5,45.5
E00091328,45.4,54.6
E00091329,50.5,49.5
E00091330,51.9,48.1
E00091331,50.8,49.2
E00091459,50.7,49.3
E00091460,49.4,50.6
E00091463,51.1,48.9
E00091464,48.7,51.3
E00091465,52,48
E00091599,50.4,49.6
E00091608,48.8,51.2
E00091810,52.1,47.9
E00091811,55,45
E00091812,50,50
E00091813,52.4,47.6
E00091814,52.3,47.7
E00091815,50.1,49.9
E00091816,50.2,49.8
E00091817,49,51
E00091867,52.3,47.8
E00091868,49,51
E00091869,51.7,48.3
E00091870,51.1,48.9
E00091871,50.2,49.8
E00091872,49.5,50.5
E00091873,54.1,45.9
E00091874,50.7,49.3
E00091875,51.6,48.4
E00091876,47.8,52.2
E00091877,50.3,49.7
E00091878,51.8,48.2
E00091879,51.7,48.3
E00091881,54.2,45.8
E00091882,53.3,46.7
E00091884,49.5,50.5
E00091885,51.9,48.1
E00091887,50.1,49.9
E00091888,53,47
E00091889,53.2,46.8
E00091890,50.9,49.1
E00091891,54.3,45.7
E00091892,51.4,48.6
E00091893,49.9,50.1
E00091894,51.8,48.2
E00091895,53.2,46.8
E00133244,52.6,47.4
E00133245,53.3,46.7
E00133246,50.8,49.2
E00133247,54.5,45.5
E00133248,48.9,51.1
E00133249,55.1,44.9
E00133251,52.2,47.8
E00133252,48.8,51.2
E00133253,50.8,49.2
E00133254,50.3,49.7
E00133255,49.1,50.9
E00133304,50,50
E00133308,49.3,50.7
E00133309,49.5,50.5
E00133479,48.6,51.4
E00133480,50.1,49.9
E00133598,55.9,44.1
E00133599,49.4,50.6
E00133600,55.6,44.4
E00133601,53.1,46.9
E00133602,50.1,49.9
E00133603,50.7,49.3
E00133604,54.5,45.5
E00133605,51.8,48.2
E00133606,51,49
E00133607,50.9,49.1
E00133609,53.2,46.8
E00133610,51.9,48.1
E00133611,51.8,48.2
E00133612,52.8,47.2
E00133613,52,48
E00133614,51.3,48.7
E00133615,53.8,46.2
E00133616,51.3,48.7
E00133617,54,46
E00133618,51.2,48.8
E00133619,56.2,43.8
E00133766,50,50
E00133767,51,49
E00133769,54.5,45.5
E00133770,54.8,45.2
E00133772,51.2,48.8
E00133773,53.3,46.7
E00133774,50,50
E00133775,51.4,48.6
E00133776,51.9,48.1
E00133777,49,51
E00133778,50.7,49.3
