areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00107872,91.5,6.5,2.1
E00107873,93.5,6.2,0.3
E00107874,87.4,9.5,3.1
E00107875,89.3,10.1,0.5
E00107876,87.4,10.2,2.4
E00107877,86.6,10.6,2.7
E00107878,91.3,5.1,3.5
E00107879,89.2,8.2,2.6
E00107880,90,8.8,1.2
E00107881,77.5,19.7,2.9
E00107882,87.3,10.8,1.9
E00107883,85.5,11.7,2.8
E00107884,82.9,13.1,4
E00107885,88.5,9.3,2.3
E00107886,87.1,10.3,2.6
E00107887,84.2,11.6,4.2
E00107888,87.2,9.6,3.2
E00107889,88.2,8.5,3.3
E00107890,89.3,9,1.7
E00107891,88.9,9.9,1.2
E00107892,86,10.4,3.6
E00107893,80.8,15.9,3.3
E00107894,85.5,12.7,1.9
E00107895,79.9,15.2,4.8
E00107896,91.4,7.1,1.5
E00107897,85.4,10.8,3.8
E00107898,82.9,12.3,4.8
E00107899,85,10.6,4.3
E00107900,88.9,8.9,2.3
E00107901,90.9,9.1,0
E00107902,72.6,20.6,6.8
E00107903,88.1,9.7,2.2
E00107904,89.6,8.7,1.7
E00107905,91.5,6.5,2
E00107906,91.2,7.3,1.5
E00107907,85.6,12,2.5
E00107908,90.2,8.4,1.4
E00107909,89.3,8.4,2.3
E00107910,88.8,6.7,4.5
E00107911,84.2,8.7,7.2
E00107912,93.4,6.3,0.3
E00107913,83.4,13.1,3.5
E00107914,66.8,25.5,7.6
E00107915,82,14.1,3.9
E00107916,68.9,18.7,12.4
E00107917,89.3,7.3,3.5
E00107918,87.3,10.4,2.4
E00107919,87.2,11.2,1.6
E00107920,82.9,13.2,3.8
E00107921,90.2,8,1.8
E00107922,84.9,12.5,2.6
E00107923,89.6,7.9,2.5
E00107924,76.8,15.8,7.5
E00107925,90.9,6,3.1
E00107926,89,8.9,2.1
E00107927,85.1,11.2,3.7
E00107928,94,5.6,0.4
E00107929,89.9,8.2,2
E00107930,88.6,8.9,2.5
E00107931,91.6,6.5,1.9
E00107932,90.5,6.5,3
E00107933,90.7,8,1.3
E00107934,88,9.5,2.5
E00107935,90.7,7.1,2.2
E00107936,87.2,10.6,2.2
E00107937,89.8,9.3,0.8
E00107938,85.3,11.3,3.4
E00107939,84.2,13.4,2.3
E00107940,91.6,7.3,1.1
E00107941,72.5,19.9,7.6
E00107942,85.8,12.3,1.9
E00107943,87.2,12.1,0.7
E00107944,83.3,9.4,7.3
E00107945,87.7,10.4,1.9
E00107946,87.1,9.3,3.6
E00107947,72.3,15.8,11.9
E00107948,85.4,12.5,2.1
E00107949,80.4,15.2,4.4
E00107951,85.8,12.6,1.6
E00107952,82.2,11.9,5.9
E00107954,90.5,7.8,1.6
E00107955,87.2,12.1,0.7
E00107957,92.1,6.5,1.4
E00107958,89.9,8.2,1.9
E00107959,89.2,8.4,2.4
E00107960,89.1,9,1.9
E00107961,85.6,10.1,4.4
E00107962,77.2,14.3,8.5
E00107995,88.1,8,3.9
E00107996,88,8.7,3.3
E00108369,86.1,11,2.9
E00108388,83.9,13.3,2.8
E00108389,83.7,11.7,4.6
E00108390,82.6,12.3,5.2
E00108392,78.9,13.8,7.4
E00108393,75.2,19.4,5.3
E00108394,82,13.7,4.3
E00108396,78.7,15.6,5.7
E00108437,81.5,14.4,4.1
E00108438,85.8,10,4.2
E00108439,84.4,12.4,3.2
E00108440,78.6,13.8,7.6
E00108441,82,11.8,6.1
E00108498,79.7,13.8,6.4
E00108499,89.5,7,3.4
E00108670,84.5,11.5,4
E00108671,72.2,18.7,9.2
E00108672,86.3,10.3,3.4
E00108673,81.3,14.5,4.2
E00108674,87.5,9.7,2.8
E00108675,91,6.9,2.2
E00108676,82,14,4
E00108677,76.7,19.9,3.4
E00108678,87.4,10.3,2.3
E00108679,77.3,16.8,5.9
E00108680,88.8,8.9,2.2
E00108681,81.9,12.4,5.7
E00108682,82.7,11.5,5.8
E00108683,76.6,16.9,6.6
E00108711,80.6,13.9,5.5
E00108714,87.1,9.9,3
E00108721,73.1,15.9,11
E00108791,71.6,20.4,8
E00108792,84.9,12.3,2.9
E00108793,83.4,12,4.6
E00108794,61.7,21.6,16.7
E00108795,80.3,14.6,5.1
E00108796,83.7,10.4,5.9
E00108797,44.2,26.1,29.6
E00108798,52.6,28.3,19
E00108799,77.7,16.3,6
E00108800,84.5,13.1,2.4
E00108801,81.5,14.4,4.1
E00108802,78.6,12.3,9.1
E00108803,69.6,17.4,13
E00108804,84.5,12.4,3.2
E00108805,85.2,9.7,5.1
E00108806,84.1,12.1,3.8
E00108807,87.4,10.4,2.2
E00108808,81.2,15.3,3.4
E00108809,76.2,19.5,4.3
E00108810,84.2,10.9,5
E00108811,80.7,14,5.3
E00108812,71.6,18.6,9.7
E00108813,84.7,11.3,4
E00108814,76.5,16.2,7.3
E00108815,86.9,10,3.1
E00108816,84.2,11.1,4.7
E00108817,82.2,13.2,4.6
E00108818,90.8,8.4,0.8
E00108819,84.9,11.2,3.9
E00108820,84.9,12.8,2.2
E00108821,80.2,12.9,6.9
E00108822,79.8,15.3,4.8
E00108823,73.9,19.1,6.9
E00108824,88.6,7.8,3.6
E00108825,78.5,17.4,4.1
E00108826,86.2,11.2,2.6
E00108827,75.9,16.9,7.2
E00108828,80.2,16.7,3.2
E00108829,76.4,16.5,7.1
E00108831,84.6,10.8,4.6
E00108832,81.2,15.3,3.5
E00108834,83.1,13.1,3.8
E00108836,83.1,12.8,4.1
E00108837,83.6,11.5,4.9
E00108838,80.7,15,4.4
E00108839,84.3,11.4,4.3
E00108840,76.4,15.5,8.1
E00108841,82.5,10.2,7.3
E00108842,74.6,14.8,10.7
E00108843,83,11.2,5.8
E00108845,77.2,15.7,7.1
E00108846,82.6,11.7,5.7
E00108847,83.1,13.2,3.8
E00108848,83.8,9,7.2
E00108849,86.6,10.9,2.5
E00108850,76.9,19.7,3.4
E00108851,71.1,18.7,10.2
E00108852,81.8,11.1,7
E00108853,70.8,19.6,9.6
E00108854,86.9,10.8,2.4
E00108855,87.9,9.9,2.2
E00108856,80.7,14.5,4.8
E00108857,79.1,14,6.8
E00108858,79.7,14.4,5.8
E00108859,81.8,12.5,5.7
E00108860,80.3,13.5,6.2
E00108861,84.4,12.1,3.5
E00108862,79.3,14.5,6.3
E00108863,82.9,12.2,4.9
E00108864,82.6,12.1,5.4
E00108865,78.1,15.6,6.3
E00108866,86.4,11.5,2.1
E00108973,85.5,9,5.5
E00108975,89.2,8.7,2.1
E00108976,86.6,8.9,4.5
E00108978,79.9,15.9,4.2
E00108979,87.3,10.7,1.9
E00108980,86.7,9.9,3.4
E00108982,79.3,12,8.8
E00108983,82.2,11.4,6.4
E00108984,88.4,9.4,2.2
E00108985,85.4,9.2,5.4
E00108986,86.3,11.4,2.3
E00108990,88.8,9.7,1.5
E00108996,82.6,13.9,3.5
E00109013,86,10.6,3.4
E00109014,77.2,18.2,4.6
E00109015,88.6,9.9,1.5
E00109016,87.6,9.2,3.2
E00109017,86.6,11,2.3
E00109018,81.4,13.4,5.2
E00109019,85,8.5,6.4
E00109020,76.5,15.9,7.6
E00109021,83.2,12.6,4.2
E00109022,86.1,10.7,3.2
E00109023,87.5,11,1.5
E00109024,83.3,13.5,3.2
E00109025,89.5,8,2.5
E00109026,83.2,14.7,2.1
E00109027,82.1,10.2,7.7
E00109028,84.4,10.7,4.9
E00109029,83.5,11.8,4.7
E00109030,92,8,0
E00109031,79.7,16.2,4.1
E00109033,84.3,11.5,4.2
E00109388,87,9.8,3.2
E00109389,86.6,11.3,2.1
E00109390,90.6,9.4,0
E00109391,82.7,11,6.3
E00109393,64.2,26.8,8.9
E00109395,86.2,10.9,2.9
E00109396,86.6,11.2,2.2
E00109397,90.9,7.4,1.6
E00109398,86.8,10,3.2
E00109399,85.7,11.2,3.1
E00109400,80.9,15.2,3.9
E00109401,89.9,8.6,1.5
E00109402,87,10.4,2.5
E00109403,85.7,10.9,3.4
E00109404,78.8,13.8,7.4
E00109405,77.2,14.8,8
E00109406,89.3,8.8,2
E00109407,86.4,10.6,3
E00109408,89.7,6.8,3.5
E00109409,86.6,9.9,3.4
E00109410,88.1,9.4,2.5
E00109411,78.5,15.3,6.2
E00109412,87.3,10.3,2.4
E00109413,75,19.5,5.5
E00109414,87,9.5,3.5
E00109415,80.8,13.4,5.8
E00109417,86.7,9.6,3.7
E00109418,83.2,12.6,4.2
E00109419,86,10.6,3.4
E00109421,86.2,9.9,3.9
E00109422,90.1,7.9,1.9
E00109423,67.6,23.4,9
E00109425,82.8,14.6,2.7
E00109426,67.5,28.5,4.1
E00109427,86.2,11.6,2.2
E00109428,85.1,10.9,4
E00109430,85.1,13.4,1.5
E00109431,82.5,14,3.5
E00109434,89.5,8.9,1.6
E00109435,84.8,12.1,3.1
E00109436,84.9,12.2,3
E00109437,88.2,10.1,1.7
E00109438,84.3,12.9,2.9
E00109439,83,13.1,4
E00109440,74.2,17.3,8.5
E00109441,78,14.6,7.3
E00109442,89.6,8.3,2.1
E00109444,86.4,10.2,3.4
E00109446,90.7,7.9,1.4
E00109447,81.8,13.9,4.3
E00109448,85.9,10,4.1
E00109450,87.1,10.1,2.7
E00109452,78.6,15.3,6
E00109453,90,7.8,2.3
E00109454,85.1,10.1,4.8
E00109455,87.8,9.6,2.6
E00109456,86.9,10.5,2.5
