areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00107872,3.1,13.4,83.5
E00107873,1.7,19.8,78.4
E00107874,2.6,29.7,67.7
E00107875,3.4,15.9,80.7
E00107876,4,15.3,80.6
E00107877,5.7,17.1,77.2
E00107878,7.2,30.4,62.4
E00107879,4.3,16.2,79.5
E00107880,5.4,17.4,77.2
E00107881,1.7,64.7,33.6
E00107882,3,21.2,75.8
E00107883,3.8,16.7,79.5
E00107884,5.4,22.3,72.3
E00107885,5.3,40.7,54
E00107886,2.5,23.3,74.2
E00107887,6.4,18.6,75
E00107888,4.6,15.7,79.6
E00107889,3.3,36.1,60.7
E00107890,6,19.4,74.6
E00107891,4.1,35.2,60.7
E00107892,3.3,22.1,74.6
E00107893,3.2,18.5,78.2
E00107894,3.7,34.2,62.1
E00107895,5.9,34.5,59.7
E00107896,2.4,26,71.5
E00107897,6.3,20.5,73.2
E00107898,3.4,19.7,76.9
E00107899,4.9,44.1,51
E00107900,1.5,19.4,79.1
E00107901,3.4,25.9,70.7
E00107902,5.7,27.9,66.4
E00107903,4.8,21.8,73.4
E00107904,1.4,14.6,84
E00107905,0,9.4,90.6
E00107906,2.4,18.7,78.9
E00107907,0.9,25.6,73.5
E00107908,5.2,4.3,90.5
E00107909,2.3,11.6,86
E00107910,4.2,19.3,76.5
E00107911,4.1,28.1,67.8
E00107912,0.8,22.7,76.5
E00107913,6.5,35,58.5
E00107914,1.7,69.8,28.4
E00107915,5.7,27.7,66.7
E00107916,3.6,49.1,47.3
E00107917,1.7,15.8,82.5
E00107918,2.3,19.7,78
E00107919,4.2,12.5,83.3
E00107920,4,31,65.1
E00107921,5.7,27.9,66.4
E00107922,3,27.4,69.6
E00107923,3.3,17.9,78.9
E00107924,1.6,46.4,52
E00107925,3.7,14.8,81.5
E00107926,5,24.8,70.2
E00107927,2.3,36.6,61.1
E00107928,0,34.4,65.6
E00107929,1.7,19,79.3
E00107930,2.3,25.8,71.9
E00107931,0,27,73
E00107932,3.1,40.6,56.3
E00107933,3,28.8,68.2
E00107934,2.5,28.1,69.4
E00107935,0,20.3,79.7
E00107936,4.5,17.2,78.4
E00107937,3.1,13,84
E00107938,3.3,13.8,82.9
E00107939,6.4,14.7,78.9
E00107940,1.6,35.9,62.5
E00107941,4.9,49.3,45.8
E00107942,2.6,18.1,79.3
E00107943,0.8,28.7,70.5
E00107944,7.8,35.9,56.3
E00107945,5.7,29.3,65
E00107946,1.5,44.5,54
E00107947,6.3,36,57.7
E00107948,2.5,24.8,72.7
E00107949,4.3,25.9,69.8
E00107951,6.3,29.1,64.6
E00107952,2,45.3,52.7
E00107954,0,22.4,77.6
E00107955,5,20.8,74.2
E00107957,2.3,15.8,82
E00107958,2.1,23.1,74.8
E00107959,0.8,20.6,78.6
E00107960,4,14,82
E00107961,2.3,20.2,77.5
E00107962,4.4,39,56.6
E00107995,8.1,12.2,79.7
E00107996,11.8,17.6,70.6
E00108369,7,17.3,75.7
E00108388,3.3,20.7,76
E00108389,7,21.7,71.3
E00108390,6.3,27.8,66
E00108392,3.1,29.8,67.2
E00108393,2.9,22.9,74.3
E00108394,6.1,32.1,61.8
E00108396,4.1,26,69.9
E00108437,3.3,15.8,80.8
E00108438,13.3,17.8,68.9
E00108439,3.1,25.4,71.5
E00108440,6.1,21.2,72.7
E00108441,1.9,26.7,71.4
E00108498,3.2,32.8,64
E00108499,5.7,24.4,69.9
E00108670,1.5,47.8,50.7
E00108671,1.4,47.8,50.7
E00108672,4.8,26.4,68.8
E00108673,3.6,24.8,71.5
E00108674,7,28.1,64.8
E00108675,1.7,28.3,70
E00108676,4.7,25.2,70.1
E00108677,2.8,24.8,72.3
E00108678,2.4,25,72.6
E00108679,10.8,21.6,67.6
E00108680,3.9,20.5,75.6
E00108681,3.7,25.9,70.4
E00108682,3.4,19.8,76.7
E00108683,2.1,32.6,65.2
E00108711,0.6,31.5,67.9
E00108714,7.1,22.2,70.6
E00108721,2,33.6,64.4
E00108791,6.1,54.8,39.1
E00108792,0.5,40.5,58.9
E00108793,3.4,35.3,61.3
E00108794,0.9,74.8,24.3
E00108795,3.4,56,40.6
E00108796,4.5,26.1,69.4
E00108797,4.5,70.5,25
E00108798,4.6,67.2,28.2
E00108799,3.9,29.9,66.1
E00108800,6.7,15.7,77.6
E00108801,3,29.3,67.7
E00108802,1.9,37.9,60.3
E00108803,0,48.2,51.8
E00108804,5.8,32.5,61.8
E00108805,3.3,34.4,62.3
E00108806,3.4,29,67.6
E00108807,2.6,58.8,38.6
E00108808,1.7,24.2,74.2
E00108809,3.2,35.7,61
E00108810,9.3,13.9,76.9
E00108811,8.2,22.7,69.1
E00108812,2.9,32,65
E00108813,4.4,21.1,74.6
E00108814,6,39.1,54.9
E00108815,9.4,29.2,61.3
E00108816,5.6,27.2,67.2
E00108817,9.6,29.6,60.9
E00108818,7.3,22.9,69.7
E00108819,7.2,30.6,62.2
E00108820,4.9,21,74.1
E00108821,5,20.7,74.3
E00108822,5.3,42.1,52.6
E00108823,9.7,30.6,59.7
E00108824,6.1,31.8,62.1
E00108825,8.8,25.7,65.4
E00108826,4.2,20.3,75.4
E00108827,6.6,27,66.4
E00108828,2,55.3,42.7
E00108829,4.5,31.1,64.4
E00108831,0.8,34.6,64.7
E00108832,4.2,36.6,59.2
E00108834,3.7,29.1,67.2
E00108836,4.2,41.8,54
E00108837,4.8,20.8,74.4
E00108838,2.9,39.6,57.6
E00108839,5.7,18,76.2
E00108840,4.5,36.1,59.4
E00108841,5,29.8,65.3
E00108842,10.8,14.4,74.8
E00108843,6.1,28.1,65.8
E00108845,7.7,23.1,69.2
E00108846,8.1,22.2,69.6
E00108847,2.7,20,77.3
E00108848,8.9,16.3,74.8
E00108849,5.1,16.1,78.8
E00108850,2.5,22.7,74.8
E00108851,6.6,45.9,47.5
E00108852,2.8,24.3,72.9
E00108853,3.8,46.2,50
E00108854,4.3,21.7,73.9
E00108855,7.1,18.6,74.3
E00108856,2.7,36,61.3
E00108857,4.2,23.7,72
E00108858,6.7,28.3,65
E00108859,6,20.7,73.3
E00108860,5.7,27.4,67
E00108861,5.8,34.4,59.7
E00108862,13.1,20.8,66.2
E00108863,1.7,27.9,70.4
E00108864,5.8,26.4,67.8
E00108865,2.3,31.5,66.2
E00108866,6,23.9,70.1
E00108973,0.8,20.8,78.3
E00108975,3,20.1,76.9
E00108976,3,23,74.1
E00108978,4,31.5,64.5
E00108979,2.3,25.6,72.1
E00108980,5.8,28.9,65.3
E00108982,7.4,16.2,76.5
E00108983,3.4,26.1,70.6
E00108984,3.8,28,68.2
E00108985,4.8,29.4,65.9
E00108986,4.9,13.3,81.8
E00108990,4.5,20.1,75.4
E00108996,5.3,20.6,74
E00109013,3.1,26.4,70.5
E00109014,3.4,52.4,44.2
E00109015,5.9,22.8,71.3
E00109016,6.1,33.9,60
E00109017,3.8,21.2,75
E00109018,4.5,34.3,61.2
E00109019,3.3,42.1,54.5
E00109020,0.7,48.9,50.4
E00109021,2.9,27.9,69.3
E00109022,1.9,44.9,53.2
E00109023,2.6,26.7,70.7
E00109024,3.5,45.8,50.7
E00109025,0.8,21.6,77.6
E00109026,2.1,13.8,84.1
E00109027,5.6,30.5,63.8
E00109028,1.5,20.8,77.7
E00109029,4.4,31.9,63.7
E00109030,8.9,22.2,68.9
E00109031,3.1,23.7,73.2
E00109033,0.9,27.3,71.8
E00109388,2.3,24.2,73.4
E00109389,9.6,17.8,72.6
E00109390,4.3,12.9,82.9
E00109391,3.6,25.5,70.9
E00109393,0.8,68.9,30.3
E00109395,4,23.4,72.6
E00109396,3.4,33.3,63.2
E00109397,4.7,21.1,74.2
E00109398,7.5,9.2,83.3
E00109399,4.1,15.7,80.2
E00109400,5.2,39.7,55.2
E00109401,3.9,17.1,79.1
E00109402,2.4,27.6,69.9
E00109403,11.9,15.3,72.9
E00109404,2.4,14.5,83.1
E00109405,0,34.6,65.4
E00109406,6.6,26.3,67.1
E00109407,2.7,19.3,78.1
E00109408,2.5,27.7,69.8
E00109409,5,31.4,63.5
E00109410,2.9,23.7,73.4
E00109411,1.6,40,58.4
E00109412,2.7,28.5,68.8
E00109413,2.9,43.9,53.2
E00109414,4.2,24.5,71.3
E00109415,4,23.5,72.5
E00109417,4.9,15.6,79.5
E00109418,4.1,29.5,66.4
E00109419,4.6,18.4,77
E00109421,5.4,24.8,69.8
E00109422,2.3,24.4,73.3
E00109423,3.2,44,52.8
E00109425,4.8,32.5,62.7
E00109426,3.5,20.9,75.7
E00109427,6.2,24,69.8
E00109428,6.1,34.8,59.1
E00109430,3.7,19.1,77.2
E00109431,3.4,25.9,70.7
E00109434,3.2,24.2,72.6
E00109435,5.7,25.8,68.6
E00109436,3.4,31,65.5
E00109437,1.4,18.1,80.6
E00109438,6.5,18.3,75.2
E00109439,3.6,24.3,72.1
E00109440,1.5,38.3,60.2
E00109441,5.4,38.5,56.1
E00109442,2.4,21.8,75.8
E00109444,8.8,26.5,64.7
E00109446,0.5,25.3,74.2
E00109447,0.8,55.5,43.7
E00109448,2.5,34.5,63
E00109450,2,26.1,71.9
E00109452,3.3,47.5,49.2
E00109453,4.3,39.1,56.5
E00109454,7.1,25.3,67.7
E00109455,4.2,19.3,76.5
E00109456,2.8,29.9,67.4
E00109457,3.5,14.8,81.7
E00109458,3.3,35.8,60.8
E00109459,1.3,37.6,61.1
E00109460,5.4,20.5,74.1
E00109461,1,22.8,76.2
