areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00107872,87.4,9.7,1.2,0.3,1.5
E00107873,92.1,5.5,2.4,0,0
E00107874,93.3,4.9,1.8,0,0
E00107875,92.8,6.6,0,0,0.5
E00107876,92.2,7.8,0,0,0
E00107877,94.2,4.3,0,0,1.5
E00107878,79.9,11.8,3.8,0.3,4.1
E00107879,89.9,7.5,0.3,1,1.3
E00107880,93.5,5.3,1,0,0.2
E00107881,92.5,4.6,0.6,0.6,1.7
E00107882,92.6,5.6,1.9,0,0
E00107883,88.6,9.4,1.9,0,0
E00107884,91.5,6.3,0.6,1.6,0
E00107885,89,6.8,1.4,1.7,1.1
E00107886,94,4.3,1,0,0.7
E00107887,87.3,10.3,1.3,0.8,0.3
E00107888,94.7,4.6,0,0.7,0
E00107889,86.5,6.2,0.7,2.9,3.6
E00107890,93.9,4.1,1.2,0.6,0.3
E00107891,88.6,7.2,2.7,0.3,1.2
E00107892,90.3,8.6,0.7,0,0.4
E00107893,98.2,1.8,0,0,0
E00107894,89.5,8.3,1.5,0.3,0.3
E00107895,93.7,5.9,0.3,0,0
E00107896,91.4,5.6,1.5,0.6,0.9
E00107897,82.9,10.8,3.2,1.6,1.6
E00107898,96.1,3.4,0,0.3,0.3
E00107899,85.4,6.7,2.8,2.8,2.4
E00107900,90.6,4,0.9,3.1,1.4
E00107901,94.6,3.6,0.9,0.6,0.3
E00107902,88.8,9.8,0.5,0,1
E00107903,93.4,3.8,2.8,0,0
E00107904,93.8,4.4,0.7,1,0
E00107905,94.4,5.1,0.6,0,0
E00107906,93.3,4.9,1.2,0.3,0.3
E00107907,97.5,1.8,0.4,0.4,0
E00107908,94,6,0,0,0
E00107909,94.5,3.8,0.6,0.9,0.3
E00107910,93,6.4,0.6,0,0
E00107911,94,3.8,2.3,0,0
E00107912,95.3,3.8,0.3,0,0.6
E00107913,93.4,3.1,2.3,0,1.2
E00107914,93.5,3.2,1.6,1.1,0.5
E00107915,93.5,4.9,0,1,0.5
E00107916,90.9,8.1,0.5,0,0.5
E00107917,94.9,3.5,0.3,0,1.3
E00107918,92,5.9,1.5,0.3,0.3
E00107919,93.9,3.8,1.6,0.6,0
E00107920,88.9,8.4,1.7,0.7,0.3
E00107921,89,6,1.2,1.8,2.1
E00107922,90,6.1,3.2,0.3,0.3
E00107923,93.7,2.8,2.2,0.9,0.3
E00107924,93.4,2.9,2.5,0.4,0.8
E00107925,95.4,3.4,1.1,0,0
E00107926,92.9,5.3,0.4,1.4,0
E00107927,91.8,6,0,1.1,1.1
E00107928,93.7,3.8,2.1,0,0.3
E00107929,92.8,6.5,0,0.7,0
E00107930,94.6,3.5,1.6,0.3,0
E00107931,93.2,4.3,2.2,0.3,0
E00107932,88.1,7.7,0.9,2.7,0.6
E00107933,93.4,4,2,0.3,0.3
E00107934,91.2,5.6,0,2.8,0.4
E00107935,94.8,4.9,0.3,0,0
E00107936,97.2,2.8,0,0,0
E00107937,93.2,5.9,0.8,0,0
E00107938,89.3,10.3,0.3,0,0
