areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00107872,13.3,15.2,49.4,22.2
E00107873,10.7,18,50.8,20.5
E00107874,7.6,17.2,59.2,15.9
E00107875,11.4,16.1,56.4,16.1
E00107876,16.8,10.6,59,13.7
E00107877,16.3,14.1,47.4,22.2
E00107878,11.2,15.1,58.6,15.1
E00107879,13.4,18.8,52.3,15.4
E00107880,14.4,16.8,55.4,13.4
E00107881,6,8.4,60.2,25.3
E00107882,7.1,17,68.1,7.7
E00107883,6,17.6,63.7,12.6
E00107884,9.4,18.7,64.9,7
E00107885,8.6,16.7,58.6,16.2
E00107886,13,19.6,60.1,7.2
E00107887,17.2,19.4,50.5,12.9
E00107888,12.9,13.6,64.4,9.1
E00107889,11.5,18.9,57.4,12.2
E00107890,12.5,17.9,61.3,8.3
E00107891,13.3,14,60.7,12
E00107892,12.7,16.1,57.6,13.6
E00107893,14.7,18,60.7,6.7
E00107894,7.2,18,61.7,13.2
E00107895,12.2,11.6,64.6,11.6
E00107896,16.9,16.9,54.1,12.2
E00107897,9.7,11.7,68.2,10.4
E00107898,9.5,23.8,55.4,11.3
E00107899,6.3,15.3,63.9,14.6
E00107900,11.8,17.1,59.9,11.2
E00107901,10.3,17.7,56.6,15.4
E00107902,10.3,13.3,64.2,12.1
E00107903,10.3,13.5,62.6,13.5
E00107904,14.1,14.6,56.3,15.1
E00107905,10.1,19,59.8,11.2
E00107906,17,18.2,48.4,16.4
E00107907,15.3,25,50.7,9
E00107908,14.8,14.8,49.7,20.6
E00107909,12.8,23.7,44.9,18.6
E00107910,13,14.8,55.6,16.6
E00107911,10.7,14.8,63.1,11.4
E00107912,12.5,14.8,52.8,19.9
E00107913,6.4,12,73.6,8
E00107914,9.1,14.5,61.8,14.5
E00107915,8.7,16.9,56.3,18
E00107916,9.8,21.3,54.1,14.8
E00107917,8.4,16.8,68.5,6.3
E00107918,10.8,20.9,52,16.2
E00107919,7.6,16,56.9,19.4
E00107920,5.8,19.8,61.2,13.2
E00107921,10.8,15.9,54.8,18.5
E00107922,11.6,11,59.4,18.1
E00107923,5.6,21.3,57.5,15.6
E00107924,13.3,16.3,60.2,10.2
E00107925,14.2,12.2,59.5,14.2
E00107926,9.9,20.6,60.3,9.2
E00107927,6.2,18.5,59.2,16.2
E00107928,8.4,15.2,59.6,16.9
E00107929,14.2,11.2,50,24.6
E00107930,13.3,16.3,54.8,15.7
E00107931,12.9,15.2,62.4,9.6
E00107932,8.1,10.5,65.1,16.3
E00107933,7.7,16.6,62.7,13
E00107934,13,16.4,54.1,16.4
E00107935,14.1,18.8,52.3,14.8
E00107936,12.6,23.4,52.1,12
E00107937,9,21.7,56,13.3
E00107938,11,22.1,46.9,20
E00107939,11.3,19,52.8,16.9
E00107940,8.4,12.6,66.5,12.6
E00107941,8.7,20.9,53.9,16.5
E00107942,16.4,20.4,48.7,14.5
E00107943,11,13.8,60,15.2
E00107944,10.9,21.1,58.6,9.4
E00107945,9.7,17,64.2,9.1
E00107946,9.3,14.2,56.8,19.8
E00107947,15.5,23.6,52.7,8.2
E00107948,9.3,18,57.8,14.9
E00107949,8.5,12.3,65.4,13.8
E00107951,6.9,22.1,57.3,13.7
E00107952,12,19.7,51.3,17.1
E00107954,12.9,20.7,49.3,17.1
E00107955,10.3,15.9,57.9,15.9
E00107957,8.9,17.2,54.4,19.4
E00107958,11.9,16.5,52.3,19.3
