areacd,disability_3a-001,disability_3a-002
E00027923,7.8,92.2
E00028304,17.8,82.2
E00028305,20.1,79.9
E00028321,24.5,75.5
E00028322,19.4,80.6
E00028323,14.3,85.7
E00028324,17.1,82.9
E00028325,21.4,78.6
E00028327,15.4,84.6
E00055355,18.6,81.4
E00055362,16.1,83.9
E00055373,15.1,84.9
E00055375,17.2,82.8
E00055376,21.7,78.3
E00055377,17.3,82.7
E00055378,18,82
E00055379,22.8,77.2
E00055380,19.2,80.8
E00055381,18.6,81.4
E00055382,25.1,74.9
E00128685,14.1,85.9
E00128686,26.5,73.5
E00128705,14.8,85.2
E00128706,21.6,78.4
E00128707,17.5,82.5
E00128708,22.1,77.9
E00128709,26.5,73.5
E00128710,22.3,77.7
E00128711,24.8,75.2
E00128712,21.3,78.7
E00128713,22.7,77.3
E00128714,19.7,80.3
E00128715,18.1,81.9
E00128716,20.5,79.5
E00128717,18.2,81.8
E00128720,15.6,84.4
E00128723,17.1,82.9
E00128724,9.5,90.5
E00128726,21.1,78.9
E00128730,10.8,89.2
E00128748,21.3,78.7
E00128749,19.3,80.7
E00128750,21.5,78.5
E00128751,17.9,82.1
E00128752,16,84
E00128753,17.6,82.4
E00128754,12.4,87.6
E00128755,23.1,76.9
E00128756,14.6,85.4
E00128757,22.8,77.2
E00128758,25.9,74.1
E00128759,24.5,75.5
E00128760,24.3,75.7
E00128761,28.9,71.1
E00128762,22.4,77.6
E00128763,15.4,84.6
E00128764,28.2,71.8
E00128765,11.7,88.3
E00128766,24.6,75.4
E00128767,27.8,72.2
E00128768,18.9,81.1
E00128769,26,74
E00128770,14.7,85.3
E00128771,15.6,84.4
E00128772,29.2,70.8
E00128773,21.8,78.2
E00128774,20.6,79.4
E00128775,27.2,72.8
E00128776,11.3,88.7
E00128777,23.6,76.4
E00128778,15.9,84.1
E00128779,17,83
E00128780,15,85
E00128781,18.7,81.3
E00128782,19.8,80.2
E00128783,24.7,75.3
E00128784,12.6,87.4
E00128786,21.1,78.9
E00128787,21.4,78.6
E00128788,14.1,85.9
E00128790,40.3,59.7
E00128791,25.1,74.9
E00128792,17.3,82.7
E00128793,29.6,70.4
E00128794,25.2,74.8
E00128795,22.2,77.8
E00128815,19.3,80.7
E00128816,16,84
E00128817,25.8,74.2
E00128818,17.7,82.3
E00128819,29,71
E00128820,32.6,67.4
E00128821,25.1,74.9
E00128822,28.9,71.1
E00128823,27.1,72.9
E00128824,28.5,71.5
E00128826,32,68
E00128827,23.3,76.7
E00128829,16.1,83.9
E00128830,13.3,86.7
E00128842,21.9,78.1
E00128849,28.6,71.4
E00128850,22.7,77.3
E00128851,20.5,79.5
E00128852,21.8,78.2
E00128853,31.4,68.6
E00128854,32.8,67.2
E00128855,16.6,83.4
E00128856,29.9,70.1
E00128857,31.1,68.9
E00128858,26.4,73.6
E00128859,22.3,77.7
E00128860,23.9,76.1
E00128861,22.4,77.6
E00128862,16.4,83.6
E00128863,20.5,79.5
E00128864,13.8,86.2
E00128865,21.2,78.8
E00128866,19,81
E00128867,11.2,88.8
E00128868,19.6,80.4
E00128869,17.6,82.4
E00128870,20.5,79.5
E00128871,15.8,84.2
E00128872,27.5,72.5
E00128873,19,81
E00128874,21,79
E00128875,21.8,78.2
E00128876,18.6,81.4
E00128877,21,79
E00128878,19.2,80.8
E00128879,32.5,67.5
E00128880,22.3,77.7
E00172554,13.3,86.7
E00172555,10.6,89.4
E00181509,24.2,75.8
E00181525,25.4,74.6
E00181554,9.5,90.5
E00181561,11.5,88.5
E00181745,11.6,88.4
