areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00027923,6.1,17.9,66.5,9.5
E00028304,8.2,15.5,72.2,4.1
E00028305,17.2,23,54,5.7
E00028321,13.5,18.3,57.1,11.1
E00028322,7.8,19,56.9,16.4
E00028323,7.1,13.1,68.9,10.9
E00028324,6.7,18.5,62.6,12.3
E00028325,6.7,18.8,59.1,15.4
E00028327,4.3,20.3,68.8,6.5
E00055355,12.5,21.7,53.9,11.8
E00055362,9.3,19.2,54.9,16.5
E00055373,11.6,21,57.5,9.9
E00055375,11.6,21.5,52.1,14.9
E00055376,14.7,20.5,54.5,10.3
E00055377,6,24.8,59.7,9.4
E00055378,6.3,17.7,67.1,8.9
E00055379,9.6,19.7,58.1,12.6
E00055380,10.7,30,50.7,8.6
E00055381,8.5,21.3,57.4,12.8
E00055382,19.3,21.6,52.3,6.8
E00128685,10.5,20.9,58.8,9.8
E00128686,15.7,15.1,59,10.2
E00128705,7,17.1,65.8,10.1
E00128706,10.2,18.1,64.5,7.2
E00128707,8.3,17.3,62.5,11.9
E00128708,6.6,21.3,66.4,5.7
E00128709,7.5,19.4,61.3,11.8
E00128710,2.7,19.6,67,10.7
E00128711,10.2,19.7,60.6,9.4
E00128712,6.5,15.2,65.2,13
E00128713,12.5,17.1,57.9,12.5
E00128714,10.1,20.2,63.6,6.2
E00128715,6.8,22,65.2,6.1
E00128716,9.2,18.3,59.5,13
E00128717,8.5,27.5,54.9,9.2
E00128720,6.5,17.6,64.1,11.8
E00128723,6.1,18.2,63,12.7
E00128724,8.7,17.3,58.7,15.4
E00128726,7.4,25.9,51.9,14.8
E00128730,12.9,15.7,60.7,10.7
E00128748,5.3,21.2,67.4,6.1
E00128749,9.8,17.2,58.1,14.9
E00128750,9.9,22,58.8,9.3
E00128751,5.9,32.2,53.9,7.9
E00128752,10.9,16.3,64.3,8.5
E00128753,7.4,19.8,62.9,9.9
E00128754,7.1,17.1,64.3,11.4
E00128755,14,21.7,53.8,10.5
E00128756,10.7,18.9,58.6,11.8
E00128757,9.4,20.2,59.1,11.3
E00128758,7.7,23.1,64.8,4.4
E00128759,7.6,19.3,59.7,13.4
E00128760,7.9,24.6,59.6,7.9
E00128761,8.1,20.3,61,10.6
E00128762,12.5,22.5,51.3,13.8
E00128763,9,19.9,58.4,12.7
E00128764,10.1,20.1,57,12.8
E00128765,4.3,24.6,58.7,12.3
E00128766,14.4,20.7,54.1,10.8
E00128767,8.6,22.9,53.6,15
E00128768,8.2,16.3,59.2,16.3
E00128769,6.9,21.6,64.7,6.9
E00128770,14.6,24.8,49.7,10.8
E00128771,12.8,19.7,55.9,11.7
E00128772,6.2,17.3,65.4,11.1
E00128773,6.1,22.7,63.8,7.4
E00128774,3.1,18.2,67.3,11.3
E00128775,6,15,69.2,9.8
E00128776,7.7,23.9,54.2,14.2
E00128777,6.1,16.5,65.2,12.2
E00128778,11.7,9.5,68.6,10.2
E00128779,9.2,20.7,62.6,7.5
E00128780,11.6,21.4,57.8,9.2
E00128781,6.1,17,67.9,9.1
E00128782,8.8,18.4,64.9,7.9
E00128783,5.6,26.1,60.6,7.7
E00128784,10.6,16.9,59.4,13.1
E00128786,6.7,18.2,64.8,10.3
E00128787,10.3,15.5,65.8,8.4
E00128788,9.3,14.1,64.9,11.7
E00128790,9.3,18.5,53.7,18.5
E00128791,6,27.5,55.7,10.7
E00128792,7.1,20.8,64.9,7.1
E00128793,9,26,60,5
E00128794,10.5,22.6,58.9,8.1
E00128795,6.4,19.1,68.8,5.7
E00128815,6.3,22.5,59.2,12
E00128816,8.2,17.7,63.3,10.9
E00128817,7.4,23.2,65.3,4.2
E00128818,5.5,23.4,64.8,6.3
E00128819,11,20.2,57.8,11
E00128820,9.8,18.3,58.5,13.4
E00128821,4.6,22.2,63,10.2
E00128822,9.6,13,71.3,6.1
E00128823,7.6,20.8,64.6,6.9
E00128824,8.7,17.4,67.8,6
E00128826,8.9,17.9,64.3,8.9
E00128827,13.4,22.5,50,14.1
E00128829,5.8,21.7,65.9,6.5
E00128830,6.6,18.8,62.8,11.9
E00128842,10.2,18.4,59.7,11.7
E00128849,9.6,18.3,60.9,11.3
E00128850,8.7,23.1,62.1,6.2
E00128851,9.1,20.8,57.1,13
E00128852,6.7,25.4,60.4,7.5
E00128853,9.3,13.4,72.2,5.2
E00128854,13,20.8,54.5,11.7
E00128855,7.5,20.7,63.8,8
E00128856,12.2,15.6,63.3,8.9
E00128857,10.8,23.4,58.6,7.2
E00128858,3.4,23.8,64.6,8.2
E00128859,11.8,15.4,60.5,12.3
E00128860,10.3,26,52.1,11.6
E00128861,6.4,14.9,69.1,9.6
E00128862,8.1,16.2,56.1,19.6
E00128863,12.7,16.3,50.6,20.5
E00128864,8.9,17.4,67.2,6.4
E00128865,11.2,23.7,56.6,8.6
E00128866,9.9,12.2,65.7,12.2
E00128867,6.9,14.2,68.1,10.8
E00128868,6.2,25.7,55.8,12.4
E00128869,10.1,19.5,60.9,9.5
E00128870,10,16.9,60,13.1
E00128871,7.1,12.6,70.9,9.4
E00128872,12.7,22.2,52.4,12.7
E00128873,6.9,18.6,66.7,7.8
E00128874,11.2,21.6,58.4,8.8
E00128875,9.9,25.6,60.3,4.1
E00128876,3.3,27.2,58.9,10.6
E00128877,10.6,15.2,60.3,13.9
E00128878,7.7,16.9,63.4,12
E00128879,11.1,26.3,54.5,8.1
E00128880,13.2,17.2,56.9,12.6
E00172554,11.1,15,65.5,8.4
E00172555,4.4,16.3,62.4,16.9
E00181509,15.4,25.6,51.3,7.7
E00181525,6.3,22.5,63.1,8.1
E00181554,4.9,14.2,68,13
E00181561,4.9,16.7,66.7,11.7
E00181745,6.7,15.7,61.9,15.7
