geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00078252,6.3,18.1,75.6
E00078253,3.8,37.7,58.5
E00078254,11,16.9,72
E00078255,6.3,18.9,74.7
E00078289,2.7,21.4,75.9
E00078290,2.6,38.5,59
E00078291,6.4,18.6,75
E00078292,2.2,38,59.9
E00078293,0.9,41.4,57.7
E00078294,6,35.1,59
E00078295,3.8,26.3,69.9
E00078296,4.2,23.5,72.3
E00078297,1.6,32.8,65.6
E00078298,9.3,38,52.7
E00078299,8.7,20.6,70.6
E00078300,0.7,29.9,69.4
E00078301,3.8,30.5,65.6
E00078302,0,35.6,64.4
E00078303,0.9,55.7,43.4
E00078304,7.8,24.1,68.1
E00078305,5.9,22.7,71.4
E00078306,0.8,32.2,66.9
E00078307,5.3,28.8,65.9
E00078308,1.7,32.8,65.5
E00078310,0.8,22.5,76.7
E00078311,4,28.8,67.2
E00078312,8.5,22.5,69
E00078313,10.6,28.5,61
E00078314,5.6,18.5,75.8
E00078315,2.5,40.3,57.1
E00078316,1.7,30.5,67.8
E00078317,3.4,23.7,72.9
E00078318,1.6,42.2,56.3
E00078319,5.6,22.4,72
E00078320,3.4,17.8,78.8
E00078321,3.4,26.1,70.6
E00078323,8.6,25.7,65.7
E00078324,4.8,43.4,51.8
E00078325,2.5,53.4,44.1
E00078326,13.2,16,70.8
E00078327,4.9,20.4,74.8
E00078328,9.6,14.4,76
E00078329,8,20.5,71.4
E00078330,3.5,60.2,36.3
E00078331,4.8,46.7,48.6
E00078332,3.8,26.5,69.7
E00078333,9.7,23.9,66.4
E00078334,11,24,65
E00078335,7.4,23.8,68.9
E00078336,5.6,16.1,78.2
E00078337,2.2,43,54.8
E00078338,6.8,25.8,67.4
E00078339,12.4,11.2,76.4
E00078340,20.2,16.7,63.1
E00078341,3.6,36.4,60
E00078342,0,80.7,19.3
E00078343,7.2,20,72.8
E00078344,7,23.6,69.4
E00078345,5.2,35.6,59.3
E00078540,8.7,19.7,71.7
E00078543,7.8,28.4,63.7
