areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00038588,58.8,41.2
E00038589,46.9,53.1
E00038590,46.5,53.5
E00038591,50,50
E00038595,49.8,50.2
E00038596,59.1,40.9
E00038598,46.1,53.9
E00038599,62,38
E00038600,59.9,40.1
E00038601,53.9,46.1
E00038602,45.4,54.6
E00038603,52.1,47.9
E00038604,67.8,32.2
E00038605,56.2,43.8
E00038606,64,36
E00038789,31.2,68.8
E00038790,57.7,42.3
E00038791,47.6,52.4
E00038792,41.2,58.8
E00038793,54.1,45.9
E00038794,59.8,40.2
E00038795,49.6,50.4
E00038796,50.7,49.3
E00038797,60,40
E00038798,54.8,45.2
E00038799,44.5,55.5
E00038800,53,47
E00038801,51.5,48.5
E00038802,53,47
E00038803,51.3,48.7
E00038804,59,41
E00038805,51.5,48.5
E00038806,55.6,44.4
E00038807,45.6,54.4
E00038808,50.8,49.2
E00038809,61.4,38.6
E00038810,48.6,51.4
E00038811,65.9,34.1
E00038812,25.7,74.3
E00038813,54.5,45.5
E00038814,38.9,61.1
E00038815,59.6,40.4
E00038816,58.2,41.8
E00038817,66.4,33.6
E00038818,64.2,35.8
E00038819,46.2,53.8
E00038820,58.4,41.6
E00038821,66.4,33.6
E00038822,44.6,55.4
E00038823,60.5,39.5
E00038824,68.4,31.6
E00038825,48.7,51.3
E00038826,63.8,36.2
E00039275,50.7,49.3
E00039276,41.1,58.9
E00039277,45.9,54.1
E00039278,52.3,47.7
E00039279,44.1,55.9
E00039280,41.1,58.9
E00039281,47.8,52.2
E00039282,27.8,72.2
E00039283,30.9,69.1
E00039284,43.6,56.4
E00039285,22.5,77.5
E00039286,31.3,68.7
E00039287,28.3,71.7
E00039288,10.8,89.2
E00039289,22.1,77.9
E00039290,53.8,46.2
E00039291,38.6,61.4
E00039292,28,72
E00039293,35.2,64.8
E00039294,37.6,62.4
E00039295,31.9,68.1
E00039296,24.6,75.4
E00039297,37.4,62.6
E00039298,20.2,79.8
E00039299,32.4,67.6
E00039300,25.3,74.7
E00039301,60,40
E00039302,63.3,36.7
E00039303,59.2,40.8
E00039304,60.9,39.1
E00039305,47.9,52.1
E00039306,61.1,38.9
E00039307,56.9,43.1
E00039308,49.4,50.6
E00039309,59.9,40.1
E00039310,53.2,46.8
E00039311,15,85
E00039312,60.2,39.8
E00039313,53.2,46.8
E00039314,54.8,45.2
E00039315,42.9,57.1
E00039316,42.3,57.7
E00039317,60.8,39.2
E00039318,35.3,64.7
E00039319,44,56
E00039320,41.7,58.3
E00039321,42.9,57.1
E00039322,61.7,38.3
E00039323,53.7,46.3
E00039324,43.5,56.5
E00039325,37.8,62.2
E00039326,66,34
E00039327,38.9,61.1
E00039328,44.9,55.1
E00039329,36.7,63.3
E00039330,41.2,58.8
E00039331,27.7,72.3
E00039332,31.4,68.6
E00039333,39.6,60.4
E00039434,29.3,70.7
E00039435,36.3,63.7
E00039436,27,73
E00039437,60.5,39.5
E00039438,64,36
E00039439,52.1,47.9
E00039440,38,62
E00039441,41.2,58.8
E00039442,24.2,75.8
E00039443,18.6,81.4
E00039445,38.8,61.2
E00039446,27.2,72.8
E00039447,32.8,67.2
E00039448,52.9,47.1
E00039449,36.7,63.3
E00039450,29.9,70.1
E00039451,27.6,72.4
E00039452,48.7,51.3
E00039453,57.1,42.9
E00039454,49.5,50.5
E00039455,45.5,54.5
E00039456,49.8,50.2
E00039457,46.4,53.6
E00039458,53,47
E00039459,50.5,49.5
E00039460,32.6,67.4
E00039461,44.3,55.7
E00039462,41.6,58.4
E00039463,65.8,34.2
E00039464,51.6,48.4
E00039465,63.5,36.5
E00039468,57.7,42.3
E00039469,51.5,48.5
E00039470,46.4,53.6
E00039471,61.1,38.9
E00142660,67.8,32.2
E00142661,55.5,44.5
E00142662,55,45
E00142663,59.5,40.5
E00142665,38.6,61.4
E00142666,62.8,37.2
E00142667,47.3,52.7
E00142668,73.9,26.1
E00142669,57.7,42.3
E00142670,59.4,40.6
E00142671,58.8,41.2
E00142672,69,31
E00142673,49.6,50.4
E00142674,55.5,44.5
E00142675,37.1,62.9
E00142676,43.5,56.5
E00142677,30.2,69.8
E00142678,41,59
E00142679,52,48
E00142680,35.9,64.1
E00142681,38.2,61.8
E00142682,47.5,52.5
E00142683,38.5,61.5
E00142684,59.7,40.3
E00142685,61.8,38.2
E00142686,57.7,42.3
E00142687,59.4,40.6
E00142786,29.6,70.4
E00142787,51.7,48.3
E00142788,33.5,66.5
E00142790,42.4,57.6
E00142791,43.7,56.3
E00142792,49.7,50.3
E00142794,43.7,56.3
E00142796,43.6,56.4
E00142797,55.2,44.8
E00142798,39,61
E00142800,48.5,51.5
E00142803,27.1,72.9
E00142804,40.4,59.6
E00142805,46.4,53.6
E00142806,44.2,55.8
E00142807,40.6,59.4
E00142810,46.2,53.8
E00142811,45.3,54.7
E00142812,45,55
E00142813,42,58
E00142814,32.9,67.1
E00142815,47.2,52.8
E00142816,40.3,59.7
E00142817,41.4,58.6
E00142910,59.3,40.7
E00142911,64.1,35.9
E00168773,39.2,60.8
E00168774,38.9,61.1
E00173385,60.6,39.4
E00176787,50.5,49.5
E00176812,49.7,50.3
E00176827,56.6,43.4
E00176832,43.8,56.2
E00176836,37.6,62.4
E00176842,41.4,58.6
E00176860,59.1,40.9
E00176885,43.3,56.7
E00176888,37,63
