areacd,sex-001,sex-002
E00038588,52.8,47.2
E00038589,62.1,37.9
E00038590,54.9,45.1
E00038591,50.4,49.6
E00038595,46.8,53.2
E00038596,54,46
E00038598,54,46
E00038599,53,47
E00038600,57.7,42.3
E00038601,53.1,46.9
E00038602,50.8,49.2
E00038603,50.7,49.3
E00038604,53.1,46.9
E00038605,52.3,47.7
E00038606,49.1,50.9
E00038789,51.8,48.2
E00038790,50,50
E00038791,53.2,46.8
E00038792,49.7,50.3
E00038793,52.7,47.3
E00038794,52.3,47.7
E00038795,51.3,48.7
E00038796,49.8,50.2
E00038797,49,51
E00038798,47.3,52.7
E00038799,52.8,47.2
E00038800,50.7,49.3
E00038801,48.5,51.5
E00038802,50.9,49.1
E00038803,48.7,51.3
E00038804,51,49
E00038805,53.3,46.7
E00038806,52.7,47.3
E00038807,50.2,49.8
E00038808,52.9,47.1
E00038809,50.9,49.1
E00038810,54.1,45.9
E00038811,50.7,49.3
E00038812,52.5,47.5
E00038813,50.9,49.1
E00038814,52.4,47.6
E00038815,47.1,52.9
E00038816,50.8,49.2
E00038817,52.3,47.7
E00038818,50.2,49.8
E00038819,52.4,47.6
E00038820,53.3,46.7
E00038821,51.9,48.1
E00038822,49,51
E00038823,55.2,44.8
E00038824,54.8,45.2
E00038825,48.3,51.7
E00038826,51,49
E00039275,53.5,46.5
E00039276,54,46
E00039277,54.2,45.8
E00039278,51,49
E00039279,45.9,54.1
E00039280,50.8,49.2
E00039281,48.8,51.2
E00039282,54,46
E00039283,54.4,45.6
E00039284,56,44
E00039285,54.3,45.7
E00039286,50.3,49.7
E00039287,54.1,45.9
E00039288,48,52
E00039289,48.7,51.3
E00039290,50,50
E00039291,51.7,48.3
E00039292,55.4,44.6
E00039293,45.8,54.2
E00039294,52.8,47.2
E00039295,52.7,47.3
E00039296,53.8,46.2
E00039297,53.2,46.8
E00039298,53.3,46.7
E00039299,55,45
E00039300,55.7,44.3
E00039301,47.2,52.8
E00039302,48.7,51.3
E00039303,46.6,53.4
E00039304,53.1,46.9
E00039305,45.7,54.3
E00039306,49.3,50.7
E00039307,50.6,49.4
E00039308,47.4,52.6
E00039309,51.9,48.1
E00039310,50,50
E00039311,46.9,53.1
E00039312,52.7,47.3
E00039313,52.3,47.7
E00039314,51,49
E00039315,51.4,48.6
E00039316,48,52
E00039317,55.6,44.4
E00039318,48.7,51.3
E00039319,53.4,46.6
E00039320,53.8,46.2
E00039321,51,49
E00039322,51.3,48.7
E00039323,51.7,48.3
E00039324,47.3,52.7
E00039325,48.1,51.9
E00039326,48.1,51.9
E00039327,49.6,50.4
E00039328,52.5,47.5
E00039329,46.7,53.3
E00039330,49.5,50.5
E00039331,56.8,43.2
E00039332,57.1,42.9
E00039333,51.9,48.1
E00039434,50.8,49.2
E00039435,51,49
E00039436,46.6,53.4
E00039437,48.6,51.4
E00039438,48.4,51.6
E00039439,50.9,49.1
E00039440,49.3,50.7
E00039441,51,49
E00039442,54.7,45.3
E00039443,51.3,48.7
E00039445,50.4,49.6
E00039446,50,50
E00039447,47.7,52.3
E00039448,49,51
E00039449,56.6,43.4
E00039450,50.9,49.1
E00039451,48,52
E00039452,56.7,43.3
E00039453,51.5,48.5
E00039454,50.4,49.6
E00039455,52.8,47.2
E00039456,51.1,48.9
E00039457,52.2,47.8
E00039458,52.2,47.8
E00039459,51.9,48.1
E00039460,52.2,47.8
E00039461,52.2,47.8
E00039462,47.2,52.8
E00039463,50.5,49.5
E00039464,48.9,51.1
E00039465,49.3,50.7
E00039468,50.4,49.6
E00039469,49.4,50.6
E00039470,53.2,46.8
E00039471,53.2,46.8
E00142660,50.2,49.8
E00142661,46.3,53.7
E00142662,52.1,47.9
E00142663,49.8,50.2
E00142665,51.4,48.6
E00142666,50.3,49.7
E00142667,47.8,52.2
E00142668,51.6,48.4
E00142669,54.9,45.1
E00142670,49.1,50.9
E00142671,52,48
E00142672,51.6,48.4
E00142673,49.9,50.1
E00142674,50.2,49.8
E00142675,54.2,45.8
E00142676,54.1,45.9
E00142677,51.2,48.8
E00142678,53.5,46.5
E00142679,49,51
E00142680,53.6,46.4
E00142681,50.5,49.5
E00142682,52,48
E00142683,51.8,48.2
E00142684,51.3,48.7
E00142685,50.7,49.3
E00142686,53.4,46.6
E00142687,52.7,47.3
E00142786,55.6,44.4
E00142787,49.5,50.5
E00142788,52.5,47.5
E00142790,50,50
E00142791,52.9,47.1
E00142792,49.7,50.3
E00142794,54,46
E00142796,50,50
E00142797,53.1,46.9
E00142798,53.3,46.7
E00142800,48.2,51.8
E00142803,55.1,44.9
E00142804,55.5,44.5
E00142805,53.2,46.8
E00142806,49.6,50.4
E00142807,47.7,52.3
E00142810,55.3,44.7
E00142811,52.5,47.5
E00142812,49.7,50.3
E00142813,48.8,51.2
E00142814,52.7,47.3
E00142815,49.2,50.8
E00142816,54.3,45.7
E00142817,50,50
E00142910,48.1,51.9
E00142911,49.7,50.3
E00168773,53.3,46.7
E00168774,50.4,49.6
E00173385,51.3,48.7
E00176787,51.1,48.9
E00176812,51.3,48.7
E00176827,52.8,47.2
E00176832,51.3,48.7
E00176836,56.5,43.5
E00176842,51,49
E00176860,48,52
E00176885,49.6,50.4
E00176888,49.4,50.6
