areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00038588,12,34.3,3,48.5,2.1
E00038589,23,36.6,8.4,29.3,2.6
E00038590,17.8,38,6.6,32.9,4.7
E00038591,14.7,31.7,7.1,43.8,2.7
E00038595,18.2,37.9,5.4,34,4.4
E00038596,25.2,34.7,6.9,29.7,3.5
E00038598,27.9,37,7.3,24.2,3.7
E00038599,10.9,35.9,4.1,47.3,1.8
E00038600,18.8,33,12.7,33,2.5
E00038601,20,37.8,7.8,32.2,2.2
E00038602,19.8,40.7,6.6,29.1,3.8
E00038603,15.3,36.4,6.4,39,3
E00038604,15.7,37.8,9.6,33.9,3
E00038605,11.6,40.8,6,38.2,3.4
E00038606,17,34,8.7,38.3,2
E00038789,33.2,37.6,6.8,19.5,2.9
E00038790,12.2,46.2,8.3,30.4,2.9
E00038791,13.4,47.4,7.1,31.7,0.4
E00038792,28.3,45.7,4.3,19.9,1.8
E00038793,19.7,46.1,4.7,26.8,2.8
E00038794,18.5,45.9,7.3,23.9,4.4
E00038795,19,45.1,9.7,22.1,4
E00038796,18.1,50,7.1,22.6,2.2
E00038797,9.3,48.1,4.8,36.3,1.4
E00038798,13.8,43.9,9.8,30.1,2.4
E00038799,18.5,42.7,5.7,31.8,1.4
E00038800,9.6,48.1,5.4,36.2,0.6
E00038801,16.2,45.5,4.5,30.8,3
E00038802,17.2,50.9,9.9,19.8,2.2
E00038803,14.4,48,7,26.6,3.9
E00038804,16.6,53.6,7.6,20.4,1.9
E00038805,19.2,49.5,7.6,23.2,0.5
E00038806,16.2,44.1,9.5,27.9,2.3
E00038807,21.1,47.7,4.6,22.8,3.8
E00038808,31.4,41.2,5.9,19.6,2
E00038809,22.8,42.8,8,24.8,1.6
E00038810,22.5,49.1,6.4,19.1,2.9
E00038811,12.8,40.9,5.7,38.4,2.3
E00038812,31.2,42,6.3,18,2.4
E00038813,11.7,52.4,10.3,25.5,0
E00038814,24,41.5,5.3,25.6,3.7
E00038815,8.1,40.4,6.2,42.7,2.6
E00038816,13.1,40.2,6.5,38.2,2
E00038817,19.5,35.1,8,34.4,3.1
E00038818,17.1,34.3,9.3,36.6,2.8
E00038819,15.3,44.7,6,25.6,8.4
E00038820,9.8,45.5,8.6,32.5,3.5
E00038821,18.5,44,8.1,27.8,1.6
E00038822,15.5,46.2,7.6,26.3,4.4
E00038823,26.9,33.6,8.5,27.4,3.6
E00038824,26.7,35.7,12.4,23.3,1.9
E00038825,19,44.3,8,25.3,3.4
E00038826,15.3,40.8,6.6,35.9,1.4
E00039275,17.7,46.9,7.7,24.5,3.3
E00039276,33.4,47.1,6.4,11.1,1.9
E00039277,17.3,45.4,8.5,25,3.9
E00039278,17,49.4,7.1,22.7,3.7
E00039279,26.1,44.7,9.3,16.8,3.1
E00039280,29.5,48.4,8.3,12,1.8
E00039281,17.6,38,10.2,31.2,2.9
E00039282,28.9,44.6,5.4,18.1,2.9
E00039283,33,43.3,5.4,14.8,3.4
E00039284,26.2,45.3,8,18.7,1.8
E00039285,37.2,39.6,4.3,15.5,3.4
E00039286,31.7,45.4,7.9,13.7,1.3
E00039287,33.7,44.4,4.8,15,2.1
E00039288,38.8,38.8,8.7,10.7,2.9
E00039289,26.8,51,2.6,16,3.6
E00039290,22.3,41.3,11,22.7,2.7
E00039291,23.6,45.7,6.3,22.1,2.4
E00039292,48.4,27,6.6,14.8,3.1
E00039293,33.6,41,5.1,17.5,2.8
E00039294,27.9,52.9,5.4,13.7,0
E00039295,29.7,43.4,6,17.3,3.6
E00039296,32.8,45.9,6,13.4,1.9
E00039297,31,49.2,5,12.4,2.5
E00039298,26.4,49.5,7.7,12.7,3.6
E00039299,28.4,54.3,2.9,13,1.4
E00039300,36.6,45.4,4.6,11.9,1.5
E00039301,20.4,38.8,6.6,32.9,1.3
E00039302,17.2,44.5,9.1,26.8,2.4
E00039303,8.8,49.1,8.8,31.4,1.9
E00039304,12.5,47.2,6.3,33.5,0.6
E00039305,16.1,46.9,7,25.9,4.2
E00039306,7.4,49.1,7.4,35.4,0.6
E00039307,11.5,51,8,29.5,0
E00039308,10.8,54.2,5.8,28.8,0.4
E00039309,20.6,49.1,3.4,23.4,3.4
E00039310,22.3,49.5,10,15.5,2.7
E00039311,32.9,46.1,5.4,13.2,2.4
E00039312,14.6,42.9,9.7,30.4,2.4
E00039313,25.6,41.9,7.9,17.7,6.9
E00039314,32.8,33.3,10.6,15.2,8.1
E00039315,22.7,50,8.2,16.4,2.7
E00039316,21.7,52.2,6.8,16.1,3.2
E00039317,32.5,41.2,7,14.5,4.8
E00039318,29.7,41.9,4.7,23.3,0.6
E00039319,29.5,40.7,5.2,21.6,3
E00039320,24.8,47.8,7.5,18.1,1.8
E00039321,19.2,50.5,8.4,20.6,1.4
E00039322,20.5,42.3,5.1,29.8,2.3
E00039323,20.4,49.3,4,22.4,4
E00039324,33.2,40.2,7.6,15.2,3.8
E00039325,26.2,49.5,7.3,14.6,2.4
E00039326,17.2,41.4,9.1,29.7,2.6
E00039327,25.5,45.5,7.7,19.1,2.3
E00039328,24.3,45.6,7.2,20.2,2.7
E00039329,42.4,43.7,4.1,9,0.8
E00039330,25,55.8,7.3,11.5,0.4
E00039331,28.7,50.5,4.3,14.9,1.6
E00039332,29.3,47.6,4.7,16.8,1.6
E00039333,26.5,44.8,10.3,15.7,2.7
E00039434,27.9,43.4,4.9,20.9,2.9
E00039435,31.5,42.1,3.7,19.9,2.8
E00039436,34.2,47.4,6.4,10.3,1.7
E00039437,9,50.5,4.3,33.1,3.1
E00039438,7.6,48.2,6,37.1,1.2
E00039439,14.5,50.2,5.3,27.2,2.8
E00039440,30.8,50.3,3.8,10.1,5
E00039441,28.1,47.1,5,17.3,2.5
E00039442,32.6,40.4,5.7,16.6,4.7
E00039443,32.5,48.8,5,12.1,1.7
E00039445,27,45.3,6.8,17.9,3
E00039446,32.5,47,5.3,13.7,1.6
E00039447,41,38.5,5,15.1,0.4
E00039448,27.5,44.6,5.4,19.4,3.2
E00039449,41.9,37.2,4.7,14.9,1.4
E00039450,21.3,53.8,5.1,17.8,2
E00039451,38.5,33.9,4.6,18.8,4.1
E00039452,26.1,32.1,11.4,21.7,8.7
E00039453,13.8,51.6,4.3,27.6,2.8
E00039454,15.5,46.6,5.2,28.6,4.1
E00039455,24.4,44.6,5.2,21.8,4.1
E00039456,17.8,48.2,6.9,23.5,3.6
E00039457,16,52.4,6.4,21.2,4
E00039458,18.3,47.6,7,23.6,3.5
E00039459,26.1,42.3,7.7,22.1,1.8
E00039460,25.5,48.9,8.4,13.5,3.6
E00039461,18.3,41.5,7,30.1,3.1
E00039462,14.8,45.9,9.8,29.5,0
E00039463,13,38.4,4,41.3,3.3
E00039464,29.5,33.6,7.4,27.9,1.6
E00039465,15.7,39.8,8.4,34,2.1
E00039468,16.1,40.4,7.3,33,3.2
E00039469,16.8,51.1,8,21.5,2.6
E00039470,29.7,38.2,9.3,20.3,2.4
E00039471,16.1,39,9.2,33.3,2.4
E00142660,18.5,39.3,6.9,33.1,2.2
E00142661,15.4,39.2,7.8,33.1,4.4
E00142662,14.4,39.5,5.5,38.1,2.4
E00142663,18.6,37.7,9.1,29.4,5.2
E00142665,18.8,45.2,5.3,27.2,3.4
E00142666,18.3,39.9,7.2,30.9,3.6
E00142667,28,44.9,7,19.8,0.4
E00142668,9.8,39.1,5.1,43.4,2.6
E00142669,20.4,42.5,8,26.1,3.1
E00142670,12.5,40.8,4.2,40,2.5
E00142671,16.6,52,3.4,28,0
E00142672,15.8,37.9,5.5,37.9,2.8
E00142673,15.2,48.4,6.5,27.9,2.1
E00142674,18.2,45.3,8.9,23.4,4.2
E00142675,32.6,37.3,8.8,19.7,1.6
E00142676,38.7,35.5,7.4,16.1,2.3
E00142677,36.6,44.3,3.6,12.4,3.1
E00142678,37.9,44.6,5.1,11.3,1.1
E00142679,17.8,39.9,6.7,34,1.6
E00142680,27.4,48.4,4.7,16.3,3.3
E00142681,35,44.2,4,14.6,2.2
E00142682,22.6,47.8,6.6,19.9,3.1
E00142683,27.5,48.3,5.2,17.1,1.9
E00142684,23.7,43.2,7.5,20.7,5
E00142685,24.5,40.6,5.6,27.3,2
E00142686,22.3,40,6.8,29.1,1.8
E00142687,20.9,41.7,7.1,25.6,4.7
E00142786,38.8,43.8,4.5,12.5,0.4
E00142787,28,45.2,7.1,16.7,2.9
E00142788,32.4,51.4,4.1,10.8,1.4
E00142790,28.5,44.2,3.3,19.4,4.5
E00142791,17.2,50.4,4.7,24.3,3.4
E00142792,14.8,47.8,5.2,30.4,1.8
E00142794,23.9,42.6,10.8,20.5,2.3
E00142796,36.7,42.2,6,11.4,3.6
E00142797,27,46.4,4.5,20.2,1.9
E00142798,24.9,49.4,5.7,15.9,4.1
E00142800,20.4,54.3,7.1,17.8,0.4
E00142803,26.7,51.1,3.3,15.6,3.3
E00142804,36.5,34.9,7.3,19.8,1.6
E00142805,30.8,42.5,8.3,14.4,3.9
E00142806,30.1,43.2,10,13.5,3.1
E00142807,19.7,48.4,9.6,21,1.3
E00142810,31.6,42.6,6.8,16.9,2.1
E00142811,19.8,48.1,7.1,21.8,3.2
E00142812,35.4,43.7,4.4,11.8,4.8
E00142813,34.1,45.7,5.8,10.1,4.3
E00142814,24.3,47.8,7.7,17.8,2.4
E00142815,30,44.3,5.9,17.4,2.4
E00142816,31.4,41.8,7.7,13.6,5.5
E00142817,34.5,39.6,8.3,14.7,2.9
E00142910,7.4,52,3.9,35,1.7
E00142911,7.6,46.9,11.7,33.1,0.7
E00168773,13.2,54.3,3,27.9,1.5
E00168774,14.4,48.1,6.4,30.7,0.4
E00173385,9.3,48,4.8,36.4,1.5
E00176787,5.5,45,0,49.5,0
E00176812,29,38.4,8.1,22.6,1.9
E00176827,9.6,47.9,8.9,31.4,2.1
E00176832,10,55.5,3.5,29.3,1.7
E00176836,7.5,51.1,4.9,35.1,1.4
E00176842,27.1,48.4,4.1,17.6,2.7
E00176860,3,47,3,44.9,2.1
E00176885,2.8,42.1,5.2,49.7,0.3
E00176888,3.9,51.2,7.1,34.6,3.1
