areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00038588,96.8,3.2,0,0
E00038589,100,0,0,0
E00038590,99.1,0,0,0.9
E00038591,99.2,0,0,0.8
E00038595,96.9,0.8,0,2.3
E00038596,100,0,0,0
E00038598,100,0,0,0
E00038599,99.2,0.8,0,0
E00038600,99.1,0.9,0,0
E00038601,100,0,0,0
E00038602,99.1,0,0.9,0
E00038603,97.7,0.8,0.8,0.8
E00038604,99.2,0.8,0,0
E00038605,99.2,0.8,0,0
E00038606,99.2,0.8,0,0
E00038789,99.2,0.8,0,0
E00038790,99,0,0.5,0.5
E00038791,96.4,2.2,0.7,0.7
E00038792,98.6,0.7,0,0.7
E00038793,99.2,0,0,0.8
E00038794,97.1,2.9,0,0
E00038795,100,0,0,0
E00038796,97.5,0.8,0.8,0.8
E00038797,98.6,0.7,0,0.7
E00038798,98.4,1.6,0,0
E00038799,99.1,0.9,0,0
E00038800,98.6,1.4,0,0
E00038801,99.3,0,0,0.7
E00038802,99.1,0,0,0.9
E00038803,100,0,0,0
E00038804,99.1,0.9,0,0
E00038805,99,0,0,1
E00038806,99.2,0.8,0,0
E00038807,99.2,0,0.8,0
E00038808,99.1,0,0.9,0
E00038809,97.7,0.8,0,1.6
E00038810,100,0,0,0
E00038811,100,0,0,0
E00038812,99.2,0,0,0.8
E00038813,98.5,0,0,1.5
E00038814,97.9,0.7,0,1.4
E00038815,100,0,0,0
E00038816,98.1,1.3,0,0.6
E00038817,98.6,1.4,0,0
E00038818,98.3,0,0,1.7
E00038819,98.4,0.8,0,0.8
E00038820,100,0,0,0
E00038821,100,0,0,0
E00038822,100,0,0,0
E00038823,99.2,0.8,0,0
E00038824,100,0,0,0
E00038825,98.4,0.8,0,0.8
E00038826,99.3,0.7,0,0
E00039275,98.7,0.4,0,0.9
E00039276,96,1.2,0,2.9
E00039277,98.6,0,0.7,0.7
E00039278,98.4,1.1,0,0.5
E00039279,97.7,0,0,2.3
E00039280,99.1,0,0,0.9
E00039281,97.2,0.9,0,1.9
E00039282,100,0,0,0
E00039283,97.7,0,1.6,0.8
E00039284,100,0,0,0
E00039285,96.2,1,0,2.9
E00039286,93.2,0.8,0,6.1
E00039287,100,0,0,0
E00039288,98.9,0,0,1.1
E00039289,94.4,2.4,0.8,2.4
E00039290,100,0,0,0
E00039291,99.4,0,0,0.6
E00039292,100,0,0,0
E00039293,95.9,0,0,4.1
E00039294,94.5,3.7,0,1.8
E00039295,97.4,1.9,0.6,0
E00039296,93.2,2.7,4.1,0
E00039297,96,1.6,1.6,0.8
E00039298,95.1,0.7,2.1,2.1
E00039299,98.3,0.9,0,0.9
E00039300,99.1,0.9,0,0
E00039301,98.6,1.4,0,0
E00039302,100,0,0,0
E00039303,98.5,1.5,0,0
E00039304,97.6,2.4,0,0
E00039305,98.6,1.4,0,0
E00039306,98.6,1.4,0,0
E00039307,99,1,0,0
E00039308,93.9,1.7,1.7,2.6
E00039309,98.9,1.1,0,0
E00039310,98.3,0.9,0,0.9
E00039311,94.3,0.9,1.9,2.8
E00039312,100,0,0,0
E00039313,100,0,0,0
E00039314,100,0,0,0
E00039315,94.9,1.7,1.7,1.7
E00039316,100,0,0,0
E00039317,99.2,0.8,0,0
E00039318,100,0,0,0
E00039319,97.3,1.4,0.7,0.7
E00039320,100,0,0,0
E00039321,97.4,0.9,0,1.7
E00039322,99.1,0.9,0,0
E00039323,96.5,2.6,0,0.9
E00039324,98.9,1.1,0,0
E00039325,97,3,0,0
E00039326,100,0,0,0
E00039327,99.2,0,0,0.8
E00039328,100,0,0,0
E00039329,96.2,1.5,0.8,1.5
E00039330,100,0,0,0
E00039331,100,0,0,0
E00039332,97.4,0.9,0,1.7
E00039333,99.1,0,0,0.9
E00039434,97.9,0.7,0.7,0.7
E00039435,100,0,0,0
E00039436,95.6,1.5,0,3
E00039437,100,0,0,0
E00039438,98.3,0.9,0,0.9
E00039439,97.9,0,1.4,0.7
E00039440,100,0,0,0
E00039441,97.8,0,0.7,1.5
E00039442,100,0,0,0
E00039443,91.4,2.9,0.7,5
E00039445,98.7,0,0.6,0.6
E00039446,97.6,1,0,1.4
E00039447,97.4,1.7,0.9,0
E00039448,97.5,0,0,2.5
E00039449,98.6,0.7,0,0.7
E00039450,99.1,0,0.9,0
E00039451,94.3,0,0,5.7
E00039452,99.2,0.8,0,0
E00039453,98.3,0.8,0,0.8
E00039454,96.2,1.6,0,2.2
E00039455,95.9,2,1,1
E00039456,97.6,1.6,0.8,0
E00039457,99.2,0,0,0.8
E00039458,99.2,0,0,0.8
E00039459,98.4,0.8,0,0.8
E00039460,98,0,0.5,1.5
E00039461,97.7,0.8,0.8,0.8
E00039462,100,0,0,0
E00039463,98.5,0.7,0,0.7
E00039464,98.1,0,0,1.9
E00039465,99,1,0,0
E00039468,99.1,0,0,0.9
E00039469,99.3,0,0,0.7
E00039470,97.4,0.7,0.7,1.3
E00039471,98.9,0.5,0,0.5
E00142660,98.5,1.5,0,0
E00142661,96.6,2,0,1.3
E00142662,98.6,0,0.7,0.7
E00142663,98.5,0.8,0.8,0
E00142665,98,1.5,0,0.5
E00142666,99.3,0,0,0.7
E00142667,90.6,4.7,3.1,1.6
E00142668,99.2,0.8,0,0
E00142669,98.3,0.8,0.8,0
E00142670,96.9,2.3,0.8,0
E00142671,100,0,0,0
E00142672,100,0,0,0
E00142673,96,1.7,0.6,1.7
E00142674,99,1,0,0
E00142675,98.2,0,0,1.8
E00142676,96.9,0.8,0,2.3
E00142677,94.6,0,0.9,4.5
E00142678,86.3,1,2.9,9.8
E00142679,97,2.2,0,0.7
E00142680,87.7,0,1.6,10.7
E00142681,96.6,0,1.7,1.7
E00142682,98.4,1.6,0,0
E00142683,99.1,0,0.9,0
E00142684,99.2,0.8,0,0
E00142685,98.5,0,1.5,0
E00142686,100,0,0,0
E00142687,99.1,0.9,0,0
E00142786,98.5,0,0,1.5
E00142787,98.4,0.8,0.8,0
E00142788,95.9,0,0.8,3.3
E00142790,98.4,0.8,0,0.8
E00142791,95.7,2.9,0.5,1
E00142792,97.5,2.5,0,0
E00142794,99,0,1,0
E00142796,98.9,1.1,0,0
E00142797,96.7,1.3,0,2
E00142798,97.1,0,0.7,2.2
E00142800,97.7,1.5,0.8,0
E00142803,96.8,1.3,0,1.9
E00142804,96.7,1.6,0,1.6
E00142805,97,1.5,0,1.5
E00142806,98.4,0,0,1.6
E00142807,94.4,1.1,0.6,4
E00142810,99.2,0.8,0,0
E00142811,94.6,2.2,0,3.3
E00142812,95.3,3.9,0,0.8
E00142813,96.9,2.3,0,0.8
E00142814,98.5,0.7,0,0.7
E00142815,100,0,0,0
E00142816,98.4,0,0,1.6
E00142817,98.9,0.6,0,0.6
E00142910,97.2,1.1,0.6,1.1
E00142911,94.4,1.4,0,4.2
E00168773,98.5,0.5,1,0
E00168774,98.7,0,0,1.3
E00173385,96.4,3.6,0,0
E00176787,96.6,0,3.4,0
E00176812,96.3,1.9,0.6,1.2
E00176827,94.6,0.7,0.7,4.1
E00176832,95.2,3.2,1.6,0
E00176836,95.3,1.6,0,3.2
E00176842,99.2,0,0.8,0
E00176860,97.8,1.1,0.5,0.5
E00176885,98,0.7,0,1.3
E00176888,93.9,2.4,0,3.7
