areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00038588,8.4,79,12.6
E00038589,7.1,83.7,9.2
E00038590,4.3,86.2,9.6
E00038591,11.6,78.6,9.8
E00038595,8.5,80.5,11
E00038596,5.1,77.5,17.4
E00038598,4.9,77,18
E00038599,13.1,68.7,18.2
E00038600,4,78.2,17.7
E00038601,9.9,79.1,11
E00038602,12.6,78.6,8.7
E00038603,10.8,77.5,11.7
E00038604,2.7,84.2,13
E00038605,8.2,80.6,11.2
E00038606,9.3,72.1,18.6
E00038789,6.2,70.8,23
E00038790,8.5,75,16.5
E00038791,12.8,64,23.3
E00038792,4.8,62.8,32.4
E00038793,7.1,73.5,19.5
E00038794,12.4,62.9,24.7
E00038795,6.1,73.5,20.4
E00038796,9.3,61.9,28.9
E00038797,7.6,79,13.3
E00038798,20,64,16
E00038799,7.4,70.4,22.2
E00038800,4.1,72.2,23.7
E00038801,10.3,70.1,19.7
E00038802,7.8,67.6,24.5
E00038803,9.6,73.4,17
E00038804,8.3,71.9,19.8
E00038805,7.2,66.3,26.5
E00038806,10.3,73.2,16.5
E00038807,5.3,79.8,14.9
E00038808,9.3,73.3,17.3
E00038809,5.4,75.9,18.8
E00038810,16.2,62.2,21.6
E00038811,7,80.2,12.8
E00038812,5.6,56.8,37.6
E00038813,11.1,77.8,11.1
E00038814,12.7,60.9,26.4
E00038815,7.7,81.5,10.8
E00038816,11,72.8,16.2
E00038817,1.9,88.2,9.9
E00038818,6.1,82.4,11.5
E00038819,7.8,79.4,12.7
E00038820,10.8,73.9,15.3
E00038821,8.1,81.5,10.5
E00038822,3.6,81.8,14.5
E00038823,5,82.3,12.8
E00038824,3.4,85.7,10.9
E00038825,13.8,70.2,16
E00038826,8.4,78.3,13.3
E00039275,12.8,65.9,21.2
E00039276,6.7,56.4,36.9
E00039277,12.7,55.9,31.4
E00039278,13.2,69.1,17.6
E00039279,12.3,54.7,33
E00039280,9.8,54.9,35.3
E00039281,11.9,70.2,17.9
E00039282,12.2,62.2,25.5
E00039283,6.3,60.4,33.3
E00039284,8,69.6,22.3
E00039285,12.7,56.4,30.9
E00039286,11.7,56.3,32
E00039287,4,67.3,28.7
E00039288,8.9,60.8,30.4
E00039289,10.9,50,39.1
E00039290,7.9,72.8,19.3
E00039291,8.3,66,25.6
E00039292,4.9,47.8,47.3
E00039293,9.9,54.9,35.2
E00039294,10.4,56.3,33.3
E00039295,4.6,67.9,27.5
E00039296,7.4,52.8,39.9
E00039297,12.4,51.4,36.2
E00039298,9.3,60.2,30.6
E00039299,7.8,54.4,37.9
E00039300,10.9,48.7,40.3
E00039301,12,64,24
E00039302,9.6,72.3,18.1
E00039303,13.3,61.4,25.3
E00039304,10.9,65.6,23.4
E00039305,10.5,71.9,17.5
E00039306,21.3,59.6,19.1
E00039307,18.9,62.3,18.9
E00039308,17.1,52.6,30.3
E00039309,8.1,68.6,23.3
E00039310,9,74.8,16.2
E00039311,10.2,53.1,36.7
E00039312,9.2,71.1,19.7
E00039313,9.9,79.3,10.8
E00039314,7.5,76.1,16.4
E00039315,7.5,63.8,28.8
E00039316,11.5,54,34.5
E00039317,9.3,72.1,18.6
E00039318,15.9,61.4,22.7
E00039319,9.4,59.8,30.8
E00039320,12.1,56,31.9
E00039321,13.3,67.5,19.3
E00039322,4.8,86.7,8.4
E00039323,8.2,69.4,22.4
E00039324,12.8,54.3,33
E00039325,20,45,35
E00039326,7.6,77.3,15.1
E00039327,9.7,60.2,30.1
E00039328,12.6,62.1,25.3
E00039329,14.7,48.1,37.2
E00039330,9.3,59.8,30.8
E00039331,14.5,53.9,31.6
E00039332,13.7,51.6,34.7
E00039333,10.8,71.6,17.6
E00039434,18.2,55.5,26.4
E00039435,8.1,65.4,26.5
E00039436,13.1,45.1,41.8
E00039437,16,54.3,29.6
E00039438,17.9,65.4,16.7
E00039439,10.5,67.4,22.1
E00039440,12.5,50,37.5
E00039441,15.4,53.8,30.8
E00039442,10,43.3,46.7
E00039443,19.5,30.1,50.4
E00039445,14.1,59.4,26.6
E00039446,8.7,58.5,32.8
E00039447,8.2,48.6,43.2
E00039448,5,71.7,23.3
E00039449,3.7,68.4,27.9
E00039450,12.7,60.6,26.8
E00039451,7,51.2,41.9
E00039452,5.7,67.7,26.6
E00039453,8.2,74.5,17.3
E00039454,9,74,16.9
