areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00078842,23.7,36.2,14.7,25.4
E00078843,16.4,37.6,18.8,27.3
E00078844,21.8,38.7,14.8,24.6
E00078848,14.5,20.2,31.5,33.9
E00078849,83,12.6,3.7,0.7
E00078850,28.2,25,21.8,25
E00078851,22.7,37.1,15.2,25
E00078852,35.7,26.4,17.1,20.9
E00078853,24.4,28.3,18.1,29.1
E00078854,19.4,29.1,21.4,30.1
E00078855,39.6,19.8,22.9,17.7
E00078856,21.7,31.2,15.2,31.9
E00078857,21.6,45.4,13.4,19.6
E00078858,12.3,21.7,25.4,40.6
E00078859,50.4,24.8,6,18.8
E00078860,27.8,43.5,15.7,13
E00078861,22.4,41.6,16.8,19.2
E00078862,19.2,36.7,15.8,28.3
E00078863,42.4,17.8,16.1,23.7
E00078864,27.4,34.7,16.8,21.1
E00078865,25.8,20.8,17.5,35.8
E00078866,31.5,38.6,15,15
E00078867,20.9,29.5,19.4,30.2
E00078868,25.5,41.4,12.1,21
E00078869,21.6,21.6,20.9,36
E00078870,21.9,28.5,24.1,25.5
E00078871,30.4,21.7,18.3,29.6
E00078872,27.7,26.1,17.6,28.6
E00078873,23.2,32.1,19.5,25.3
E00078874,31.5,40,17.7,10.8
E00078875,33.5,30.3,20.8,15.4
E00078876,28.3,35.2,18.6,17.9
E00078877,25.7,29.7,13.5,31.1
E00078878,38.3,21.3,19.1,21.3
E00078879,37,30.4,9.6,23
E00078880,15.7,41,20.1,23.1
E00078881,56,26.4,10.4,7.2
E00078882,27.3,24.8,23.1,24.8
E00078883,27.3,22.3,18.7,31.7
E00078884,13.7,45.3,18.7,22.3
E00078885,27.5,35,17.5,20
E00078886,15,30.1,24.8,30.1
E00078887,12,28.8,23.2,36
E00078888,25.6,41.3,12.4,20.7
E00078889,12.8,18.8,9.8,58.6
E00078892,34.3,29.9,16.7,19.1
E00078893,41.1,26,21.5,11.4
E00078894,56.8,17.6,7.4,18.2
E00078896,25.5,16.3,14.1,44
E00078898,42.3,26.2,14.8,16.8
E00078899,26.1,28.1,19.6,26.1
E00078900,14.4,19.2,23.2,43.2
E00078901,12.9,14.1,20.2,52.8
E00078902,22.3,16.8,16.8,44
E00078903,12.1,22,15.2,50.8
E00078904,9.2,20.6,19.9,50.4
E00078905,14.4,17.1,26,42.5
E00078906,15.3,22,13.6,49.2
E00078907,15,15,12.6,57.5
E00078909,29.1,28,16.4,26.5
E00078910,18.2,20.5,12.9,48.5
E00078911,18.8,20.6,7.9,52.7
E00078912,30.6,13.2,16.5,39.7
E00078913,38.3,30.5,12,19.2
E00078914,32.3,24.2,11.3,32.3
E00078915,25.8,29.8,19.9,24.5
E00078916,18.4,16.9,23.5,41.2
E00078917,18.6,24,21.7,35.7
E00078918,28,30.7,18,23.3
E00078919,24.9,33.3,16,25.8
E00078920,36.9,27.7,14.6,20.8
E00078921,28,31.8,18.9,21.2
E00078922,50.7,29.1,11.9,8.2
E00078923,26.2,31,19,23.8
