areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00082128,60.2,1.1,38.7
E00082129,62,1.9,36.1
E00082131,57.4,2.1,40.4
E00082132,62,2.5,35.4
E00082133,50.4,1.9,47.7
E00082134,68,1.6,30.4
E00082135,65.9,3.3,30.7
E00082136,61.3,2.5,36.2
E00082137,60.4,2,37.6
E00082138,59.9,2.9,37.2
E00082139,67.4,3,29.5
E00082140,47.5,1.5,51
E00082141,65,1.2,33.7
E00082151,66.3,2.7,31
E00082158,68.7,0.6,30.7
E00082163,71.1,3.5,25.4
E00082166,60.4,3.9,35.7
E00082167,57.7,1.4,40.9
E00082168,55.1,2.4,42.4
E00082169,63.2,1.3,35.5
E00082170,56.2,1.7,42.1
E00082171,55.2,2.1,42.7
E00082172,61.1,2.5,36.5
E00082173,55.7,0.7,43.6
E00082174,57.6,2,40.4
E00082175,54.1,0,45.9
E00082176,63.5,1.9,34.6
E00082177,59,2.5,38.5
E00082178,54.2,0.9,44.9
E00082179,68.9,1.4,29.7
E00082180,67.2,4.1,28.7
E00082182,64.8,1.1,34.1
E00082183,64.1,2.3,33.6
E00082184,88.5,2.3,9.2
E00082185,58.8,4.1,37.1
E00082186,71.9,0,28.1
E00082196,64.9,1.4,33.7
E00082197,68,3.2,28.8
E00082198,67.6,4.9,27.5
E00082200,62.3,4.1,33.6
E00082210,73.6,1.9,24.5
E00082228,71.7,2,26.4
E00082229,52.5,1.9,45.5
E00082230,68.9,0,31.1
E00082231,36.2,0.7,63.1
E00082232,64.7,0.7,34.6
E00082233,61.8,1,37.2
E00082234,82.3,0.3,17.4
E00082235,67.8,2.1,30.1
E00082236,75.3,2.1,22.6
E00082237,74.9,0,25.1
E00082238,64.2,1,34.8
E00082239,62.3,5.4,32.2
E00082240,61,2.4,36.6
E00082241,67,5,28.1
E00082242,54.2,0.4,45.5
E00082243,62.3,2.1,35.6
E00082244,65,3.6,31.4
E00082245,65,2.6,32.5
E00082247,60.3,2,37.8
E00082248,66.2,1,32.8
E00082249,53.6,0,46.4
E00082250,72.5,2.1,25.4
E00082251,68,2,30
E00082252,81.8,2.1,16.1
E00082253,55.7,3.2,41.1
E00082254,63.4,3.5,33.1
E00082255,51.2,0.7,48.1
E00082256,49.2,2.8,48
E00082257,69.6,2.1,28.3
E00082258,64.1,1.6,34.3
E00082259,69.7,2.3,28
E00082261,52.2,3,44.8
E00082262,59.9,0.7,39.5
E00082263,59.5,2.6,37.9
E00082264,72.9,3.2,23.9
E00082265,65,2.1,32.9
E00082266,74.2,3.1,22.8
E00082267,63.6,1.3,35.1
E00082268,65.6,3.4,30.9
E00082269,74.6,3.3,22.1
E00082270,63.5,2.3,34.2
E00082271,62.8,3.4,33.8
E00082272,69.7,1,29.3
E00082273,70.5,1.9,27.6
E00082274,67.7,3.2,29
E00082275,58.9,1.3,39.8
E00082276,55.1,3.4,41.6
E00082278,62.3,2.3,35.4
E00082279,63.1,2,34.9
E00082280,70,1.9,28.1
E00082386,63.2,1.8,35
E00082388,51.4,2.6,46
E00082389,67,0,33
E00082390,71.4,5.7,22.9
E00082391,55.6,2.2,42.1
E00082394,59.6,6.8,33.5
E00082395,57.1,5.5,37.3
E00082396,58.5,1.8,39.6
E00082397,56.8,0.7,42.5
E00082398,58.4,2.4,39.2
E00082399,64.3,4,31.6
E00082400,72.4,2.2,25.4
E00082405,53.1,2.5,44.4
E00082406,59.8,6.6,33.6
E00082407,45,3,52
E00082408,48,2.9,49.1
E00082409,67.5,2.4,30.1
E00082410,59.2,1.7,39.2
E00082411,65,1.8,33.2
