areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00082128,88.6,9.2,2.2
E00082129,89.4,8.1,2.5
E00082131,87.9,8.5,3.5
E00082132,92.5,6.4,1.2
E00082133,89.7,7.5,2.8
E00082134,82.7,12.8,4.6
E00082135,89.2,10.5,0.3
E00082136,90.4,8.3,1.3
E00082137,87.2,9.3,3.4
E00082138,93.5,5.7,0.8
E00082139,85.9,13.4,0.7
E00082140,91.9,5.7,2.4
E00082141,86.7,10.5,2.8
E00082151,89.1,9.7,1.2
E00082158,88.4,9.1,2.5
E00082163,90,6.9,3.1
E00082166,87.6,9.7,2.7
E00082167,87.8,10.7,1.5
E00082168,87.4,9.5,3.1
E00082169,90.1,7.4,2.5
E00082170,89.7,8.9,1.4
E00082171,84.4,11.4,4.2
E00082172,91,6.4,2.6
E00082173,86.8,8.5,4.7
E00082174,90.4,7.8,1.8
E00082175,92.1,7.1,0.8
E00082176,87.2,9.8,3.1
E00082177,89.4,10.2,0.3
E00082178,86.6,9.2,4.2
E00082179,88.1,9.7,2.3
E00082180,91.2,7.9,0.9
E00082182,88.5,9.7,1.8
E00082183,86.8,11.6,1.6
E00082184,95.6,3.1,1.3
E00082185,83.5,12.4,4.1
E00082186,89.4,9.8,0.8
E00082196,87,7.6,5.4
E00082197,92.7,4.9,2.4
E00082198,85.6,10.5,4
E00082200,78.8,15.7,5.5
E00082210,90.4,7.6,2
E00082228,88.8,8.8,2.3
E00082229,81.2,16.3,2.5
E00082230,88.1,9.9,2
E00082231,90,7.4,2.6
E00082232,89.8,7,3.2
E00082233,90.1,8.2,1.8
E00082234,94.8,3.7,1.5
E00082235,90.7,7.6,1.7
E00082236,91.6,6.5,1.9
E00082237,87.1,11.4,1.5
E00082238,85.7,9.8,4.5
E00082239,85,10.6,4.4
E00082240,80.5,13.9,5.6
E00082241,81.3,14.1,4.7
E00082242,72.9,14.7,12.3
E00082243,76.8,14.7,8.5
