geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00063823,0.8,32.8,53.3,13.1
E00063824,5,14.4,71.9,8.6
E00063825,3.6,10.7,76.8,8.9
E00063826,17.6,66.4,11.2,4.8
E00063827,1.6,40.2,54.9,3.3
E00063828,35.9,40.7,12,11.4
E00063829,0,14.8,75.7,9.6
E00063830,1.8,28.9,54.4,14.9
E00063831,2.5,41.2,47.1,9.2
E00063832,4.6,37.6,28.4,29.4
E00063833,3.8,18,63.9,14.3
E00063834,12.2,30.1,50.4,7.3
E00063835,0.9,6,89.7,3.4
E00063836,5.8,30.8,52.9,10.6
E00063837,34,4.7,42.5,18.9
E00063838,5.4,55.8,35.4,3.4
E00063839,46,17.2,25.8,11
E00063840,3.2,4.8,79.2,12.8
E00063841,10.8,21.6,62.2,5.4
E00063842,16.4,64.5,15.5,3.6
E00063843,24.8,64.3,7.8,3.1
E00063844,63.7,17,17.8,1.5
E00063845,16,64,17.6,2.4
E00063846,2.9,53.3,38.7,5.1
E00063847,33.6,35.8,20.4,10.2
E00063848,26,38.5,22.1,13.5
E00063849,0,5.7,84.4,9.8
E00063864,0.8,30.9,56.9,11.4
E00063865,33.8,28.8,25,12.5
E00063866,4.4,18.2,55.5,21.9
E00063867,1.6,5.4,82.2,10.9
E00063868,1.4,5.8,74.1,18.7
E00064046,50.4,28.4,19.8,1.3
E00064049,2.5,14,76.9,6.6
E00064050,0,0.9,83.2,15.9
E00064051,0.9,23.9,65.5,9.7
E00064052,3.2,42.9,44.4,9.5
E00064053,25.2,38.3,33,3.5
E00064061,0,23,43.7,33.3
E00064063,42.4,40.7,11.9,5.1
E00064064,0,39.8,39.8,20.4
E00064065,50.8,36.4,8.5,4.2
E00064066,8.3,63.5,24,4.2
E00064067,0.8,51.5,41.7,6.1
E00064068,1,36,55,8
E00064069,54.6,23.4,18.4,3.5
E00064070,0.7,7.5,81.3,10.4
E00064120,0.8,6.7,36.1,56.3
E00064121,4.9,58.5,30.9,5.7
E00064122,0.8,17.8,74.6,6.8
E00064123,2.6,19.3,59.6,18.4
E00064124,4.5,14.4,64.4,16.7
E00064125,0,15.5,72.1,12.4
E00064126,3,47.7,39.4,9.8
E00064127,6.8,26.5,56.8,9.8
E00064128,0,10.8,80,9.2
E00064129,13.2,6.1,53.5,27.2
E00064130,25,50,19.4,5.6
E00064131,7,27.2,50.9,14.9
E00064132,8,10.9,72.3,8.8
E00064133,0.9,8.9,54.5,35.7
E00064134,13.1,10.7,36.9,39.3
E00064135,0,9.8,75.8,14.4
E00064136,1.7,29.4,55.5,13.4
E00064137,2.4,15.2,60.8,21.6
E00064138,6.8,46.2,32.5,14.5
E00064139,1.6,43.1,34.1,21.1
E00064140,0,61.5,28.7,9.8
E00064141,0,5.6,58.9,35.5
E00129601,2.8,44.4,44.4,8.3
E00129602,10.7,43.4,27.9,18
E00129603,5.3,48.7,32.9,13.2
E00129604,23,18.6,46,12.4
E00129605,8.6,50.9,34.5,6
E00129606,7,47.6,42,3.5
E00129607,39.8,22.8,32.5,4.9
E00129608,0,33.1,63.8,3.1
E00129609,35,31,23,11
E00129610,1.5,17.1,57.6,23.9
E00129611,1.7,15.1,79,4.2
E00129612,2.5,63.6,25.4,8.5
E00129614,14,8.8,66.2,11
E00129616,0.8,12.3,73.8,13.1
E00129617,1.6,26.8,26.8,44.7
E00129618,0,12.9,66.1,21
E00129619,0,18.1,68.1,13.8
E00129620,3.5,66.1,23.5,7
E00129621,0.8,3.3,86.9,9
E00129649,0,9.8,39.1,51.1
E00129650,0.7,21.4,59.3,18.6
E00129651,0.9,11.1,39.3,48.7
E00129652,0.8,23.5,27.7,47.9
E00129653,2.2,21.7,62.3,13.8
E00129654,38.6,20,25.7,15.7
E00129655,3.2,39.5,48.4,8.9
E00129656,2.9,30.1,49.3,17.6
E00129657,0,34,46.2,19.8
E00129659,0,25.7,47.7,26.6
E00129661,11.4,32.2,38.9,17.4
E00129662,0,10.7,33.1,56.2
E00129670,1.9,54.3,27.6,16.2
E00129671,0,18.7,58.3,23
E00129672,3.1,76,11.6,9.3
E00129673,5,11.7,75,8.3
E00129674,4.5,7.5,82.8,5.2
E00129675,0,26.8,62.6,10.6
E00129676,8.6,50.5,31.4,9.5
E00129677,14.5,70.9,10,4.5
E00129678,16.4,39.3,29.5,14.8
E00129679,4.1,69.9,24.4,1.6
E00129680,24.6,47.8,23.1,4.5
E00129681,2.7,58.2,35.5,3.6
E00129682,3.4,72.6,21.4,2.6
E00129683,12,62,20.4,5.6
E00129684,2.8,27.8,66.7,2.8
E00129685,4.8,2.8,84.8,7.6
E00129686,0.7,26.4,63.2,9.7
E00129687,1.4,20.4,48.6,29.6
E00129688,1.7,15.7,58.7,24
E00129689,11,49.3,27.2,12.5
E00129690,8.5,33.3,18.3,39.9
E00129691,0.8,13.6,55.1,30.5
E00129761,26.4,45.3,16,12.3
E00129762,45.9,14.7,31.2,8.3
E00129763,16.4,32.8,45.3,5.5
E00129764,9.6,16.8,57.6,16
E00129765,44.1,30.6,17.1,8.1
E00129766,36.3,52.2,5.3,6.2
E00129767,62,18.1,7,12.9
E00129768,1.6,60.5,33.1,4.8
E00129769,7.5,41,41,10.4
E00129770,1.6,32.3,44.4,21.8
E00129771,0,66.7,26,7.3
E00129772,14.7,35,37.1,13.3
E00129773,4.7,3.9,74.8,16.5
E00129774,13.3,12.5,59.4,14.8
E00129775,2.7,10.9,78.2,8.2
E00129776,26.7,32.5,26.7,14.2
E00129777,0,5.4,86,8.5
E00129778,23.1,47.9,24.8,4.1
E00129780,38.5,34.1,25.2,2.2
E00129781,32.1,23.2,39.3,5.4
E00129782,4.2,29.4,63.9,2.5
E00129783,1.6,54.8,41.9,1.6
E00129784,0.9,5.4,81.3,12.5
E00129785,40.5,27.6,17.2,14.7
E00129786,31.8,31.1,35.6,1.5
E00129787,0.9,9.9,82.9,6.3
E00129788,0.8,2.5,89.2,7.5
E00129789,39.4,27.3,29.5,3.8
E00129790,19.3,45.5,34.5,0.7
E00129791,36.3,11.5,49.6,2.7
E00129792,0,47.1,47.1,5.9
