areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00088976,3.2,31.6,51.9,13.3
E00088977,15,32.3,39.1,13.5
E00088978,4.7,36.9,40.3,18.1
E00088979,5.1,39.3,38.3,17.3
E00088981,3.1,33.8,36.9,26.2
E00088982,18.8,40.6,35.5,5.1
E00088983,6.5,28.3,47.8,17.4
E00088984,3.7,22.8,45.6,27.9
E00088985,4.2,32.5,42,21.2
E00088986,0.6,27.1,42.6,29.7
E00088987,1.3,38.5,34.6,25.6
E00088989,5.2,30.6,40.3,23.9
E00088991,6.8,29.7,44.1,19.5
E00088992,9.7,33.9,36.3,20.2
E00088993,14.7,37.1,35.7,12.6
E00088994,5.4,30.6,41.4,22.5
E00088995,6.5,25.2,50.4,17.9
E00088996,5.3,30.9,40.8,23
E00088997,8.9,28.5,35.8,26.8
E00088998,11.3,33.8,38.3,16.5
E00088999,4.4,28.3,48.7,18.6
E00089000,13.7,33.3,39.3,13.7
E00089001,0,25.4,43.4,31.1
E00089005,42.5,40,15.6,1.9
E00089006,30.7,50.9,16.5,1.9
E00089007,28.9,50.9,20.2,0
E00089008,22.3,57.9,18.2,1.7
E00089009,13.2,56.6,25.3,4.9
E00089011,18.6,45,28.7,7.8
E00089013,48.3,33.9,11,6.8
E00089014,12.9,42.2,25.9,19
E00089015,13.8,40,38.5,7.7
E00089016,10.6,33.3,39,17.1
E00089017,6.2,32.7,46,15
E00089018,15,41.7,29.9,13.4
E00089019,11.2,36,32,20.8
E00089020,31.5,51.4,9.9,7.2
E00089021,7.5,40,37.5,15
E00089022,7.7,40.8,34.6,16.9
E00089023,13.2,45.1,29.2,12.5
E00089024,12.5,44.2,34.2,9.2
E00089025,8.7,34.1,41.3,15.9
E00089026,9.2,26.9,36.2,27.7
E00089027,7.9,40.5,38.9,12.7
E00089028,4.3,23.1,48.7,23.9
E00089029,3.6,38.4,44.6,13.4
E00089030,17.7,34.7,33.3,14.3
E00089031,14.8,40,34.8,10.4
E00089032,2.2,39.4,46.7,11.7
E00089033,6.6,33.6,40.2,19.7
E00089034,35.3,21.6,33.6,9.5
E00089035,7.1,29.9,44.1,18.9
E00089036,6.9,37.9,40,15.2
E00089037,11.5,30,28.5,30
E00089038,14.7,31,37.1,17.2
E00089039,10.9,31.3,40.6,17.2
E00089040,16.9,36.2,35.4,11.5
E00089041,13.7,29.8,39.5,16.9
E00089042,19.5,30.8,37.6,12
E00089043,5.4,34.4,43.5,16.7
E00089044,0.7,23.6,48.6,27.1
E00089045,5.2,21.6,47.4,25.8
E00089047,8.2,34.3,44,13.4
E00089049,10.9,35.3,41.2,12.6
E00089050,6.1,40.4,31.6,21.9
E00089051,12.3,37.7,37.7,12.3
E00089052,3.1,33.6,48.4,14.8
E00089053,0.8,33.9,45.2,20.2
E00089104,7.1,46.5,33.9,12.6
E00089105,28.7,40.9,21.7,8.7
E00089106,7.4,40.5,45.5,6.6
E00089107,10.4,42.6,36.5,10.4
E00089108,11.5,42.1,35.5,10.9
E00089109,9.1,40.9,43.2,6.8
E00089110,8.9,46.7,37,7.4
E00089111,12.2,57.3,25.2,5.3
E00089112,15.3,41.5,30.5,12.7
E00089113,11.8,38.7,38.7,10.9
E00089114,54.5,38.2,7.3,0
E00089115,17.1,47,31.6,4.3
E00089116,20.3,49.2,25.7,4.8
E00089117,9.3,44.1,35.6,11
E00089118,12.1,46.6,34.5,6.9
E00089119,8.6,50,31.6,9.9
E00089120,9.4,43.6,38.5,8.5
E00089121,4.7,38.8,42.6,14
E00089122,9.6,48,42.4,0
E00089124,5.5,36.4,41.8,16.4
E00089125,6.8,43.8,43.2,6.2
E00089136,14.3,41.8,32.7,11.2
E00089137,11.1,43.5,35.2,10.2
E00089138,24.1,37,28.7,10.2
E00089139,18.2,45.3,24.7,11.8
E00089140,32.5,41.2,14.9,11.4
E00089141,35.6,33.6,19.5,11.4
E00089142,25.6,24.8,37.6,12
E00089143,23.6,43.3,29.1,3.9
E00089144,21.6,47.2,21.6,9.6
E00089145,35.9,34.2,23.1,6.8
E00089146,23.4,34.3,24.8,17.5
E00089147,28.6,38.4,20.5,12.5
E00089148,19.7,41,34.2,5.1
E00089149,58.3,22.8,11.8,7.1
E00089150,20.1,49.1,26.6,4.1
E00089151,24.8,50.3,19.5,5.4
E00089152,31.7,39.8,21.1,7.3
E00089153,22.8,42.6,21.3,13.2
E00089154,12,58.5,23.9,5.6
E00089155,25.6,39.3,25.6,9.4
E00089156,21.5,38.8,32.2,7.4
E00089157,28.7,37.2,24,10.1
E00089159,7.6,38.6,45.5,8.3
E00089160,19.3,61.5,16.3,3
E00089161,6.7,41.2,42,10.1
E00089162,5.9,44.1,37.3,12.7
E00089163,7,46.1,39.1,7.8
E00089164,7.6,45.8,36.4,10.2
E00089165,4.8,41.1,40.3,13.7
E00089166,20.6,41.3,31,7.1
E00089167,20.2,36.7,31.2,11.9
E00089168,20.7,42.1,26.9,10.3
E00089169,6.8,49.6,33.8,9.8
E00089170,20.2,43.7,26.1,10.1
E00089171,29.8,30.6,25,14.5
E00089172,10.6,43.7,33.1,12.6
E00089173,12.5,44.6,30.4,12.5
E00089174,11.9,50.5,31.9,5.7
E00089175,11,38.5,36.7,13.8
E00089176,23.2,44.2,22.6,10
E00089178,35,43,15,7
E00089179,41,48.4,8.7,1.9
E00089181,8.9,43.9,35,12.2
E00089182,13.9,42.6,36.5,7
E00089183,9.7,31.9,35.4,23
E00089184,17.1,42.9,28.6,11.4
E00089203,1.8,30.4,39.3,28.6
E00089212,4.5,22.5,47.7,25.2
E00089213,5.5,35.2,41.4,18
E00089214,5.3,36.3,39.8,18.6
E00089215,9.6,41.1,37.9,11.4
E00089216,10.4,40.1,33.5,15.9
E00089217,7.5,48.9,35.7,7.9
E00089219,6.7,32.8,43.3,17.2
E00089220,17.5,45.6,26.3,10.5
E00089221,32,50,13,5
E00089222,7.8,28.9,41.4,21.9
E00089223,11.5,44.6,31.1,12.8
E00089224,12,43.3,34.7,10
E00089225,11.3,56.5,27.8,4.3
E00089226,8,37.2,45.1,9.7
E00089227,7,41.7,42.6,8.7
E00089228,6.3,41.1,39.3,13.4
E00089229,3.2,31.7,50.8,14.3
E00089230,4.5,43.9,35.6,15.9
E00089231,0,25.6,41.9,32.6
E00089232,5.3,27.6,36.8,30.3
E00089233,8.7,28.9,40.5,22
E00089234,4.7,25,43.8,26.6
E00089235,6.5,21.3,55.6,16.6
E00089236,7.1,40,41.2,11.8
E00089237,20.9,39.2,29.1,10.8
E00089238,8.6,30.5,37.1,23.8
E00089239,3.9,31.3,44.7,20.1
E00089240,7.1,31,45.1,16.8
E00089241,4.5,28.6,44.6,22.3
E00089242,7.6,34.8,39.4,18.2
E00089243,7.3,36.6,41.5,14.6
E00089246,6,40.5,40.5,12.9
E00089247,8,16,44,32
E00089248,7.5,26.6,51.4,14.5
E00089249,6.2,20.8,46.9,26.2
E00089250,4.3,32.6,44.2,18.8
E00089251,19.4,37.1,34.7,8.9
E00089252,4.1,27.3,56.2,12.4
E00089253,9.3,36.4,32.7,21.5
E00089254,18.1,48.8,25.2,7.9
E00089255,4.4,24.9,48.3,22.4
E00089270,5.5,28.1,50,16.4
E00089271,3.1,32.3,48.5,16.2
E00089272,4.6,24.2,49,22.2
E00089273,10.2,44.9,33.9,11
E00089274,4.7,32.6,41.9,20.9
E00089275,6.7,50,39.2,4.2
E00089276,13.4,44.8,30.6,11.2
E00089277,18.8,42.7,31.6,6.8
