geography_code,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00071262,43,32.7,23.4,0.9,0
E00071263,80.5,13.8,4.4,0.6,0.6
E00071264,70.7,22.4,5.2,1.7,0
E00071265,54.1,36.7,9.2,0,0
E00071266,72.8,19,7.6,0.6,0
E00071267,65.2,25,9.1,0.8,0
E00071268,50,17.2,32.8,0,0
E00071269,41.5,36,20.7,1.2,0.6
E00071332,39.6,25.4,32.1,2.2,0.7
E00071333,31.7,27.5,37.5,2.5,0.8
E00071334,24.6,37.7,33.3,3.5,0.9
E00071335,20.9,40.3,34.9,3.9,0
E00071336,33.8,37.5,22.5,6.3,0
E00071337,43,39.8,14.8,2.3,0
E00071338,28.2,44.3,22.1,4.6,0.8
E00071339,26.8,47.2,25.2,0.8,0
E00071340,8.9,50.4,38.2,2.4,0
E00071341,25.7,45.1,25.7,1.7,1.7
E00071343,38.1,42.4,16.9,2.5,0
E00071344,42.9,33,22.3,0.9,0.9
E00071345,35.3,36.2,25.9,1.7,0.9
E00071346,12.1,45.9,40.1,1.9,0
E00071347,32.3,38,25.3,4.4,0
E00071348,18,37.8,36.9,4.5,2.7
E00071349,35.7,35.7,26.2,2.4,0
E00071350,38.8,31.4,28.1,1.7,0
E00071351,21.9,30,40.6,7.5,0
E00071362,65.4,25.4,6.9,2.3,0
E00071363,61.1,25.2,12.2,0.8,0.8
E00071364,66.7,24.8,8.5,0,0
E00071365,76.9,18.5,4.6,0,0
E00071367,61.7,36.7,0.8,0,0.8
E00071368,49.1,29.6,19.4,0.9,0.9
E00071482,27.7,49.1,21.4,0.9,0.9
E00071483,30.8,39.3,27.4,2.6,0
E00071484,15.6,40.1,40.8,2.7,0.7
E00071485,21,47.1,31.9,0,0
E00071539,64.8,28.1,6.3,0.8,0
E00071540,70.6,23.5,5,0.8,0
E00071541,43.9,30.3,22.7,3,0
E00071542,19.5,48,27.6,4.9,0
E00071543,60.6,26,11,2.4,0
E00071544,24,37.2,33.1,5.8,0
E00071545,25.9,31.9,31.9,10.3,0
E00071547,26.6,59.7,13.7,0,0
E00071548,42.8,44.7,11.8,0.7,0
E00071549,61.6,30.4,7.2,0.8,0
E00071550,50.4,38.4,10.4,0.8,0
E00071551,52.3,31.5,14.4,1.8,0
E00071552,60.6,23.9,13.4,2.1,0
E00071553,64.1,29.3,6.1,0.5,0
E00071554,67.9,26.3,5.1,0.7,0
E00071555,30.8,54.1,14.3,0.8,0
E00071557,77.6,18.4,4,0,0
E00071558,57.5,30.8,11.7,0,0
E00071559,50.8,35,12.5,1.7,0
E00071560,47.4,28.6,22.6,0.8,0.8
E00071561,25.9,53.4,18.1,1.7,0.9
E00071562,44.8,24.1,29.3,1.7,0
E00071563,67.2,24.9,7.3,0.6,0
E00071564,46.6,47.5,5.1,0,0.8
E00071565,24.1,47.4,23.3,3.4,1.7
E00071566,76.3,19.3,4.4,0,0
E00071567,77.4,17.6,4.4,0.6,0
E00071568,23.5,43,30.2,3.4,0
E00071569,71,25.2,2.3,0.8,0.8
E00071570,61.3,21.5,17.3,0,0
E00071571,37.2,39,22.9,0.9,0
E00071572,22,49.2,26.5,2.3,0
E00071573,19.4,41.3,38.1,1.3,0
E00071574,55.7,34.3,10,0,0
E00071575,71.2,24.2,4.5,0,0
E00071576,44.4,39.6,14.5,1.4,0
E00071577,64.4,25.8,9.8,0,0
E00071578,59.6,29.4,9.6,1.5,0
E00071579,46.7,40.1,12.4,0.8,0
E00071580,52.1,38.8,9.1,0,0
E00071581,25.8,49.2,22.6,2.4,0
E00071582,43.1,34.3,21.3,1.4,0
E00071583,44.9,36.5,17.3,0.6,0.6
E00071584,31.5,47.7,17.1,2.7,0.9
E00071586,44,32.8,22.4,0.9,0
E00071587,56.1,15.8,28.1,0,0
E00071588,17.7,48.4,30.1,3.8,0
E00071590,46.3,38.9,13.9,0.9,0
E00071591,15.9,34.9,47.6,1.6,0
E00071592,46,42.9,9.5,1.6,0
E00071593,45.9,36.7,14.7,1.8,0.9
E00071620,42.1,42.9,14.3,0.7,0
E00071632,36.5,42.9,18.3,1.6,0.8
E00071633,24.6,40.2,29.5,5.7,0
E00071634,37.1,42.4,19,1.4,0
E00071635,38.9,46.5,13.2,1.4,0
E00071636,32.1,47.9,18.6,1.4,0
E00071637,35.8,46.6,16.9,0.7,0
E00071638,28.9,49.7,19.5,2,0
