geography_code,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00071262,48.8,51.2
E00071263,66.3,33.7
E00071264,59.8,40.2
E00071265,50.3,49.7
E00071266,62.6,37.4
E00071267,60.5,39.5
E00071268,54.1,45.9
E00071269,46.5,53.5
E00071332,38.7,61.3
E00071333,38.6,61.4
E00071334,31.3,68.7
E00071335,35.9,64.1
E00071336,34.8,65.2
E00071337,43.8,56.2
E00071338,39.6,60.4
E00071339,50.2,49.8
E00071340,28.9,71.1
E00071341,42.8,57.2
E00071343,45.2,54.8
E00071344,35.3,64.7
E00071345,36.2,63.8
E00071346,40.1,59.9
E00071347,41.4,58.6
E00071348,29.1,70.9
E00071349,36.1,63.9
E00071350,45.7,54.3
E00071351,24.5,75.5
E00071362,66,34
E00071363,56.5,43.5
E00071364,69.7,30.3
E00071365,67,33
E00071367,62.1,37.9
E00071368,54.5,45.5
E00071482,46.9,53.1
E00071483,43.6,56.4
E00071484,36.1,63.9
E00071485,34,66
E00071539,60.6,39.4
E00071540,61.1,38.9
E00071541,55.2,44.8
E00071542,44.2,55.8
E00071543,57.1,42.9
E00071544,25.6,74.4
E00071545,31.2,68.8
E00071547,53.7,46.3
E00071548,60.7,39.3
E00071549,60.3,39.7
E00071550,56.2,43.8
E00071551,51.4,48.6
E00071552,60.6,39.4
E00071553,55.9,44.1
E00071554,57.1,42.9
E00071555,49,51
E00071557,62,38
E00071558,56.8,43.2
E00071559,55.6,44.4
E00071560,34,66
E00071561,39.6,60.4
E00071562,42.3,57.7
E00071563,58.6,41.4
E00071564,52.1,47.9
E00071565,33.3,66.7
E00071566,63,37
E00071567,62.1,37.9
E00071568,43.7,56.3
E00071569,60.1,39.9
E00071570,56.2,43.8
E00071571,50.7,49.3
E00071572,29.5,70.5
E00071573,24.8,75.2
E00071574,45.7,54.3
E00071575,58.6,41.4
E00071576,41.9,58.1
E00071577,46.8,53.2
E00071578,52,48
E00071579,41.9,58.1
E00071580,47.5,52.5
E00071581,42.3,57.7
E00071582,40.9,59.1
E00071583,37.5,62.5
E00071584,35.7,64.3
E00071586,44.7,55.3
E00071587,49.5,50.5
E00071588,27,73
E00071590,51.2,48.8
E00071591,28.5,71.5
E00071592,50.4,49.6
E00071593,46.1,53.9
E00071620,49.8,50.2
E00071632,46.8,53.2
E00071633,41.4,58.6
E00071634,46.1,53.9
E00071635,43.5,56.5
E00071636,45.1,54.9
E00071637,47.6,52.4
E00071638,46.8,53.2
E00071639,32.4,67.6
E00071716,49.1,50.9
E00071717,42.1,57.9
E00071718,49.6,50.4
E00071720,57.5,42.5
E00071721,57.4,42.6
E00071722,41.1,58.9
E00071723,45.2,54.8
E00071724,36.7,63.3
E00071725,55.2,44.8
E00071727,41.2,58.8
E00071728,54.5,45.5
E00071729,35.7,64.3
E00071730,50.8,49.2
E00071731,39.7,60.3
E00071732,32.6,67.4
E00071733,49.4,50.6
E00071735,55.2,44.8
E00071736,43,57
E00071737,58.3,41.7
E00146970,63.8,36.2
E00146971,55.1,44.9
E00147023,54.8,45.2
E00147024,55.7,44.3
E00147025,60.1,39.9
E00147028,47.5,52.5
E00147029,60,40
E00147030,58.4,41.6
E00150675,57.5,42.5
E00151099,63.9,36.1
E00151100,60.8,39.2
E00151101,41.2,58.8
E00151104,41.3,58.7
E00151110,57.6,42.4
E00151114,37.6,62.4
E00151117,65.8,34.2
E00151122,56.8,43.2
E00151123,56.8,43.2
E00151124,64.3,35.7
E00151125,57.2,42.8
E00151126,41.7,58.3
E00151127,31,69
E00151128,43.4,56.6
E00151172,61.2,38.8
E00151173,54.2,45.8
E00151176,60.4,39.6
E00151177,60.4,39.6
E00151178,61.4,38.6
E00151179,52.6,47.4
E00151180,60.3,39.7
E00151181,56.4,43.6
E00151182,59.9,40.1
E00151183,42.5,57.5
E00151270,56.5,43.5
E00151271,65,35
E00151272,52.4,47.6
E00151273,62.4,37.6
E00151274,66.4,33.6
E00151275,61,39
E00151276,24.9,75.1
E00151277,20.1,79.9
E00151278,25.8,74.2
E00151280,26.6,73.4
E00151285,30.6,69.4
E00151286,28.5,71.5
E00151287,30.3,69.7
E00151288,17.3,82.7
E00151289,15.9,84.1
E00151290,26.2,73.8
E00151291,24.6,75.4
E00151293,39.4,60.6
E00151296,35.4,64.6
E00151299,38.2,61.8
E00151300,37.2,62.8
E00151303,40.4,59.6
E00151305,61.6,38.4
E00151306,50.6,49.4
E00151307,54.4,45.6
E00151308,58.8,41.2
E00151309,54.5,45.5
E00151310,56.9,43.1
E00151311,60.1,39.9
E00151312,36.4,63.6
E00151313,59.8,40.2
E00151314,47.7,52.3
E00151315,52.9,47.1
E00151316,53,47
E00151317,49.8,50.2
E00151318,56.2,43.8
E00151319,53.4,46.6
E00151320,56.2,43.8
E00151321,35.5,64.5
E00151322,58.8,41.2
E00151326,22.3,77.7
E00151327,17.3,82.7
E00151331,38.8,61.2
E00151333,25.4,74.6
E00151334,29.6,70.4
E00151336,28.3,71.7
E00151340,16.8,83.2
E00151360,56.1,43.9
E00151361,41.6,58.4
E00151362,47.5,52.5
E00151363,67.4,32.6
E00151364,43.6,56.4
E00151365,60.3,39.7
E00151366,50,50
E00151367,54.5,45.5
E00151368,53.7,46.3
E00151369,58,42
E00151370,64.3,35.7
E00151371,60.2,39.8
E00151372,21.1,78.9
E00151373,57.5,42.5
E00151374,63.3,36.7
