geography_code,sex-001,sex-002
E00071262,52.1,47.9
E00071263,50.3,49.8
E00071264,49.8,50.2
E00071265,50.4,49.6
E00071266,50.7,49.3
E00071267,49.4,50.6
E00071268,57.5,42.5
E00071269,48.1,51.9
E00071332,49.6,50.4
E00071333,47.8,52.2
E00071334,55.6,44.4
E00071335,51.3,48.7
E00071336,45.3,54.7
E00071337,50.8,49.2
E00071338,45.6,54.4
E00071339,48.8,51.2
E00071340,48.3,51.7
E00071341,48.5,51.5
E00071343,52.4,47.6
E00071344,49,51
E00071345,51,49
E00071346,53.2,46.8
E00071347,51.1,48.9
E00071348,51.7,48.3
E00071349,49.4,50.6
E00071350,51.5,48.5
E00071351,51.2,48.8
E00071362,49,51
E00071363,51.2,48.8
E00071364,50,50
E00071365,52,48
E00071367,51.6,48.4
E00071368,46.6,53.4
E00071482,50.2,49.8
E00071483,50.7,49.3
E00071484,48.5,51.5
E00071485,56.7,43.3
E00071539,50.2,49.8
E00071540,50.8,49.2
E00071541,54.9,45.1
E00071542,47.7,52.3
E00071543,49.4,50.6
E00071544,58.1,41.9
E00071545,50,50
E00071547,54.8,45.2
E00071548,52.2,47.8
E00071549,51.7,48.3
E00071550,50.5,49.5
E00071551,49.6,50.4
E00071552,49.5,50.5
E00071553,50.4,49.6
E00071554,50.7,49.3
E00071555,47.2,52.8
E00071557,49.7,50.3
E00071558,50.3,49.7
E00071559,50.4,49.6
E00071560,51.9,48.1
E00071561,53.5,46.5
E00071562,56.1,43.9
E00071563,53.2,46.8
E00071564,55.6,44.4
E00071565,52.5,47.5
E00071566,51.3,48.7
E00071567,50.1,49.9
E00071568,53.5,46.5
E00071569,52.2,47.8
E00071570,50.2,49.8
E00071571,56.4,43.6
E00071572,55.6,44.4
E00071573,53.3,46.7
E00071574,51.8,48.2
E00071575,53.5,46.5
E00071576,51.3,48.7
E00071577,56.1,43.9
E00071578,51.6,48.4
E00071579,51.5,48.5
E00071580,48,52
E00071581,56.8,43.2
E00071582,50.1,49.9
E00071583,58.2,41.8
E00071584,49.8,50.2
E00071586,54.4,45.6
E00071587,51.5,48.5
E00071588,55.7,44.3
E00071590,54.3,45.7
E00071591,59.4,40.6
E00071592,51.9,48.1
E00071593,53.5,46.5
E00071620,49.4,50.6
E00071632,49.7,50.3
E00071633,49.5,50.5
E00071634,48.5,51.5
E00071635,52.5,47.5
E00071636,50.2,49.8
E00071637,51.9,48.1
E00071638,50.7,49.3
E00071639,52.4,47.6
E00071716,52.2,47.8
E00071717,52.1,47.9
E00071718,53.3,46.7
E00071720,49,51
E00071721,53.6,46.4
E00071722,47.7,52.3
E00071723,52.6,47.4
E00071724,48.7,51.3
E00071725,51.5,48.5
E00071727,46.7,53.3
E00071728,49.6,50.4
E00071729,55.6,44.4
E00071730,47.4,52.6
E00071731,50.4,49.6
E00071732,49.8,50.2
E00071733,50.8,49.2
E00071735,51.3,48.7
E00071736,48.1,51.9
E00071737,50.7,49.3
E00146970,49.3,50.7
E00146971,48.1,51.9
E00147023,48.2,51.8
E00147024,49.7,50.3
E00147025,52.6,47.4
E00147028,53.8,46.2
E00147029,51.2,48.8
E00147030,50,50
E00150675,49.6,50.4
E00151099,52.1,47.9
E00151100,49.8,50.2
E00151101,50.5,49.5
E00151104,51.7,48.3
E00151110,52,48
E00151114,56.5,43.5
E00151117,52.4,47.6
E00151122,46,54
E00151123,49.7,50.3
E00151124,49.3,50.7
E00151125,46.5,53.5
E00151126,54.8,45.2
E00151127,53.7,46.3
E00151128,51,49
E00151172,53.7,46.3
E00151173,50.3,49.7
E00151176,53.6,46.4
E00151177,49.6,50.4
E00151178,53.1,46.9
E00151179,48.9,51.1
E00151180,48,52
E00151181,54.1,45.9
E00151182,50.6,49.4
E00151183,51.6,48.4
E00151270,51.5,48.5
E00151271,50.1,49.9
E00151272,52.2,47.8
E00151273,49.1,50.9
E00151274,48.8,51.2
E00151275,52.7,47.3
E00151276,41.1,58.9
E00151277,47.1,52.9
E00151278,43.9,56.1
E00151280,45.3,54.7
E00151285,52.9,47.1
E00151286,42.3,57.7
E00151287,57,43
E00151288,52,48
E00151289,52.8,47.2
E00151290,50.7,49.3
E00151291,48.3,51.7
E00151293,54.5,45.5
E00151296,45.4,54.6
E00151299,42.7,57.3
E00151300,52.4,47.6
E00151303,47.7,52.3
E00151305,50.4,49.6
E00151306,48.6,51.4
E00151307,49.6,50.4
E00151308,52.2,47.8
E00151309,47.8,52.2
E00151310,50.5,49.5
E00151311,48.5,51.5
E00151312,52.6,47.4
E00151313,54.8,45.2
E00151314,46.2,53.8
E00151315,52.7,47.3
E00151316,52.2,47.8
E00151317,51.9,48.1
E00151318,49.9,50.1
E00151319,50.6,49.4
E00151320,48.9,51.1
E00151321,69,31
E00151322,50.5,49.5
E00151326,45.5,54.5
E00151327,40.5,59.5
E00151331,50.2,49.8
E00151333,45.5,54.5
E00151334,50.5,49.5
E00151336,53.2,46.8
E00151340,49.4,50.6
E00151360,47,53
E00151361,51.3,48.7
E00151362,55.5,44.5
E00151363,49.4,50.6
E00151364,55,45
E00151365,47.9,52.1
E00151366,54.1,45.9
E00151367,50.4,49.6
E00151368,46.9,53.1
E00151369,51.7,48.3
E00151370,49.5,50.5
E00151371,48.6,51.4
E00151372,54.3,45.7
E00151373,50.5,49.5
E00151374,47,53
E00151375,51.6,48.4
E00151376,51.8,48.2
E00151377,52.6,47.4
E00151378,50.4,49.6
E00151379,50.7,49.3
E00151380,48.7,51.3
E00151401,48.2,51.8
E00151402,51.7,48.3
E00151403,48.6,51.4
E00151404,49.9,50.1
E00151405,51.6,48.4
E00151406,54.1,45.9
E00151407,55.2,44.8
E00151408,51.7,48.3
E00151409,51.7,48.3
E00151410,49.8,50.2
E00151411,51.7,48.3
E00151412,49.5,50.5
E00151413,52.3,47.7
E00151414,50.2,49.8
E00151415,49.8,50.2
E00151416,51.6,48.4
E00151417,55,45
E00151418,52.4,47.6
E00151419,58.2,41.8
E00151420,57.3,42.7
E00151421,50.8,49.2
E00151422,53.2,46.8
E00151423,50,50
E00151424,51.9,48.1
E00151425,54,46
E00151426,49.2,50.8
E00151427,53.6,46.4
E00151428,58.8,41.2
E00151429,49.7,50.3
E00151430,54.9,45.1
E00151431,47,53
E00151432,51.9,48.1
E00151433,51.1,48.9
E00151434,52.1,47.9
E00151435,47.4,52.6
E00151436,51.8,48.2
E00151437,50,50
E00151438,53.8,46.2
E00151439,52.9,47.1
E00151440,49.1,50.9
E00151441,53.2,46.8
E00151442,57.1,42.9
E00151443,46.6,53.4
E00151444,52.8,47.2
E00151460,49.4,50.6
E00151465,51.1,48.9
E00151466,54.2,45.8
E00151467,52.7,47.3
E00151468,55.1,44.9
E00151469,53.5,46.5
E00151470,49.7,50.3
E00151471,52.4,47.6
E00151472,47.4,52.6
E00151473,51,49
E00151474,52.4,47.6
E00151475,52.5,47.5
E00151476,46.5,53.5
E00151477,51.4,48.6
E00151478,50.8,49.2
E00151479,48.5,51.5
E00151480,52.9,47.1
E00151481,51,49
E00151482,49.2,50.8
E00151483,51.9,48.1
E00151484,47,53
E00151485,48.5,51.5
E00151504,51.1,48.9
E00151505,48.2,51.8
E00151510,52,48
E00151517,48,52
E00151518,50,50
E00151519,51.7,48.3
E00151520,49.2,50.8
E00151522,49.7,50.3
E00151523,47.7,52.3
E00151524,54.2,45.8
E00151525,53.7,46.3
E00151526,48.8,51.2
E00151527,52.2,47.8
E00151528,47.3,52.7
E00151529,49.5,50.5
E00151530,49,51
E00151531,50.3,49.7
E00151532,52.5,47.5
E00151533,47.2,52.8
E00151534,50.9,49.1
E00151535,55.2,44.8
E00151536,49.1,50.9
E00151537,49,51
E00151538,50.6,49.4
E00151539,50.6,49.4
E00151540,51,49
E00151541,49.2,50.8
E00151542,50.8,49.2
E00151543,50.4,49.6
E00151544,49.6,50.4
E00151545,48.5,51.5
E00151546,52.1,47.9
E00151548,50.3,49.7
E00151549,50.4,49.6
E00151550,49.3,50.7
E00151551,48,52
E00151552,51.3,48.7
E00151553,53.1,46.9
E00151554,49.8,50.2
E00151555,50.7,49.3
E00151556,49,51
E00151557,47.6,52.4
E00151558,52.9,47.1
E00151559,51.6,48.4
E00151560,45.6,54.4
E00151564,48.6,51.4
E00151567,52.2,47.8
E00151568,49.4,50.6
E00151569,49.3,50.7
E00151570,52.5,47.5
E00151571,56.9,43.1
E00151573,54.8,45.2
E00151578,53,47
E00151579,50,50
E00151587,46.6,53.4
E00151588,50.4,49.6
E00151589,50.9,49.1
E00151591,55.3,44.7
E00151592,50.7,49.3
E00151593,46.9,53.1
E00151594,51.4,48.6
E00151595,54.1,45.9
E00151596,53.6,46.4
E00151597,55.7,44.3
E00151598,50,50
E00151599,53,47
E00151600,52.8,47.2
E00151601,52.1,47.9
E00151602,45.6,54.4
E00151603,46.9,53.1
E00151605,53.4,46.6
E00151606,54.8,45.2
E00151607,50,50
E00151608,44.6,55.4
E00151609,48.8,51.2
E00151610,52,48
E00151611,49.5,50.5
E00151612,53.9,46.1
E00151613,50.5,49.5
E00151615,55.6,44.4
E00151616,52,48
E00151617,54.4,45.6
E00151618,54.9,45.1
E00151619,53.5,46.5
E00166320,49.2,50.8
E00166324,40.7,59.3
E00166326,52.9,47.1
E00166327,51,49
E00166328,50.5,49.5
E00166329,44,56
E00166330,52.2,47.8
E00166331,48.1,51.9
E00166333,49.5,50.5
E00168500,50.7,49.3
E00168502,50.3,49.7
E00173132,50.5,49.5
E00173133,49.7,50.3
E00173134,51.9,48.1
E00173135,60,40
E00179352,43.1,56.9
E00179354,8.5,91.5
E00179367,55,45
E00179369,50.6,49.4
E00179372,47.1,52.9
E00179373,49.6,50.4
E00179381,52,48
E00179385,41.9,58.1
E00179388,49.4,50.6
E00179391,39.7,60.3
E00179392,50,50
E00179394,61,39
E00179398,50.4,49.6
E00179399,50.2,49.8
E00179400,43.9,56.1
E00179401,57.8,42.2
E00179404,49.8,50.2
E00179405,56.8,43.2
E00179414,46.8,53.2
E00179416,51.6,48.4
E00179417,49.6,50.4
E00179419,48.7,51.3
E00179422,49.2,50.8
E00179424,50.2,49.8
E00179428,50.9,49.1
E00179430,52,48
E00180667,46.5,53.5
E00180682,52.9,47.1
E00180708,52.8,47.2
E00180767,50.5,49.5
E00187162,53.2,46.8
E00187168,51,49
E00187175,52.1,47.9
E00187178,56,44
E00187185,51.7,48.3
E00187186,52.4,47.6
E00187194,60,40
E00187202,51.9,48.1
E00187223,51.3,48.7
E00187246,50.2,49.8
E00187248,52.6,47.4
E00187257,50.4,49.6
E00187260,52.1,47.9
E00187273,54.9,45.1
E00187277,52,48
E00187301,40.9,59.1
E00187305,53.3,46.7
E00187312,50.9,49.1
E00187321,48.4,51.6
E00187332,50,50
