areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00066373,42.2,22,19.3,16.5
E00066378,40.7,24.2,19.8,15.4
E00066380,46.4,18.8,16.1,18.8
E00066383,39.5,18.5,25.2,16.8
E00066385,42.3,22.5,12.7,22.5
E00066386,44.9,16.3,14.3,24.5
E00066387,51.1,20.7,15.2,13
E00066388,45.5,17.1,21.5,15.9
E00066389,46.1,17.4,22.2,14.3
E00066390,45.3,21.5,21.1,12.1
E00066391,47.8,16.4,17.9,17.9
E00066438,32.1,18.9,27,22
E00066439,53.6,12.6,18.5,15.2
E00066441,46.2,12.8,19.7,21.4
E00066442,53.2,13.8,14.9,18.1
E00066445,55.6,15.5,15.5,13.4
E00066446,49.2,10.8,20,20
E00066447,48.5,14.2,16.6,20.7
E00066448,41.9,13.2,23.3,21.7
E00066449,52.6,17.2,13.8,16.4
E00066450,58.4,16.3,12.5,12.8
E00066451,47.3,17,14.3,21.4
E00066452,46.5,21.1,16.7,15.8
E00066453,40,21,18.1,21
E00066454,47,12,24.1,16.9
E00066455,47.1,10.7,24.3,17.9
E00066456,43,18.3,24.7,14
E00066457,43.6,18.2,22.7,15.5
E00066458,47.3,16.8,19.6,16.3
E00066459,45.6,16.5,17.6,20.3
E00066460,45,21.4,17.6,16
E00066461,45.4,14.6,20,20
E00066462,45.5,14.8,26.1,13.6
E00066463,40.9,17.3,25.2,16.5
E00066464,48.4,18.9,18,14.8
E00066465,52.8,12.8,20.8,13.6
E00066466,42.7,19.7,17.9,19.7
E00066468,50.4,17.1,12.4,20.2
E00066470,46.7,17.6,15.9,19.8
E00066550,47.8,14.8,20.9,16.5
E00066551,57.7,14.7,11,16.6
E00066552,56,14.7,13.8,15.6
E00066553,47.2,15.7,18.1,18.9
E00066554,52.4,21.4,12.7,13.5
E00066555,45.2,12.2,23.5,19.1
E00066556,49.7,19.3,15.2,15.7
E00066557,55,16.1,15.4,13.4
E00066558,55.2,3.4,19,22.4
E00066559,47,15.4,18.8,18.8
E00066560,54.2,16.9,10.8,18.1
E00066561,53.4,11.2,19,16.4
E00066562,52.3,11,20.2,16.5
E00066563,47.4,15.5,17.2,19.8
E00066564,51.2,19.4,17.8,11.6
E00066565,46.5,15.8,20.2,17.5
E00066568,54,17.8,19,9.2
E00066569,59.8,9.3,19.6,11.2
E00066570,44.4,20.2,21.2,14.1
E00066571,45.6,12.8,24,17.6
E00066572,45.3,14.2,16,24.5
E00066573,64.3,14.7,5.6,15.4
E00066574,46.6,13.5,20.3,19.5
E00066575,54,16.1,16.1,13.9
E00066576,55.7,23,8.2,13.1
E00066577,43.7,18.5,20,17.8
E00066578,51.3,12.8,16.2,19.7
E00066579,53.5,12.5,13.9,20.1
E00066580,53.7,18.2,8.3,19.8
E00066664,25,25.9,31.9,17.2
E00066665,43.5,16.1,28,12.4
E00066666,44.2,17.4,21.5,16.9
E00066667,41.6,18.4,26.4,13.6
E00066668,44.1,16.2,16.2,23.5
E00066669,43,17.8,15,24.3
E00066670,56.4,25.6,7.7,10.3
E00066671,42.5,22.6,17.9,17
E00066672,45.2,19.4,12.9,22.6
E00066674,31.8,15.9,31.8,20.5
E00066675,51.1,17.3,18.7,12.9
E00066676,55.7,14.2,9.4,20.8
E00066677,52.1,15.5,12.7,19.7
E00066678,42.9,24.4,20.8,11.9
E00066679,58.3,16.7,13.9,11.1
E00066680,50.3,19.7,19.7,10.4
E00066681,40,23.1,23.8,13.1
E00066682,55.2,22.4,17.2,5.2
E00066683,46.3,18.9,15.8,18.9
E00066684,36.6,20.6,25.2,17.6
E00066685,36.7,15.8,33.8,13.7
E00066686,40.2,16.4,24.6,18.9
E00066716,34.1,19.2,26.9,19.8
E00066717,15.3,42.4,32.2,10.2
E00066719,16.3,41.3,27.5,15
E00066720,22.8,31.6,29.8,15.8
E00066729,30.4,30.4,28.3,10.9
E00066734,46.8,20.9,12.9,19.4
E00066735,47,15.8,25.7,11.4
E00132169,4.7,55.3,21.2,18.8
E00132170,12.5,41.2,28.7,17.6
E00132171,11.7,43.8,19.5,25
E00132172,20.3,26.6,29.7,23.4
E00132173,22.9,35.4,22.9,18.8
E00132174,34.9,28.4,22,14.7
E00132175,17.7,31.5,28.5,22.3
E00132249,37.1,35.7,11.9,15.4
E00132250,28.6,30,28.6,12.9
E00132251,46.3,24.5,16.3,12.9
E00132252,24.8,33.3,20,21.9
