areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00043835,82.1,1.6,16.3
E00043836,74.1,2.1,23.8
E00043837,80.8,1.4,17.8
E00043838,84.9,0,15.1
E00043839,88.3,0,11.7
E00043841,79.2,0.3,20.5
E00043842,67.8,0.7,31.5
E00043844,75.7,1,23.3
E00043901,92.2,0.9,6.8
E00043902,70.5,0.4,29.1
E00043903,83.6,0,16.4
E00043908,84.6,1.3,14.1
E00043909,93.5,0.7,5.9
E00043910,90,0.3,9.7
E00043911,87.2,0,12.8
E00043913,73.8,1.3,24.8
E00043914,76.8,1.6,21.6
E00043917,61.3,4.8,33.9
E00043918,68.8,1.8,29.4
E00043919,73.4,4.4,22.3
E00043920,65.3,2.4,32.2
E00043921,57.1,1.3,41.7
E00043922,91,0,9
E00043923,80.7,1.5,17.8
E00043924,84.7,0.8,14.5
E00043925,72.8,1.5,25.6
E00043926,81.9,2.6,15.5
E00044107,79.7,1.4,18.9
