areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00043835,30.6,34.3,16.7,18.5
E00043836,33.6,31,14.7,20.7
E00043837,60.3,20.7,9.9,9.1
E00043838,25.2,33,23.5,18.3
E00043839,35.5,30.6,16.1,17.7
E00043841,27.7,38,19.7,14.6
E00043842,68.3,25,4.8,1.9
E00043844,60,24.2,4.2,11.7
E00043901,22.5,46.5,16.9,14.1
E00043902,45.4,30.5,14.2,9.9
E00043903,42.3,28.5,11.5,17.7
E00043908,28.9,51.8,12.3,7
E00043909,29.1,40.4,15.6,14.9
E00043910,29.5,40.3,18.7,11.5
E00043911,34.6,33.8,15.8,15.8
E00043913,47.5,31.3,10,11.3
E00043914,27.4,32.1,26.4,14.2
E00043917,20.7,35.3,20.7,23.3
E00043918,18.3,34.1,19.8,27.8
E00043919,25.6,24.8,18.8,30.8
E00043920,39.1,26.4,17.3,17.3
E00043921,36.2,27.6,20.7,15.5
E00043922,24,39.2,21.6,15.2
E00043923,24.1,33.9,23.2,18.8
E00043924,39.4,36.2,13.4,11
E00043925,17.1,25.7,27.1,30
E00043926,27.5,42.5,15,15
E00044107,38.7,35.1,15.3,10.8
