areacd,sex-001,sex-002
E00043835,51.6,48.4
E00043836,47.6,52.4
E00043837,55.8,44.2
E00043838,53.1,46.9
E00043839,51.8,48.2
E00043841,50.8,49.2
E00043842,57.2,42.8
E00043844,48,52
E00043901,49.4,50.6
E00043902,58.6,41.4
E00043903,50.6,49.4
E00043908,50.9,49.1
E00043909,51.6,48.4
E00043910,50.7,49.3
E00043911,49.3,50.7
E00043913,57,43
E00043914,54.2,45.8
E00043917,53.4,46.6
E00043918,55.8,44.2
E00043919,48.6,51.4
E00043920,49.2,50.8
E00043921,58.7,41.3
E00043922,50.2,49.8
E00043923,49.1,50.9
E00043924,53,47
E00043925,55.4,44.6
E00043926,51.9,48.1
E00044107,56.4,43.6
