areacd,disability_3a-001,disability_3a-002
E00043835,26.4,73.6
E00043836,24.7,75.3
E00043837,33,67
E00043838,19.4,80.6
E00043839,20.7,79.3
E00043841,28.6,71.4
E00043842,40.7,59.3
E00043844,26.7,73.3
E00043901,23.7,76.3
E00043902,38.1,61.9
E00043903,21.6,78.4
E00043908,24.1,75.9
E00043909,18,82
E00043910,18.3,81.7
E00043911,22.9,77.1
E00043913,28,72
E00043914,24.5,75.5
E00043917,21.2,78.8
E00043918,19.7,80.3
E00043919,20.5,79.5
E00043920,24.2,75.8
E00043921,34.9,65.1
E00043922,13.8,86.2
E00043923,21.9,78.1
E00043924,31,69
E00043925,26.6,73.4
E00043926,24.6,75.4
E00044107,24.8,75.2
