areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00004120,78.8,17.1,4.1
E00004121,86.2,12.5,1.3
E00004122,83.9,15.2,0.9
E00004123,91.2,7.3,1.5
E00004124,85.2,12.9,1.9
E00004125,78,20.3,1.7
E00004126,79.4,19.4,1.2
E00004127,75.4,21.7,2.9
E00004128,80,19.3,0.7
E00004129,75.6,23.2,1.2
E00004130,78.6,21,0.5
E00004131,77.7,21.5,0.8
E00004132,82.3,17.7,0
E00004133,85.2,12.8,2
E00004134,89.9,10.1,0
E00004135,67.2,30.5,2.3
E00004136,82.4,16.6,1
E00004137,81.3,18.2,0.5
E00004138,75.4,22.1,2.6
E00004140,83.4,15.5,1
E00004141,82.7,16.8,0.5
E00004142,74.3,23.4,2.3
E00004143,85.1,14,0.9
E00004145,74.4,23.7,1.9
E00004146,79.4,20.2,0.4
E00004147,79.9,20.1,0
E00004148,82.8,16.6,0.6
E00004149,76.1,23.1,0.9
E00004150,83.1,16.1,0.8
E00004151,78.4,21.6,0
E00004152,80.3,17.5,2.1
E00004153,85.7,14.3,0
E00004154,75,24.5,0.5
E00004155,77.7,20.7,1.6
E00004156,82.2,16.8,0.9
E00004157,78.1,20.1,1.8
E00004158,78.7,15.7,5.7
E00004159,70.9,24.9,4.1
E00004160,79.7,17.2,3.1
E00004161,83.6,15.4,1
E00004162,77.1,22.4,0.5
E00004163,76,19.2,4.8
E00004164,72.1,24.1,3.8
E00004165,74.5,19.7,5.8
E00004166,73.2,22.2,4.6
E00004167,88.3,10.5,1.2
E00004168,74.2,24.7,1.1
E00004201,90.4,9.1,0.5
E00004202,83.2,12.3,4.5
E00004203,81.6,15.8,2.6
E00004204,83.9,14.5,1.6
E00004205,86.2,12.4,1.4
E00004206,80.3,16.3,3.5
E00004207,75.7,15.2,9.1
E00004208,77.4,19,3.7
E00004209,78.7,17.4,3.9
E00004210,77.2,15.2,7.6
E00004211,78.9,19.8,1.3
E00004212,85,13.3,1.7
E00004213,80.4,15.5,4.1
E00004215,90,9.6,0.4
E00004216,90.2,9,0.8
E00004217,83.1,15.4,1.6
E00004218,85.4,11.4,3.2
E00004219,77.1,21.8,1.2
E00004220,84.3,14.5,1.2
E00004221,83.5,14.4,2.1
E00004222,82,17,1
E00004223,74.2,20.8,5
E00004224,84.4,14.8,0.8
E00004225,68.1,30.4,1.4
E00004226,89,11,0
E00004227,78.2,20.6,1.2
E00004228,90.3,9.7,0
E00004229,84.5,13.8,1.6
E00004230,85.5,11.4,3.2
E00004231,87.7,12.3,0
E00004232,79.4,19.4,1.3
E00004233,79.7,19.8,0.5
E00004234,91,9,0
E00004235,74.1,22.9,3
E00004236,78.9,18.4,2.7
E00004237,75.9,21.1,3
E00004238,82.5,15.8,1.7
E00004239,93.8,5.1,1.1
E00004240,79.4,17.2,3.4
E00004241,89.9,10.1,0
E00004242,85.3,14.7,0
E00004243,88.1,11.1,0.9
E00004245,89.1,7.1,3.8
E00004246,81.5,17.2,1.3
E00004247,85.4,11.9,2.6
E00004248,77.3,20.7,2
E00004250,83.3,16.3,0.4
E00004251,89.7,9.9,0.4
E00004253,76.2,20.8,3
E00004254,76.7,17.8,5.5
E00004256,71.9,17.5,10.6
E00004259,70.1,22.3,7.6
E00004261,70.1,22.2,7.6
E00004264,76.2,19.6,4.1
E00004265,84.9,11.6,3.5
E00004266,87.5,10.9,1.6
E00004268,82.8,14.1,3.1
E00004269,89.9,8.8,1.4
E00004272,92,6.6,1.3
E00004273,84.6,14.1,1.3
E00004274,86.8,13.2,0
E00004276,85.7,13.4,0.9
E00004320,82.8,16.8,0.4
E00004333,87.7,12.3,0
E00004335,79.1,20.9,0
E00004337,69.1,28,2.8
E00004338,85.8,14.2,0
E00004341,73.7,25.3,1
E00004342,69,28.8,2.2
E00004343,76.2,22.9,0.9
E00004344,74.8,21.8,3.4
E00004362,86.5,11.8,1.7
E00004363,74,21.5,4.5
E00004364,82.2,14.3,3.5
E00004365,76.7,22.1,1.2
E00004366,77.2,17.2,5.5
E00004367,80.5,15.8,3.7
E00004368,81.7,17.1,1.2
E00004369,85.4,12.6,2
E00004370,85.2,10.3,4.5
E00004371,81.4,11.3,7.2
E00004372,86.4,10.8,2.8
E00004373,68.6,23.1,8.3
E00004374,81.8,14.5,3.6
E00004375,83.6,15.9,0.5
E00004376,80.8,15.6,3.6
E00004377,78.6,17,4.4
E00004378,80.9,17.4,1.7
E00004379,84.7,14,1.3
E00004380,71.2,24.1,4.7
E00004381,90.4,9.6,0
E00004382,89.5,10.5,0
E00004383,88.3,9.7,2
E00004384,89.4,10.1,0.5
E00004385,86.8,12.6,0.5
E00004386,88.2,11.3,0.5
E00004387,81.7,17.7,0.6
E00004388,92.2,7.8,0
E00004389,82.1,15.4,2.4
E00004390,84.2,15,0.9
E00004391,84,15,1
E00004392,93.6,5.6,0.9
E00004393,85.7,10.7,3.6
E00004394,89.9,8.4,1.7
E00004395,71.1,23,5.9
E00004396,83.5,13.1,3.5
E00004397,85.1,10.9,4
E00004398,74.7,22.1,3.2
E00004399,84.8,11.8,3.5
E00004400,84.2,9.4,6.4
E00004401,92.4,7.6,0
E00004402,84,15.1,0.9
E00004404,85,15,0
E00004408,81.4,15.6,3
E00004409,83.3,13,3.7
E00004411,88.2,10.8,1
E00004412,86.1,12.2,1.6
E00004414,84.4,14.7,0.9
E00004416,88.8,11.3,0
E00004417,86.8,11.7,1.6
E00004418,87.3,12.7,0
E00004420,84.5,14.5,1
E00004423,86.1,11.8,2.1
E00004424,81.1,17.9,1
E00004425,90.4,9.6,0
E00004426,87.2,12.4,0.4
E00004427,89.8,9.8,0.4
E00004428,74.1,24.9,1
E00004429,83,17,0
E00004431,86.1,13.9,0
E00004432,82.8,16.8,0.4
E00004433,73.1,25.8,1.1
E00004435,86.2,12.5,1.3
E00004436,84.4,15,0.7
E00004437,80,20,0
E00004438,74.8,23.8,1.5
E00004439,80.3,19.7,0
E00004440,82.6,16.5,0.9
E00004441,88,10.8,1.2
E00004442,78.4,17.6,4
E00004444,74.3,19.8,5.9
E00004445,84.7,14.9,0.4
E00004446,75.6,19.5,4.9
E00004448,90.3,7.3,2.3
E00004450,87.7,10.8,1.5
E00004451,84.9,9.3,5.8
E00004452,85.4,12.3,2.3
E00004453,81.9,13.7,4.4
E00004454,77.7,16.4,5.9
E00004455,84.5,11.2,4.3
E00004456,82.7,13.7,3.6
E00004458,83.1,14.1,2.8
E00004459,82.1,13.7,4.2
E00004460,83.6,12.7,3.6
E00004461,77.9,15.6,6.5
E00004462,84.6,13.9,1.4
E00004463,82,14.6,3.4
E00004465,87.4,10.5,2
E00004466,71.4,28.1,0.5
E00004467,83.4,12,4.5
E00004469,87.4,11.7,0.9
E00004470,79.7,18.5,1.8
E00004471,74.9,24.2,1
E00004472,78.9,14.7,6.4
E00004473,85.7,13,1.3
E00004474,80.2,15.9,3.9
E00004475,78.5,16.6,4.8
E00004476,70.5,20.8,8.7
E00004477,80.7,17.3,2
E00004478,76.3,20,3.6
E00004479,77.9,18.4,3.7
E00004480,87.3,10.8,2
E00004481,89.8,8.6,1.5
E00004482,89.9,8.4,1.7
E00004483,89.9,9,1.1
E00004484,91.8,7.1,1.1
E00004485,89.4,9.8,0.8
E00004486,84.6,10.9,4.4
E00004487,85.6,12.4,2.1
E00004488,87.7,10.4,1.9
E00004489,90,8.8,1.1
E00004490,85.2,12.7,2.1
E00004491,89,7.6,3.4
E00004507,90.4,9.6,0
E00004508,92.4,7.6,0
E00004509,89.1,10,0.9
E00004510,89.1,10.6,0.4
E00004511,91.4,7.9,0.7
E00004512,88.9,9.4,1.7
E00004513,90.3,8.1,1.6
E00004514,87.1,12.2,0.8
E00004515,86.5,11.4,2.2
E00004516,90.7,8.2,1.1
E00004517,92,6.4,1.5
E00004518,87.7,11,1.4
E00004519,90.8,6.4,2.8
E00004562,80.8,16.4,2.8
E00004565,78.1,16.7,5.3
E00004566,84.8,12.4,2.8
E00004568,75,23.3,1.7
E00004569,84.7,13.3,2
E00004570,84.9,12.2,2.9
E00004571,78.4,18.4,3.2
E00004572,77.2,21.9,0.9
E00004573,77.7,17.4,4.9
E00004574,89,8.9,2.1
E00004575,81.2,15.9,2.9
E00004576,79.4,16.7,3.9
E00004577,84.5,12.5,3
E00004578,83.5,13.2,3.3
E00004579,95.3,4.3,0.4
E00004580,85.2,13.5,1.3
E00004581,86.4,11.2,2.5
E00004582,86.6,12.2,1.2
E00004583,87.4,11.8,0.9
E00004584,86.6,11.8,1.5
E00004585,85.2,14.3,0.4
E00004586,85,14.2,0.9
E00004587,90.1,8.2,1.7
E00004588,80.6,19,0.3
E00004589,86.7,11.6,1.6
E00004590,87.8,12.2,0
E00004591,86.7,10.8,2.4
E00004592,89.4,10.1,0.5
E00004593,79,19,2
E00004594,83.6,14.6,1.8
E00004595,90,7.2,2.8
E00004596,91.3,8.2,0.5
E00004598,88,9.9,2.1
E00004599,82.8,16,1.1
E00004600,78.4,19.1,2.4
E00004601,86.6,10.9,2.5
E00004602,90.1,9.9,0
E00004603,79.8,14.1,6.1
E00004702,78.4,17.3,4.3
E00004703,84.2,13.9,1.9
E00004704,76,21.6,2.4
E00004733,74.3,19.1,6.6
E00004736,72.8,24.1,3.1
E00004738,86.3,13.3,0.4
E00004739,76.8,23.2,0
E00004741,76.1,17.4,6.6
E00004742,81.6,14.8,3.6
E00004743,73.3,21.2,5.6
E00004745,78.8,16.3,4.9
E00004746,76.1,20.9,2.9
E00004771,76.5,20.6,2.8
E00004772,87.7,11.9,0.4
E00004773,80.3,19.3,0.4
E00004778,81,16.7,2.4
E00004779,61.3,29.9,8.8
E00004780,64.3,30.8,5
E00004782,76,18.3,5.7
E00004783,84.2,11.7,4
E00004784,72.3,25.7,2
E00004808,60.5,37,2.5
E00013785,75.3,19.8,4.9
E00013786,85.2,13.1,1.7
E00013787,83.8,13.2,3.1
E00013791,83.5,14.8,1.6
E00013794,79.3,19.5,1.2
E00013795,62.4,29.1,8.5
E00013796,84.5,13.5,2
E00013797,92.5,7.5,0
E00013799,82.9,15.8,1.4
E00013800,91.6,7.9,0.5
E00013803,90.4,7.2,2.4
E00013804,90.9,8.1,1
E00013805,76.1,23.4,0.5
E00013823,82.1,16,1.9
E00013826,87.9,11.7,0.4
E00013827,87.3,12,0.6
E00013878,80.3,16.7,3
E00013898,90.3,7.8,1.9
E00013902,95.9,4.1,0
E00013903,91,8.3,0.7
E00013905,85.8,13.9,0.3
E00013906,83.8,13.8,2.4
E00013909,83.7,15.3,1
E00013910,76.9,17.4,5.8
E00013912,83.3,12.5,4.2
E00023432,66,27.8,6.1
E00023433,72.7,24.8,2.5
E00023436,80.4,18.2,1.5
E00023437,85,11.5,3.5
E00023922,87.6,11.9,0.5
E00023923,75,20.5,4.5
E00174649,68.6,28.2,3.2
E00174657,77.8,18.5,3.6
E00174666,85,14.2,0.8
E00174667,73,26,1
E00174668,79.9,14.7,5.5
E00174669,81.3,12.8,5.8
E00174670,63.8,33.2,3.1
E00174672,53.9,45.2,0.9
E00174673,73,27,0
E00174677,63.7,28.6,7.7
E00174678,50.4,40.6,9
E00183723,74.4,23.9,1.8
E00190350,82.9,16.7,0.5
E00190353,82.9,15.8,1.3
E00190354,82.1,12.4,5.4
E00190360,75.1,20.9,4
E00190412,64.3,20.8,14.9
E00190413,76.3,17.9,5.8
E00190419,75.2,21.9,3
E00190436,80.5,16.2,3.4
E00190457,80.5,14.2,5.3
