areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00004120,41.1,58.9
E00004121,53.1,46.9
E00004122,55.6,44.4
E00004123,52.6,47.4
E00004124,55.3,44.7
E00004125,42.9,57.1
E00004126,50.4,49.6
E00004127,47.3,52.7
E00004128,48.2,51.8
E00004129,48.7,51.3
E00004130,47.5,52.5
E00004131,44.4,55.6
E00004132,55,45
E00004133,56.2,43.8
E00004134,54.1,45.9
E00004135,38.3,61.7
E00004136,45.1,54.9
E00004137,50.2,49.8
E00004138,49.7,50.3
E00004140,51.5,48.5
E00004141,51,49
E00004142,40.4,59.6
E00004143,50.9,49.1
E00004145,49.1,50.9
E00004146,45,55
E00004147,61.1,38.9
E00004148,50.6,49.4
E00004149,56.3,43.7
E00004150,46.4,53.6
E00004151,47.6,52.4
E00004152,50,50
E00004153,56.3,43.7
E00004154,37.3,62.7
E00004155,38.5,61.5
E00004156,46.9,53.1
E00004157,45.5,54.5
E00004158,55,45
E00004159,55.4,44.6
E00004160,60.9,39.1
E00004161,56.5,43.5
E00004162,39.4,60.6
E00004163,48.4,51.6
E00004164,52.1,47.9
E00004165,50.7,49.3
E00004166,58.1,41.9
E00004167,62.7,37.3
E00004168,50.3,49.7
E00004201,64.8,35.2
E00004202,54.8,45.2
E00004203,56.6,43.4
E00004204,51.5,48.5
E00004205,57,43
E00004206,63.2,36.8
E00004207,56.8,43.2
E00004208,60.2,39.8
E00004209,53.1,46.9
E00004210,54.1,45.9
E00004211,55.4,44.6
E00004212,62.8,37.2
E00004213,60.3,39.7
E00004215,58.8,41.2
E00004216,59.2,40.8
E00004217,55.4,44.6
E00004218,61.5,38.5
E00004219,50.4,49.6
E00004220,65.7,34.3
E00004221,51.7,48.3
E00004222,57.8,42.2
E00004223,53.8,46.2
E00004224,54.6,45.4
E00004225,42.2,57.8
E00004226,56.4,43.6
E00004227,56.6,43.4
E00004228,61.5,38.5
E00004229,50.8,49.2
E00004230,65.4,34.6
E00004231,64.1,35.9
E00004232,46.2,53.8
E00004233,60.3,39.7
E00004234,63.4,36.6
E00004235,50.9,49.1
E00004236,55.1,44.9
E00004237,51.3,48.7
E00004238,54.3,45.7
E00004239,67.7,32.3
E00004240,51.8,48.2
E00004241,63.6,36.4
E00004242,48.1,51.9
E00004243,69.7,30.3
E00004245,71.5,28.5
E00004246,63.4,36.6
E00004247,69.1,30.9
E00004248,56.2,43.8
E00004250,61.7,38.3
E00004251,68.8,31.2
E00004253,51.3,48.7
E00004254,61.7,38.3
E00004256,50.3,49.7
E00004259,49.1,50.9
E00004261,55.3,44.7
E00004264,53,47
E00004265,67.2,32.8
E00004266,73.4,26.6
E00004268,58.5,41.5
E00004269,68.8,31.2
E00004272,69.1,30.9
E00004273,62.8,37.2
E00004274,70.9,29.1
E00004276,66.5,33.5
E00004320,47.9,52.1
E00004333,61,39
E00004335,47.1,52.9
E00004337,45.5,54.5
E00004338,55.1,44.9
E00004341,41.1,58.9
E00004342,45.6,54.4
E00004343,44,56
E00004344,40.9,59.1
E00004362,69.8,30.2
E00004363,61.2,38.8
E00004364,61.9,38.1
E00004365,52.5,47.5
E00004366,43.8,56.2
E00004367,57.6,42.4
E00004368,57.3,42.7
E00004369,69,31
E00004370,72.6,27.4
E00004371,66.3,33.7
E00004372,68.4,31.6
E00004373,56.2,43.8
E00004374,63.4,36.6
E00004375,53.5,46.5
E00004376,61,39
E00004377,59.7,40.3
E00004378,60.7,39.3
E00004379,59.4,40.6
E00004380,56.5,43.5
E00004381,69.3,30.7
E00004382,68.1,31.9
E00004383,65.2,34.8
E00004384,66.8,33.2
E00004385,62.8,37.2
E00004386,67,33
E00004387,66.9,33.1
E00004388,66.2,33.8
E00004389,66.5,33.5
E00004390,63.2,36.8
E00004391,61.7,38.3
E00004392,73.6,26.4
E00004393,59.6,40.4
E00004394,72.8,27.2
E00004395,51.1,48.9
E00004396,63.5,36.5
E00004397,70.2,29.8
E00004398,63,37
E00004399,70.6,29.4
E00004400,62.8,37.2
E00004401,65.2,34.8
E00004402,50.4,49.6
E00004404,54.4,45.6
E00004408,52.7,47.3
E00004409,60.7,39.3
E00004411,58.2,41.8
E00004412,55.4,44.6
E00004414,56.4,43.6
E00004416,58.5,41.5
E00004417,57,43
E00004418,64.7,35.3
E00004420,62.1,37.9
E00004423,61,39
E00004424,46.5,53.5
E00004425,59.5,40.5
