areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00065452,97.5,2.5
E00065453,96.6,3.4
E00065454,97.5,2.5
E00065455,97.4,2.6
E00065456,94.2,5.8
E00065457,96.1,3.9
E00065458,96.7,3.3
E00065459,97.9,2.1
E00065460,97,3
E00065461,94.6,5.4
E00065462,97,3
E00065463,95.4,4.6
E00065464,95,5
E00065465,95.1,4.9
E00065466,94.3,5.7
E00065467,94.2,5.8
E00065469,94.7,5.3
E00065470,94,6
E00065471,91.3,8.7
E00065472,92.7,7.3
E00065473,96,4
E00065474,95.3,4.7
E00065475,96.4,3.6
E00065476,95.3,4.7
E00065477,95.7,4.3
E00065478,92.1,7.9
E00065479,95.2,4.8
E00065480,95.2,4.8
E00065481,97.1,2.9
E00065482,96.3,3.7
E00065483,97.5,2.5
E00065484,98.7,1.3
E00065485,97.5,2.5
E00065487,96.5,3.5
E00065488,94.8,5.2
E00065489,94.3,5.7
E00065490,95.5,4.5
E00065491,97.2,2.8
E00065492,96.8,3.2
E00065493,96.5,3.5
E00065494,97.7,2.3
E00065495,98,2
E00065497,97,3
E00065498,97.4,2.6
E00065499,96.1,3.9
E00065515,98.2,1.8
E00065516,96.8,3.2
E00065520,98.2,1.8
E00065521,93,7
E00065523,95.9,4.1
E00065524,98.2,1.8
E00065525,94.3,5.7
E00065526,96.9,3.1
E00065527,96.5,3.5
E00065528,97.3,2.7
E00065529,97.2,2.8
E00065530,96.9,3.1
E00065531,97.5,2.5
E00065532,93.5,6.5
E00065533,97.2,2.8
E00065534,96.9,3.1
E00065535,97.3,2.7
E00065539,97.1,2.9
E00065542,100,0
E00065545,98.7,1.3
E00066205,97.3,2.7
E00066210,95.5,4.5
E00066234,95.6,4.4
E00066245,98.4,1.6
E00141580,97.6,2.4
E00141581,97.4,2.6
E00141582,95.8,4.2
E00141583,98.8,1.2
E00141585,94.4,5.6
E00141627,97.6,2.4
E00141628,96.9,3.1
E00141629,98,2
E00141631,95.8,4.2
E00141632,98.5,1.5
E00175333,95.8,4.2
E00175351,95.5,4.5
E00175352,97.2,2.8
E00175353,95.4,4.6
E00175355,96.8,3.2
E00175356,97.4,2.6
E00175357,96.1,3.9
E00175358,98.6,1.4
E00175359,96.7,3.3
