geography_code,heating_type_3a-001,heating_type_3a-002
E00108432,0,100
E00108433,0.8,99.2
E00108434,0,100
E00108435,0.6,99.4
E00108436,3.3,96.7
E00108442,0,100
E00108443,3.4,96.6
E00108444,1.4,98.6
E00108445,0.8,99.2
E00108446,1.7,98.3
E00108447,0,100
E00108449,2.4,97.6
E00108450,0,100
E00108451,0,100
E00108452,0.6,99.4
E00108453,2.2,97.8
E00108454,1.6,98.4
E00108455,3.7,96.3
E00108456,1.8,98.2
E00108457,2.6,97.4
E00108458,2.1,97.9
E00108459,0,100
E00108460,0,100
E00108461,0,100
E00108462,3.3,96.7
E00108463,0.6,99.4
E00108464,1.2,98.8
E00108465,6.4,93.6
E00108466,0.7,99.3
E00108467,0,100
E00108468,1.4,98.6
E00108469,1.7,98.3
E00108470,0.8,99.2
E00108471,0.7,99.3
E00108472,0,100
E00108474,0,100
E00108475,0.8,99.2
E00108476,2.1,97.9
E00108477,0.5,99.5
E00108478,0,100
E00108479,1.9,98.1
E00108480,2.2,97.8
E00108481,0,100
E00108482,0.7,99.3
E00108484,1,99
E00108485,3.9,96.1
E00108486,2.3,97.7
E00108488,2.2,97.8
E00108489,1.2,98.8
E00108490,0,100
E00108491,0,100
E00108492,0.8,99.2
E00108493,0,100
E00108494,1.6,98.4
E00108495,0.9,99.1
E00108496,0,100
E00108497,0,100
E00108501,0,100
E00108502,0,100
E00108503,1.4,98.6
E00108504,3.3,96.7
E00108505,0,100
E00108506,0,100
E00108508,0.7,99.3
E00108509,0,100
E00108510,0.8,99.2
E00108511,2.6,97.4
E00108512,0.6,99.4
E00108513,1.7,98.3
E00108514,1.9,98.1
E00108515,3.3,96.7
E00108516,3.7,96.3
E00108517,7.2,92.8
E00108518,0,100
E00108520,2,98
E00108521,0,100
E00108522,2.5,97.5
E00108523,0,100
E00108524,2.2,97.8
E00108525,0,100
E00108526,0,100
E00108527,0,100
E00108528,1.4,98.6
E00108529,0,100
E00108530,0.5,99.5
E00108532,1.5,98.5
E00108533,1.9,98.1
E00108536,0.7,99.3
E00108537,1.3,98.7
E00108538,0,100
E00108539,2.4,97.6
E00108540,0,100
E00108542,1.6,98.4
E00108543,1.6,98.4
E00108544,0.5,99.5
E00108545,3.7,96.3
E00108546,1.6,98.4
E00108547,0.6,99.4
E00108548,0.9,99.1
E00108549,0.7,99.3
E00108550,1.8,98.2
E00108551,1.5,98.5
E00108552,2.5,97.5
E00108553,0,100
E00108554,0.8,99.2
E00108555,3.7,96.3
E00108556,0,100
E00108557,5.5,94.5
E00108559,0,100
E00108560,0,100
E00108561,1.8,98.2
E00108562,0,100
E00108563,0.8,99.2
E00108564,2,98
E00108566,0.8,99.2
E00108567,3,97
E00108568,0.8,99.2
E00108569,0.8,99.2
E00108571,1.3,98.7
E00108572,0,100
E00108573,0.8,99.2
E00108574,0,100
E00108575,0.8,99.2
E00108576,0,100
E00108577,0,100
E00108578,0.6,99.4
E00108579,0.7,99.3
E00108580,1.4,98.6
E00108581,0,100
E00108582,0,100
E00108583,0,100
E00108585,0,100
E00108586,1.4,98.6
E00108587,1.4,98.6
E00108588,0,100
E00108589,0,100
E00108590,0,100
E00108591,0,100
E00108592,0.8,99.2
E00108593,2.2,97.8
E00108594,0.8,99.2
E00108595,0,100
E00108596,1.5,98.5
E00108597,0.9,99.1
E00108598,1.4,98.6
E00108599,2.1,97.9
E00108601,0.8,99.2
E00108602,1.5,98.5
E00108603,1.3,98.7
E00108604,0,100
E00108605,1.4,98.6
E00108606,3.1,96.9
E00108607,2,98
E00108608,0.6,99.4
E00108609,1.1,98.9
E00108610,2.3,97.7
E00108611,0,100
E00108612,0,100
E00108613,2.6,97.4
E00108614,1.5,98.5
E00108616,0.5,99.5
E00108617,0,100
E00108618,0.6,99.4
E00108619,0,100
E00108620,0,100
E00108621,0,100
E00108622,1.2,98.8
E00108623,1.2,98.8
E00108624,0.6,99.4
E00108625,0,100
E00108627,0.8,99.2
E00108628,0.7,99.3
E00108629,0.7,99.3
E00108631,1,99
E00108632,2.4,97.6
E00108634,0,100
E00108635,0.7,99.3
E00108636,0.7,99.3
E00108637,1.9,98.1
E00108638,0.7,99.3
E00108639,0,100
E00108640,0,100
E00108641,2.2,97.8
E00108642,0.8,99.2
E00108643,0,100
E00108644,0.9,99.1
E00108645,3.1,96.9
E00108646,0.7,99.3
E00108647,0,100
E00108649,1.5,98.5
E00108650,2.2,97.8
E00108651,3.1,96.9
E00108652,1.2,98.8
E00108653,0.6,99.4
E00108654,0,100
E00108655,0.8,99.2
E00108656,1.4,98.6
E00108657,2.4,97.6
E00108658,1.5,98.5
E00108659,1.6,98.4
E00108660,0,100
E00108661,0,100
E00108662,0.8,99.2
E00108663,1.7,98.3
E00108664,3.7,96.3
E00108665,1.6,98.4
E00108666,3,97
E00108667,1.6,98.4
E00108668,0.7,99.3
E00108669,0.8,99.2
E00108684,0,100
E00108685,1.6,98.4
E00108686,0.8,99.2
E00108687,0.8,99.2
E00108688,3.5,96.5
E00108689,1.1,98.9
E00108690,2.5,97.5
E00108691,1.9,98.1
E00108692,0,100
E00108693,0,100
E00108695,2.4,97.6
E00108696,2.2,97.8
E00108697,0,100
E00108698,1.6,98.4
