geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00108432,0.3,0,1.4,98.1,0.3
E00108433,0,0.3,0.3,99.4,0
E00108434,0,0.3,0.9,98.8,0
E00108435,1.3,1.1,2.1,95.3,0.2
E00108436,1.7,3.1,2.8,92.4,0
E00108442,0.3,0.3,1.7,97.2,0.3
E00108443,1.1,0,2.7,95.9,0.3
E00108444,1.9,2.2,1.7,90.9,3.3
E00108445,0.8,0,2.5,96.1,0.6
E00108446,2.1,1.2,1.7,94.8,0.2
E00108447,1.8,0.8,3.4,92.2,1.8
E00108449,1.5,4.6,2.2,91.7,0
E00108450,3.2,2.4,1.3,92.8,0.3
E00108451,3.7,0.3,2.3,92.7,1
E00108452,0.2,0.2,0.2,99.3,0
E00108453,2.8,1.4,0.8,94.7,0.3
E00108454,0.3,0,1.7,97,1
E00108455,5.2,0.7,0.7,93.5,0
E00108456,0,0,2.1,97.9,0
E00108457,3,1.2,1.5,94.4,0
E00108458,3,2.5,1.8,92.6,0
E00108459,2.2,1.5,2,93.9,0.5
E00108460,1.4,0,3.6,95,0
E00108461,3,0.9,1.8,93.4,0.9
E00108462,0.3,2.6,0,97.1,0
E00108463,2.8,0,2.1,93.3,1.9
E00108464,1.1,1.1,1.1,94.6,2.2
E00108465,1.9,5.1,3.8,87.9,1.3
E00108466,0.6,1,0.6,97.7,0
E00108467,1.3,1.7,1.9,94.4,0.7
E00108468,0,0,0,99.5,0.5
E00108469,0.7,0,1.5,97.8,0
E00108470,2.7,0.7,1.7,94.2,0.7
E00108471,0,0,0.3,99.7,0
E00108472,0,0.5,0.8,98.6,0
E00108474,0.4,2.1,2.8,94.7,0
E00108475,2.8,3.1,6.3,87.8,0
E00108476,4.3,0.3,3.5,91.7,0.3
E00108477,0.6,1.2,1.2,97,0
E00108478,0,0.3,0.7,99,0
E00108479,1.6,2.7,2,93.7,0
E00108480,3.7,0.4,1.2,94.2,0.4
E00108481,1.8,1.2,4.7,92.4,0
E00108482,0.6,0.6,0.6,96.9,1.4
E00108484,0,4.7,0.9,94.5,0
E00108485,2.8,0.9,1.8,94.5,0
E00108486,0.3,2.2,1.6,96,0
E00108488,1.5,2.5,3.1,92,0.9
E00108489,0.8,1.7,2,93.6,2
E00108490,3.6,0.5,0.5,94.8,0.5
E00108491,3.1,0,0,96.6,0.3
E00108492,1.3,2.7,0.3,94,1.7
E00108493,1.3,2.8,4.1,91.8,0
E00108494,0.3,1.3,2.3,95.8,0.3
E00108495,5.2,0,1.4,93.1,0.3
E00108496,0.3,0,0,99.7,0
E00108497,0,0.5,1.4,98.2,0
E00108501,0.6,0.3,1.6,97.2,0.3
E00108502,2.2,1.4,0.8,95.7,0
E00108503,0.8,0.8,2.1,96.4,0
E00108504,0.4,0,1.5,97,1.1
E00108505,0.8,0,3,94.5,1.7
E00108506,1.3,2.4,2.6,93.6,0.2
E00108508,0,0.6,2.7,96.4,0.3
E00108509,0.3,0.3,0,99.4,0
E00108510,2.2,0,0,96.3,1.6
E00108511,0,0,2.8,97.2,0
E00108512,2,0.8,0.8,96.2,0.3
E00108513,0.3,0.3,2,97.3,0
E00108514,0.6,0.3,1.7,95.1,2.3
E00108515,0.3,0,0.3,99.3,0
E00108516,2.6,0.3,2.9,94.2,0
E00108517,5.4,3.9,3.2,86.6,1
E00108518,0.9,0,1.5,97.6,0
E00108520,0.9,0.3,2.4,95.8,0.6
E00108521,1.9,0.6,3.4,92.8,1.3
E00108522,1,0.6,2.9,94.6,1
E00108523,2,0,0.4,96.4,1.2
E00108524,0,3.1,3.1,93.8,0
E00108525,3.1,0.4,2.7,93.3,0.4
E00108526,2.7,2.9,4.1,88.5,1.8
E00108527,0,4,0,94.5,1.5
E00108528,3.7,2.8,4.6,87.5,1.4
E00108529,1.4,0,1.8,96.8,0
E00108530,3.6,2.3,2.9,90.5,0.6
E00108532,0,1,1.9,97.1,0
E00108533,2,5.3,4.8,85.6,2.3
E00108536,1.5,2.3,1,94.6,0.5
E00108537,4.5,2.9,4.3,88.3,0
E00108538,1.6,0.6,1.4,95.9,0.4
E00108539,2.3,0.4,0,97.3,0
E00108540,3.7,0.9,5,90.4,0
E00108542,2.9,3.3,2.9,91,0
E00108543,4.9,3.1,2.8,89.2,0
E00108544,5.3,5.4,1.6,87,0.7
E00108545,0.5,6.3,5.3,86.8,1.1
E00108546,4.9,4.1,4.9,83.3,2.8
E00108547,5.4,0.6,1.5,92.2,0.3
E00108548,1.3,1.3,1.9,95.6,0
E00108549,1.9,0,2.2,94.7,1.2
E00108550,1.3,0.9,2.7,95.1,0
E00108551,2.3,1.9,3.5,92.3,0
E00108552,0.9,0,1.8,96.1,1.2
E00108553,5.7,4.3,2.7,87.2,0
E00108554,1.9,0,1.3,96.8,0
E00108555,8.2,3.3,1.3,85.6,1.6
E00108556,0,1.2,0.8,97.3,0.8
E00108557,0,0,0.4,99.6,0
E00108559,3,1.5,3,92.4,0
E00108560,2.4,2.1,2.9,92.2,0.5
E00108561,6.7,1.7,3,87.5,1
E00108562,2,0.3,0.9,96.9,0
E00108563,2.6,0.3,1.3,91.8,3.9
E00108564,3.1,5,1.1,87,3.8
E00108566,4,2.3,2.9,88.8,2
E00108567,4.8,2.8,1.4,90.9,0
E00108568,0,1.7,2,96,0.3
E00108569,4.2,0,8,86.9,0.9
E00108571,3.1,1.4,2.7,91.8,1
E00108572,2.8,1.6,1.6,93.5,0.6
E00108573,1.9,0,1.6,96.5,0
E00108574,0,0.3,0.6,99.1,0
E00108575,2.8,0,2.5,94.7,0
E00108576,2.9,1.6,0.3,94.8,0.3
E00108577,4.5,1.4,2.1,92,0
E00108578,0.5,0.5,1.8,97.2,0
E00108579,2.1,0,2.4,95.5,0
E00108580,0,1.2,1.2,97.7,0
E00108581,0,0.6,2.3,97.1,0
E00108582,0,0,1,99,0
E00108583,0.3,0.3,1.6,97.7,0
E00108585,0,0.7,1.5,97.8,0
E00108586,0.3,0,0,99.7,0
E00108587,0.4,0.2,0.9,98.5,0
E00108588,0,0,2.3,97.7,0
E00108589,0.3,0.3,2.3,97,0
E00108590,0.5,0,0.3,99.2,0
E00108591,0.8,0,0.5,98.6,0
E00108592,0.3,0,1.2,98.5,0
E00108593,0,0.3,1.6,98,0
E00108594,0,0.4,0,99.2,0.4
E00108595,0,0.5,0,99.1,0.5
E00108596,1.1,0.4,0.7,97.9,0
