geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00108432,49.3,35.1,2.7,12.8
E00108433,45.2,41.9,3.2,9.7
E00108434,27.7,33.3,32.6,6.4
E00108435,41.4,44.6,8.9,5.1
E00108436,28.7,49.2,6.6,15.6
E00108442,47.1,32.2,8.3,12.4
E00108443,36.6,31.4,6.9,25.1
E00108444,23.8,52.4,0.7,23.1
E00108445,38.2,45.8,0.8,15.3
E00108446,53.9,35.6,1.7,8.9
E00108447,42.6,33.2,4.5,19.7
E00108449,37.2,43.8,0.8,18.2
E00108450,29.1,50.7,3.7,16.4
E00108451,61.5,32.8,0,5.7
E00108452,45.7,39.5,3.1,11.7
E00108453,36.7,30.5,19.8,13
E00108454,49.2,29.8,0.8,20.2
E00108455,73.6,7.5,9.4,9.4
E00108456,36.9,42.3,0.9,19.8
E00108457,39.7,38.8,6,15.5
E00108458,35,55.9,2.1,7
E00108459,31.5,58.7,0.7,9.1
E00108460,47.7,37.5,4.5,10.2
E00108461,37.9,38.6,0,23.4
E00108462,45.5,41.5,4.9,8.1
E00108463,34.4,45.2,7.6,12.7
E00108464,2.5,7.4,82.7,7.4
E00108465,16.5,25.3,12.7,45.6
E00108466,42.3,33.6,16.1,8
E00108467,54.5,26.2,5.9,13.4
E00108468,39.7,33.6,12.3,14.4
E00108469,46.3,31.4,12.4,9.9
E00108470,25.4,28.8,39,6.8
E00108471,54,31.4,8.8,5.8
E00108472,23.5,37.1,31.8,7.6
E00108474,29.7,18,45.3,7
E00108475,31.1,30.3,27,11.5
E00108476,23.8,22.4,46.9,7
E00108477,31.9,25.4,26.5,16.2
E00108478,37.4,34.4,10.7,17.6
E00108479,40,39,2.9,18.1
E00108480,17.2,20.1,55.2,7.5
E00108481,17.4,22.2,53.5,6.9
E00108482,40,37.9,9,13.1
E00108484,16.2,21.2,52.5,10.1
E00108485,45.6,25.6,26.4,2.4
E00108486,5.9,18.5,66.7,8.9
E00108488,15.2,16.7,62.3,5.8
E00108489,49.7,23.1,4.1,23.1
E00108490,14.3,9.2,64.7,11.8
E00108491,24.6,27.7,41.5,6.2
E00108492,25.8,29.7,32,12.5
E00108493,16,35.1,41.2,7.6
E00108494,23.6,23.6,45.5,7.3
E00108495,23.2,33.9,33,9.8
E00108496,46.7,34.3,0,19
E00108497,29.7,27.5,23.1,19.8
E00108501,48,40.8,4.8,6.4
E00108502,23.3,27.1,43.4,6.2
E00108503,22.1,41.4,32.4,4.1
E00108504,35.6,42.4,4.2,17.8
E00108505,25.8,43,24.7,6.5
E00108506,48.3,37.6,4.5,9.6
E00108508,34.8,57,1.5,6.7
E00108509,21.1,35.9,36.7,6.3
E00108510,36.7,35.2,20.3,7.8
E00108511,24.3,20.9,48.7,6.1
E00108512,58.9,30.5,5.3,5.3
E00108513,60,33.3,1.7,5
E00108514,39.6,21.4,0.6,38.4
E00108515,46.5,37,2.4,14.2
E00108516,34.9,24,10.9,30.2
E00108517,9.6,13.5,12.5,64.4
E00108518,49.6,41.1,0,9.3
E00108520,28.7,54.7,6,10.7
E00108521,36.6,38.1,2.2,23.1
E00108522,47.9,37.2,1.7,13.2
E00108523,40.6,37.7,0.9,20.8
E00108524,32.3,42.1,3,22.6
E00108525,5.9,17.6,51.3,25.2
E00108526,20.9,36,9.4,33.8
E00108527,39.2,34.2,1.7,25
E00108528,46.5,39.6,1.4,12.5
E00108529,50.9,37.7,2.8,8.5
E00108530,30.1,38.7,8.1,23.1
E00108532,31.4,32.8,5.1,30.7
E00108533,17.3,10.6,9.1,63
E00108536,9.9,30.5,50.4,9.2
E00108537,10.1,30.4,50.6,8.9
E00108538,51.1,39.1,3.8,6
E00108539,47.3,29.5,7,16.3
E00108540,14.7,14.7,63.7,6.9
E00108542,18.4,32.8,39.2,9.6
E00108543,13.4,15.7,57.5,13.4
