geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00108432,8.2,26.5,65.3
E00108433,6.3,23,70.6
E00108434,5.6,34,60.4
E00108435,5,17.6,77.4
E00108436,1.6,23.4,75
E00108442,5.1,21.4,73.5
E00108443,2.9,36.2,60.9
E00108444,6.3,28,65.7
E00108445,6,18,75.9
E00108446,3.9,23.2,72.9
E00108447,5.8,36.4,57.8
E00108449,5.8,19.8,74.4
E00108450,4.5,13.6,81.8
E00108451,2.4,16.9,80.6
E00108452,6.4,24.8,68.8
E00108453,1.7,39.2,59.1
E00108454,6.4,23.2,70.4
E00108455,3.8,41.5,54.7
E00108456,4.7,14,81.3
E00108457,10.7,17.4,71.9
E00108458,2.9,15,82.1
E00108459,7.9,10.8,81.3
E00108460,1.2,19.8,79.1
E00108461,7.6,29.9,62.5
E00108462,5,22.3,72.7
E00108463,6.4,17.8,75.8
E00108464,3.8,37.5,58.8
E00108465,7.8,33.8,58.4
E00108466,4.3,26.1,69.6
E00108467,4.5,30,65.5
E00108468,7.7,21,71.3
E00108469,4.1,25.6,70.2
E00108470,3.3,27.9,68.9
E00108471,3.6,28.6,67.9
E00108472,5.9,17,77
E00108474,1.6,32.6,65.9
E00108475,7.4,19.7,73
E00108476,4.2,27.1,68.8
E00108477,2.7,45.4,51.9
E00108478,7.1,26,66.9
E00108479,2.8,25.5,71.7
E00108480,0,54.5,45.5
E00108481,6.3,31.9,61.8
E00108482,4.9,22.4,72.7
E00108484,5,39,56
E00108485,8.2,19.7,72.1
E00108486,7.8,18.6,73.6
E00108488,8.6,32.1,59.3
E00108489,7.1,37.6,55.3
E00108490,3.4,63.9,32.8
E00108491,3,30.3,66.7
E00108492,3.9,24.4,71.7
E00108493,3.8,24.4,71.8
E00108494,4,24.8,71.2
E00108495,7.8,21.7,70.4
E00108496,6,17.2,76.9
E00108497,4.3,25,70.7
E00108501,3.3,23.1,73.6
E00108502,0.8,24.4,74.8
E00108503,2.1,18.9,79
E00108504,5,29.8,65.3
E00108505,1.1,27.7,71.3
E00108506,6.7,19.1,74.2
E00108508,5.3,22.1,72.5
E00108509,3.8,24.6,71.5
E00108510,6.2,18.6,75.2
E00108511,2.6,29.6,67.8
E00108512,9.3,14.7,76
E00108513,2.5,19.3,78.2
E00108514,4.4,35,60.6
E00108515,6.3,25.2,68.5
E00108516,4.7,45.8,49.5
E00108517,10.7,41,48.3
E00108518,6.3,19.7,74
E00108520,2,26.5,71.5
E00108521,9,24.8,66.2
E00108522,1.6,13.8,84.6
E00108523,7.6,28.6,63.8
E00108524,4.6,26.7,68.7
E00108525,2.5,55.1,42.4
E00108526,9.6,25.7,64.7
E00108527,9,30.3,60.7
E00108528,0,21.7,78.3
E00108529,2.8,18.5,78.7
E00108530,6.8,27.4,65.8
E00108532,7.4,28.1,64.4
E00108533,8.1,45.2,46.7
E00108536,5,20,75
E00108537,9.3,21.1,69.6
E00108538,8.2,19.7,72.1
E00108539,1.5,35.1,63.4
E00108540,3.8,46.7,49.5
E00108542,2.5,48.4,49.2
E00108543,8.6,20.3,71.1
E00108544,6.7,14.4,78.8
E00108545,1.9,50,48.1
E00108546,6.3,45,48.7
E00108547,3.2,40.4,56.4
E00108548,5.2,22.6,72.2
E00108549,5.8,26.6,67.6
E00108550,1.8,43.1,55
E00108551,3.1,41.1,55.8
E00108552,9,14.8,76.2
E00108553,8,16,76
E00108554,9,16.4,74.6
E00108555,3.8,21.2,75
E00108556,3.6,45.3,51.1
E00108557,3.1,46.5,50.4
E00108559,5.4,22.5,72.1
E00108560,5.3,27.5,67.3
E00108561,8.5,20.5,70.9
E00108562,0,58.8,41.2
E00108563,4.9,30.1,65
E00108564,9.7,24.3,66
E00108566,7.9,15.7,76.4
E00108567,12.2,13.7,74
E00108568,0,27,73
E00108569,6.4,21.6,72
E00108571,2.6,40.9,56.5
E00108572,5.5,17.2,77.3
E00108573,3.2,24.8,72
E00108574,2.9,20,77.1
E00108575,5.4,26.4,68.2
E00108576,4.3,13.9,81.7
E00108577,6.9,28.4,64.7
E00108578,2.9,22.4,74.7
E00108579,2.8,19.9,77.3
E00108580,2.8,24.1,73
E00108581,4.4,30,65.6
E00108582,8.6,12.3,79
E00108583,0.7,34.5,64.9
E00108585,1.6,36.8,61.6
E00108586,2.9,38.6,58.6
E00108587,4.3,18.2,77.5
E00108588,0.9,24.3,74.8
E00108589,4,29.6,66.4
E00108590,4,17.2,78.8
E00108591,4.5,25.6,69.9
E00108592,2.3,19.1,78.6
E00108593,2.9,29.2,67.9
E00108594,3.2,36.5,60.3
E00108595,1.6,56.5,41.9
E00108596,2.3,33.8,63.9
E00108597,2.5,26.9,70.6
E00108598,3.5,35.2,61.3
E00108599,1.4,30.8,67.8
E00108601,3.1,41.5,55.4
E00108602,4.7,25.6,69.8
E00108603,6.1,18.6,75.3
E00108604,4.9,26,69.1
E00108605,9.1,16,74.9
E00108606,5.6,20.6,73.8
E00108607,2.6,32.2,65.1
E00108608,4,19.9,76.1
E00108609,5.2,24,70.8
E00108610,0,25.2,74.8
E00108611,5.3,28.8,65.9
E00108612,2.7,38.1,59.2
E00108613,1.3,27.7,71.1
E00108614,3.8,24.6,71.5
E00108616,1.9,17.4,80.8
E00108617,5.3,11.5,83.2
E00108618,3.9,17.5,78.6
E00108619,4.1,20.9,75
E00108620,1.9,15.9,82.2
E00108621,2,12.9,85
E00108622,4.1,16,79.9
E00108623,6.7,11.6,81.7
E00108624,3.8,26.8,69.4
E00108625,5.7,13,81.3
E00108627,2.5,14.8,82.8
E00108628,5.4,14.1,80.5
E00108629,4.8,32.7,62.6
E00108631,4,23.2,72.7
E00108632,5.3,47.6,47.1
E00108634,2.7,26.2,71.1
E00108635,4.3,19.9,75.9
E00108636,5.8,16.5,77.7
E00108637,1.9,20.8,77.3
E00108638,3.6,27,69.3
E00108639,2.6,35.9,61.5
E00108640,5.3,50,44.7
E00108641,0,49.3,50.7
E00108642,2.3,50,47.7
E00108643,4.5,23.5,72
E00108644,1.9,29.9,68.2
E00108645,8.5,32.7,58.8
E00108646,4.9,15.3,79.9
E00108647,0,27.9,72.1
E00108649,2.9,26.1,71
E00108650,5,40.7,54.3
E00108651,3,57.8,39.2
E00108652,3.6,21.2,75.2
E00108653,2.6,44.5,52.9
E00108654,5.2,28.4,66.4
E00108655,3.8,25.4,70.8
E00108656,4,23.5,72.5
E00108657,4,26.6,69.4
E00108658,3,45.5,51.5
E00108659,3.9,37.5,58.6
E00108660,3.8,35.4,60.8
E00108661,5.4,27.5,67.1
E00108662,3.8,30.8,65.4
E00108663,4.3,19,76.7
E00108664,5.2,30.4,64.4
E00108665,5.5,37,57.5
E00108666,2.9,19.9,77.2
E00108667,0.8,47.7,51.5
E00108668,3,32.3,64.7
E00108669,3.1,33.1,63.8
E00108684,5.1,29.3,65.7
E00108685,3.9,30.5,65.6
E00108686,5.4,33.8,60.8
E00108687,1.7,33.3,65
E00108688,9.1,16.4,74.5
E00108689,3.4,29.1,67.6
E00108690,5,19.5,75.5
E00108691,3.5,27.4,69
E00108692,3.7,36.3,60
E00108693,3.8,31,65.2
E00108695,4,17.7,78.2
E00108696,7.2,14.4,78.4
E00108697,4.3,20.7,75
E00108698,6.4,18.4,75.2
E00108699,4.3,23,72.7
E00108700,4.1,22.8,73.1
E00108701,4.7,28.1,67.3
E00108702,4.4,39,56.6
E00108703,4.6,24.7,70.7
E00108704,6,26.7,67.3
E00108713,5.8,28.8,65.5
E00108715,3,30.4,66.7
E00108716,1.3,38.9,59.7
E00108720,4.2,33.3,62.5
E00108722,8.8,23.8,67.5
E00108723,6.8,30.4,62.8
E00108724,5.3,20.5,74.2
E00108725,5.8,21.7,72.5
E00108726,3.4,26.9,69.7
E00108727,6.6,29.3,64.1
E00108728,6.1,23.5,70.4
E00108729,3.4,22.4,74.1
E00108730,8.9,21.5,69.6
E00108731,0.7,20.1,79.1
E00108732,4.9,23.8,71.4
E00108733,4.1,14.6,81.3
E00108734,5.8,19.7,74.5
E00108735,1.5,18.8,79.7
E00108736,4.3,14.3,81.4
E00108737,3.1,21.7,75.2
E00108738,3.4,19.9,76.7
E00108739,5.7,30.4,63.9
E00108740,6.4,24.8,68.8
E00108743,5.6,27.8,66.7
E00108752,4.7,27.7,67.6
E00108753,4.9,21,74.1
E00108754,4.5,19.4,76.1
E00108755,2.2,18.5,79.3
E00108756,0.8,24.4,74.8
E00108757,4.3,12.3,83.3
E00108758,3.6,37,59.4
E00108759,5.7,21.8,72.4
E00108760,2.5,38.1,59.4
E00108762,5.3,18.2,76.5
E00108763,2.3,43.2,54.5
E00108764,4.8,30.3,64.8
E00108766,4.8,26.3,68.9
E00108767,3.1,18.5,78.5
E00108768,3,33.3,63.7
E00108771,8.4,16.8,74.8
E00108772,4.7,28.2,67.1
E00108773,3.4,26.7,69.9
E00108774,6.6,23.8,69.7
E00108775,5.4,25.2,69.4
E00108776,4.1,37.2,58.7
E00108777,5.7,22.9,71.4
E00108778,5.7,28.6,65.7
E00108779,2.7,19.6,77.7
E00108780,9.7,17.7,72.6
E00108781,4.5,15.2,80.4
E00108782,2.5,27.8,69.8
E00108783,1.3,23.2,75.5
E00108784,6,19.2,74.8
E00108785,6.6,19.9,73.5
E00108786,3.4,17.8,78.8
E00108787,4.4,20.4,75.2
E00108788,4.5,22.7,72.7
E00108789,9.1,20.9,70
E00108790,2.9,24.5,72.5
E00108867,5.7,24.8,69.5
E00108868,2.8,25.7,71.6
E00108869,1.9,16.5,81.6
E00108870,5.7,25.7,68.6
E00108871,8.1,22.8,69.1
E00108872,5.6,16.8,77.7
E00108873,4.1,18.4,77.6
E00108874,9.2,13.7,77.1
E00112070,1.7,26.1,72.2
E00112071,4.9,16.2,78.9
E00112072,1.7,15.4,82.9
E00112106,6.3,21.3,72.4
E00112108,5.4,28.5,66.2
E00112109,6.4,27.9,65.7
E00112110,8.2,16.5,75.3
E00112111,6.9,18.8,74.3
E00112112,3.8,22.5,73.8
E00112113,0,43.9,56.1
E00112115,3.3,24.3,72.4
E00112117,5,21.4,73.6
E00112119,3.6,35.7,60.7
E00112120,3.2,13.2,83.7
E00112121,5,20.1,74.8
E00112122,3.7,20,76.3
E00112123,7.7,17.9,74.4
E00112124,2.6,31.6,65.8
E00112125,3.5,42.6,54
E00112126,3.6,47,49.4
