geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00108432,97.2,1.4,1.4
E00108433,96.8,1,2.2
E00108434,97,0.3,2.7
E00108435,97.2,0.2,2.5
E00108436,96.3,1,2.7
E00108442,95.5,1,3.5
E00108443,94,0.8,5.2
E00108444,93.6,1.1,5.2
E00108445,91.3,0.6,8.1
E00108446,95.1,0.7,4.2
E00108447,91.6,2.2,6.2
E00108449,94.1,2.5,3.4
E00108450,94.1,0,5.9
E00108451,98,1,1
E00108452,97.8,1,1.2
E00108453,93.4,0.6,6.1
E00108454,92.9,1,6.1
E00108455,97.4,0,2.6
E00108456,98.2,0.7,1.1
E00108457,95.8,0.3,3.9
E00108458,92.2,1.6,6.2
E00108459,97.3,0.7,2
E00108460,97.7,0,2.3
E00108461,90.7,2.1,7.2
E00108462,92.4,1.3,6.3
E00108463,94.4,0,5.6
E00108464,92.5,1.6,5.9
E00108465,86,3.2,10.8
E00108466,96.1,1.3,2.6
E00108467,98.3,0.2,1.5
E00108468,98.4,0.3,1.3
E00108469,94.4,1.5,4.1
E00108470,95.2,0.7,4.2
E00108471,95.9,0.6,3.4
E00108472,97,0.5,2.4
E00108474,96.8,1.1,2.1
E00108475,91.2,1.9,6.9
E00108476,94.4,1.3,4.3
E00108477,97,1.2,1.8
E00108478,93.8,1.7,4.5
E00108479,94.9,2.4,2.7
E00108480,96.7,0.4,2.9
E00108481,93.8,0.9,5.3
E00108482,97.5,0.6,2
E00108484,92.3,1.3,6.4
E00108485,94.5,0.6,4.9
E00108486,91.3,0.5,8.1
E00108488,94.8,0.6,4.6
E00108489,92.1,1.1,6.7
E00108490,94.4,0.5,5.1
E00108491,89.3,1.3,9.4
E00108492,92.3,2,5.7
E00108493,91.7,2.2,6.1
E00108494,98,0,2
E00108495,91.4,0.3,8.2
E00108496,99.4,0,0.6
E00108497,99.5,0,0.5
E00108501,98.5,0,1.5
E00108502,97.6,1.1,1.4
E00108503,96.4,0.8,2.8
E00108504,96.6,0.4,3
E00108505,97.9,0.4,1.7
E00108506,96.1,1.1,2.8
E00108508,95.2,0.9,3.9
E00108509,98.8,0,1.2
E00108510,95.3,1.2,3.4
E00108511,99.2,0,0.8
E00108512,95.7,1.3,3
E00108513,96.6,0.3,3
E00108514,85.5,1.7,12.8
E00108515,96.6,0.3,3.1
E00108516,90.4,1.1,8.5
E00108517,76.8,2.4,20.8
E00108518,96.1,0.3,3.6
E00108520,92.8,2.7,4.5
E00108521,88.2,1.2,10.5
E00108522,95.2,0.6,4.1
E00108523,91.3,1.2,7.5
E00108524,93.5,2.2,4.3
E00108525,91.1,1.9,7
E00108526,83.8,0.9,15.3
E00108527,89.3,3,7.8
E00108528,92.9,0.6,6.5
E00108529,91.5,4.6,3.9
E00108530,93.2,1.7,5.1
E00108532,90.6,1,8.4
E00108533,74.1,1,24.9
E00108536,94.4,0.5,5.1
E00108537,93.7,0.4,5.8
E00108538,97.4,0.4,2.2
E00108539,94.2,0,5.8
E00108540,94.1,0.9,5
E00108542,96.3,0,3.7
E00108543,95.4,1,3.6
E00108544,91,4.3,4.8
E00108545,85.6,1.6,12.8
E00108546,86.8,3.3,9.9
E00108547,95.8,1.8,2.4
E00108548,97.5,0,2.5
E00108549,88.8,0.9,10.2
E00108550,96,0.4,3.5
E00108551,93.4,1.5,5
E00108552,92.3,1.8,5.9
E00108553,92.2,1.6,6.2
E00108554,95,0,5
E00108555,87.3,0.3,12.4
E00108556,94.6,1.2,4.2
E00108557,93.2,1.2,5.6
E00108559,95.5,0.8,3.8
E00108560,95.8,0,4.2
E00108561,86.6,2.1,11.3
E00108562,98.9,0.6,0.6
E00108563,91.2,1.6,7.2
E00108564,92.3,0,7.7
E00108566,93.2,0,6.8
E00108567,90.4,0.8,8.8
E00108568,93.7,0.7,5.6
E00108569,91.1,0.9,8
E00108571,87,2.4,10.6
E00108572,94.4,0.3,5.3
E00108573,94.9,1.3,3.8
E00108574,98.5,0.3,1.2
E00108575,93.3,0.4,6.4
E00108576,92.6,0.6,6.8
E00108577,91.3,0.7,8
E00108578,96,1.5,2.5
E00108579,96.3,0.5,3.2
E00108580,96.8,0.9,2.3
E00108581,96.6,1.1,2.3
E00108582,97.6,0.5,1.9
E00108583,96.5,1.3,2.2
E00108585,96.7,0.4,3
E00108586,94.6,1.7,3.7
E00108587,97.7,0.6,1.7
E00108588,94.3,0,5.7
E00108589,96,0.7,3.3
E00108590,98.1,0.5,1.3
E00108591,96.4,1.9,1.6
E00108592,98.8,0,1.2
E00108593,96.1,1,3
E00108594,96.5,1.6,1.9
E00108595,94.8,1.4,3.8
E00108596,98.2,0.4,1.4
E00108597,96.1,0.4,3.5
E00108598,91.3,3.5,5.2
E00108599,96,1.2,2.8
E00108601,96.3,0,3.7
E00108602,96,0.3,3.7
E00108603,93.6,2.1,4.3
E00108604,95.5,1.4,3.1
E00108605,96.2,0.5,3.3
E00108606,94.8,1.2,4.1
E00108607,97.2,1.9,0.9
E00108608,94.1,1.4,4.5
E00108609,98.6,0.5,0.9
E00108610,97.9,0.7,1.4
E00108611,97.9,0.3,1.7
E00108612,100,0,0
E00108613,98.6,0,1.4
E00108614,96.9,1,2
E00108616,94.7,1.2,4.1
E00108617,93.2,2.3,4.4
E00108618,96,1.7,2.2
E00108619,96.5,0.4,3.1
E00108620,99,0,1
E00108621,96.1,1.7,2.2
E00108622,95.8,0.9,3.3
E00108623,96.8,0.4,2.8
E00108624,97.6,0.5,1.9
E00108625,96.2,1.1,2.7
E00108627,98.9,0.3,0.8
E00108628,96.2,0.2,3.6
E00108629,97.6,0.6,1.8
E00108631,95.9,0.4,3.7
E00108632,91,1.2,7.7
E00108634,99.1,0,0.9
E00108635,98.6,0.3,1.1
E00108636,96.4,1.3,2.3
E00108637,95.5,1.6,2.9
E00108638,96.5,0,3.5
E00108639,98,0.8,1.2
E00108640,96.9,0.8,2.3
