geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00108432,8.8,34,38.1,19
E00108433,8.7,33.3,36.5,21.4
E00108434,23.2,33.8,31,12
E00108435,7.7,31.6,40,20.6
E00108436,3.3,36.6,43.1,17.1
E00108442,9.9,28.9,38,23.1
E00108443,13.1,48.6,32,6.3
E00108444,7.7,44.4,39.4,8.5
E00108445,3.8,42.7,33.6,19.8
E00108446,15,35,36.1,13.9
E00108447,17.9,38.6,32.3,11.2
E00108449,7.4,40.5,39.7,12.4
E00108450,6.7,35.1,47,11.2
E00108451,8.1,43.9,35.8,12.2
E00108452,7,41.1,35.4,16.5
E00108453,25.6,36.7,28.3,9.4
E00108454,7.3,51.6,32.3,8.9
E00108455,17,49.1,26.4,7.5
E00108456,2.8,34.9,41.3,21.1
E00108457,6.8,43.2,33.1,16.9
E00108458,6.3,28.7,45.5,19.6
E00108459,4.9,28.7,46.9,19.6
E00108460,5.7,40.2,33.3,20.7
E00108461,7.7,41.5,36.6,14.1
E00108462,8.9,41.5,34.1,15.4
E00108463,9.6,35.7,38.2,16.6
E00108464,42.2,34.9,19.3,3.6
E00108465,19.8,50.6,21,8.6
E00108466,16.1,35,38.7,10.2
E00108467,13.4,25.2,41.1,20.3
E00108468,6.8,37,34.9,21.2
E00108469,14.8,40.2,33.6,11.5
E00108470,18.2,47.9,28.9,5
E00108471,12.4,35,35,17.5
E00108472,9.9,35.9,35.1,19.1
E00108474,26.2,45.2,20.6,7.9
E00108475,13.9,39.3,32.8,13.9
E00108476,17.5,51,22.4,9.1
E00108477,28.9,39.6,24.1,7.5
E00108478,10.9,45.3,33.6,10.2
E00108479,5.7,38.7,36.8,18.9
E00108480,35.6,37.8,18.5,8.1
E00108481,30.1,37.1,25.9,7
E00108482,11.7,37.9,34.5,15.9
E00108484,34.7,37.8,20.4,7.1
E00108485,16.5,46.5,26,11
E00108486,28,41.7,22,8.3
E00108488,34.3,35.7,25,5
E00108489,26.2,36.3,26.2,11.3
E00108490,55.5,29.4,10.1,5
E00108491,23.3,43.6,21.8,11.3
E00108492,15.6,42.2,33.6,8.6
E00108493,18.2,38.6,31.8,11.4
E00108494,25.6,43.2,21.6,9.6
E00108495,17.7,44.2,27.4,10.6
E00108496,3,25.2,42.2,29.6
E00108497,15.2,32.6,28.3,23.9
E00108501,10.4,31.2,37.6,20.8
E00108502,12.3,39.2,36.9,11.5
E00108503,11.7,40.7,29.7,17.9
E00108504,10.1,35.3,45.4,9.2
E00108505,12.2,24.4,41.1,22.2
E00108506,7.4,34.1,40.3,18.2
E00108508,6.7,34.3,40.3,18.7
E00108509,10.9,41.1,40.3,7.8
E00108510,9.4,37.8,38.6,14.2
E00108511,18.1,44,25.9,12.1
E00108512,5.3,39.3,40.7,14.7
E00108513,10.1,36.1,40.3,13.4
E00108514,27.5,46.3,20,6.3
E00108515,12,36.8,33.6,17.6
E00108516,36.5,39.7,18,5.8
E00108517,34.8,48.8,15,1.4
E00108518,7,36.4,39.5,17.1
E00108520,8,37.3,42,12.7
E00108521,11,50,27.2,11.8
E00108522,10.6,34.1,36.6,18.7
E00108523,3.7,50.5,27.1,18.7
E00108524,18.2,37.1,29.5,15.2
E00108525,53.4,31.4,12.7,2.5
E00108526,23,48.2,20.1,8.6
E00108527,16.7,45,25,13.3
E00108528,11.2,30.1,41.3,17.5
E00108529,6.6,35.8,38.7,18.9
E00108530,15.5,44.4,29.4,10.7
E00108532,16.1,43.1,28.5,12.4
E00108533,38.9,47.6,10.1,3.4
E00108536,19.1,46.1,22.7,12.1
E00108537,13.2,42.8,32.7,11.3
E00108538,10.9,28.3,44.6,16.3
E00108539,15.7,49.6,27.6,7.1
E00108540,29.2,52.8,12.3,5.7
E00108542,29.3,38.2,24.4,8.1
E00108543,21.1,44.5,25,9.4
E00108544,4.4,32.7,42,21
E00108545,35.5,41.1,21.5,1.9
E00108546,31.6,42.1,18.4,7.9
E00108547,23.7,39.1,30.8,6.4
E00108548,15.7,39.1,29.6,15.7
E00108549,14.5,44.9,29.7,10.9
E00108550,33.9,45,15.6,5.5
E00108551,35.9,41.4,13.3,9.4
E00108552,7.4,40.5,41.3,10.7
E00108553,16.3,37.9,35.3,10.5
E00108554,15.4,42.3,26.8,15.4
E00108555,20.5,43.9,29.5,6.1
E00108556,35.8,40.9,15.3,8
E00108557,13.2,46.5,31,9.3
E00108559,17.3,33.6,40,9.1
E00108560,4.1,39.8,40.4,15.8
E00108561,11.2,40.5,33.6,14.7
E00108562,46,29.8,19.1,5.1
E00108563,25.2,37.4,25.2,12.2
E00108564,16.7,36.3,23.5,23.5
E00108566,16.9,37.1,35.5,10.5
E00108567,22.1,39.7,22.9,15.3
E00108568,12.1,45.2,29,13.7
E00108569,20.2,34.7,33.1,12.1
E00108571,20.5,47,27.2,5.3
E00108572,7.8,41.9,34.1,16.3
E00108573,15.3,37.9,33.9,12.9
E00108574,10.9,31.9,44.9,12.3
E00108575,16.7,42.9,34.1,6.3
E00108576,4.3,38.8,32.8,24.1
E00108577,13.2,40.4,36.8,9.6
E00108578,6.7,29.1,39.4,24.8
E00108579,6.3,26.1,47.2,20.4
E00108580,9.9,36.2,34.8,19.1
E00108581,7,41.8,30.4,20.9
E00108582,6.2,17.3,45.7,30.9
E00108583,9.9,33.8,33.1,23.2
E00108585,25.2,43.9,21.1,9.8
E00108586,12.9,47.1,31.4,8.6
E00108587,6.3,27.4,39.9,26.4
E00108588,4.3,41.4,44.8,9.5
E00108589,4.8,44.4,32.5,18.3
E00108590,4.7,35.1,42.6,17.6
E00108591,10.1,37,33.3,19.6
E00108592,5.3,34.4,43.5,16.8
E00108593,11.1,39.3,40.7,8.9
E00108594,25.2,51.2,15.4,8.1
E00108595,38.4,35.2,19.2,7.2
E00108596,18.9,33.3,32.6,15.2
E00108597,13.3,41.6,33.6,11.5
E00108598,16,52.1,26.4,5.6
E00108599,13.4,35.2,34.5,16.9
E00108601,24.1,42.1,24.1,9.8
