geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00108432,27.2,34.7,12.2,25.9
E00108433,23.2,35.2,18.4,23.2
E00108434,34.5,31.7,11.3,22.5
E00108435,17.9,37.2,10.9,34
E00108436,23.3,40.8,18.3,17.5
E00108442,20.7,46.3,12.4,20.7
E00108443,36,38.3,12.6,13.1
E00108444,28.2,26.8,18.3,26.8
E00108445,17.3,32.3,24.1,26.3
E00108446,23.2,40.3,18.2,18.2
E00108447,36.8,39,12.6,11.7
E00108449,20.5,32.8,17.2,29.5
E00108450,13.4,33.6,23.9,29.1
E00108451,17.2,48.4,11.5,23
E00108452,24.8,32.9,18,24.2
E00108453,39.1,32.4,16.2,12.3
E00108454,23.2,44,12,20.8
E00108455,41.5,39.6,9.4,9.4
E00108456,13.8,41.3,23.9,21.1
E00108457,17.8,31.4,13.6,37.3
E00108458,14.7,25.9,21,38.5
E00108459,10.7,35,22.1,32.1
E00108460,21.8,40.2,14.9,23
E00108461,29.7,32.4,18.6,19.3
E00108462,21.1,38.2,15.4,25.2
E00108463,17.7,32.9,19,30.4
E00108464,36.1,27.7,18.1,18.1
E00108465,35.1,42.9,13,9.1
E00108466,25.4,44.9,12.3,17.4
E00108467,29.3,34.6,13.7,22.4
E00108468,20.5,43.8,17.8,17.8
E00108469,25.4,48.4,11.5,14.8
E00108470,25.6,38.8,18.2,17.4
E00108471,29,41.3,13,16.7
E00108472,16.9,27.7,26.9,28.5
E00108474,33.3,27.8,22.2,16.7
E00108475,19.8,39.7,15.1,25.4
E00108476,26.8,29.6,16.9,26.8
E00108477,45.4,37.3,9.7,7.6
E00108478,26.8,40.7,18.7,13.8
E00108479,23.6,38.7,22.6,15.1
E00108480,54.1,21.5,14.8,9.6
E00108481,31.9,34.7,14.6,18.8
E00108482,22.8,37.2,21.4,18.6
E00108484,38.8,29.6,15.3,16.3
E00108485,19,42.1,18.3,20.6
E00108486,19.8,29,23.7,27.5
E00108488,32.8,28.5,20.4,18.2
E00108489,37.9,38.5,13.6,10.1
E00108490,62.3,25.4,3.3,9
E00108491,31.3,28.2,16,24.4
E00108492,24,39.5,17.1,19.4
E00108493,25.4,34.6,22.3,17.7
E00108494,24.8,34.4,19.2,21.6
E00108495,23,32.7,21.2,23
E00108496,16.9,44.1,16.9,22.1
E00108497,25.6,38.9,20,15.6
E00108501,23.2,30.4,20,26.4
E00108502,25,34.4,19.5,21.1
E00108503,18.6,37.9,22.1,21.4
E00108504,30.8,38.5,14.5,16.2
E00108505,26.7,28.9,13.3,31.1
E00108506,19.4,38.3,18.9,23.4
E00108508,21.5,37.8,19.3,21.5
E00108509,25.4,30.2,21.4,23
E00108510,18.8,36.7,22.7,21.9
E00108511,31,37.1,17.2,14.7
E00108512,15.9,45,14.6,24.5
E00108513,18.6,46.6,11,23.7
